cik10,accession,filing_date,report_date,primary_document,form,prior_accession,prior_filing_date,has_year_over_year_pair,archive_url
0000095552,0001564590-21-011252,2021-03-05,2020-12-31,sup-10k_20201231.htm,10-K,0001564590-20-007814,2020-02-28,True,https://www.sec.gov/Archives/edgar/data/95552/000156459021011252/sup-10k_20201231.htm
0000095552,0001564590-22-008510,2022-03-03,2021-12-31,sup-10k_20211231.htm,10-K,0001564590-21-011252,2021-03-05,True,https://www.sec.gov/Archives/edgar/data/95552/000156459022008510/sup-10k_20211231.htm
0000095552,0000950170-23-005808,2023-03-02,2022-12-31,sup-20221231.htm,10-K,0001564590-22-008510,2022-03-03,True,https://www.sec.gov/Archives/edgar/data/95552/000095017023005808/sup-20221231.htm
0000095552,0000950170-24-027903,2024-03-07,2023-12-31,sup-20231231.htm,10-K,0000950170-23-005808,2023-03-02,True,https://www.sec.gov/Archives/edgar/data/95552/000095017024027903/sup-20231231.htm
0000095552,0000950170-25-034599,2025-03-06,2024-12-31,sup-20241231.htm,10-K,0000950170-24-027903,2024-03-07,True,https://www.sec.gov/Archives/edgar/data/95552/000095017025034599/sup-20241231.htm
0000097210,0001193125-18-066579,2018-03-01,2017-12-31,d504255d10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/97210/000119312518066579/d504255d10k.htm
0000097210,0001193125-19-059974,2019-03-01,2018-12-31,d652525d10k.htm,10-K,0001193125-18-066579,2018-03-01,True,https://www.sec.gov/Archives/edgar/data/97210/000119312519059974/d652525d10k.htm
0000097210,0001193125-20-058676,2020-03-02,2019-12-31,d860886d10k.htm,10-K,0001193125-19-059974,2019-03-01,True,https://www.sec.gov/Archives/edgar/data/97210/000119312520058676/d860886d10k.htm
0000097210,0001193125-21-050735,2021-02-22,2020-12-31,d69963d10k.htm,10-K,0001193125-20-058676,2020-03-02,True,https://www.sec.gov/Archives/edgar/data/97210/000119312521050735/d69963d10k.htm
0000097210,0001193125-22-049828,2022-02-23,2021-12-31,d213661d10k.htm,10-K,0001193125-21-050735,2021-02-22,True,https://www.sec.gov/Archives/edgar/data/97210/000119312522049828/d213661d10k.htm
0000097210,0001193125-23-044711,2023-02-22,2022-12-31,d414778d10k.htm,10-K,0001193125-22-049828,2022-02-23,True,https://www.sec.gov/Archives/edgar/data/97210/000119312523044711/d414778d10k.htm
0000097210,0000950170-24-018701,2024-02-22,2023-12-31,ter-20231231.htm,10-K,0001193125-23-044711,2023-02-22,True,https://www.sec.gov/Archives/edgar/data/97210/000095017024018701/ter-20231231.htm
0000097210,0000950170-25-023784,2025-02-20,2024-12-31,ter-20241231.htm,10-K,0000950170-24-018701,2024-02-22,True,https://www.sec.gov/Archives/edgar/data/97210/000095017025023784/ter-20241231.htm
0000097210,0001193125-26-059002,2026-02-19,2025-12-31,ter-20251231.htm,10-K,0000950170-25-023784,2025-02-20,True,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/ter-20251231.htm
0000097476,0001564590-18-002832,2018-02-22,2017-12-31,txn-10k_20171231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/97476/000156459018002832/txn-10k_20171231.htm
0000097476,0001564590-19-003839,2019-02-22,2018-12-31,txn-10k_20181231.htm,10-K,0001564590-18-002832,2018-02-22,True,https://www.sec.gov/Archives/edgar/data/97476/000156459019003839/txn-10k_20181231.htm
0000097476,0000097476-20-000009,2020-02-20,2019-12-31,txn-20191231.htm,10-K,0001564590-19-003839,2019-02-22,True,https://www.sec.gov/Archives/edgar/data/97476/000009747620000009/txn-20191231.htm
0000097476,0000097476-21-000006,2021-02-05,2020-12-31,txn-20201231.htm,10-K,0000097476-20-000009,2020-02-20,True,https://www.sec.gov/Archives/edgar/data/97476/000009747621000006/txn-20201231.htm
0000097476,0000097476-22-000009,2022-02-04,2021-12-31,txn-20211231.htm,10-K,0000097476-21-000006,2021-02-05,True,https://www.sec.gov/Archives/edgar/data/97476/000009747622000009/txn-20211231.htm
0000097476,0000097476-23-000007,2023-02-03,2022-12-31,txn-20221231.htm,10-K,0000097476-22-000009,2022-02-04,True,https://www.sec.gov/Archives/edgar/data/97476/000009747623000007/txn-20221231.htm
0000097476,0000097476-24-000007,2024-02-02,2023-12-31,txn-20231231.htm,10-K,0000097476-23-000007,2023-02-03,True,https://www.sec.gov/Archives/edgar/data/97476/000009747624000007/txn-20231231.htm
0000097476,0000097476-25-000007,2025-02-14,2024-12-31,txn-20241231.htm,10-K,0000097476-24-000007,2024-02-02,True,https://www.sec.gov/Archives/edgar/data/97476/000009747625000007/txn-20241231.htm
0000097476,0000097476-26-000059,2026-02-06,2025-12-31,txn-20251231.htm,10-K,0000097476-25-000007,2025-02-14,True,https://www.sec.gov/Archives/edgar/data/97476/000009747626000059/txn-20251231.htm
0000097745,0000097745-20-000009,2020-02-26,2019-12-31,tmo-20191231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/97745/000009774520000009/tmo-20191231.htm
0000097745,0000097745-21-000011,2021-02-25,2020-12-31,tmo-20201231.htm,10-K,0000097745-20-000009,2020-02-26,True,https://www.sec.gov/Archives/edgar/data/97745/000009774521000011/tmo-20201231.htm
0000097745,0000097745-22-000011,2022-02-24,2021-12-31,tmo-20211231.htm,10-K,0000097745-21-000011,2021-02-25,True,https://www.sec.gov/Archives/edgar/data/97745/000009774522000011/tmo-20211231.htm
0000097745,0000097745-23-000008,2023-02-23,2022-12-31,tmo-20221231.htm,10-K,0000097745-22-000011,2022-02-24,True,https://www.sec.gov/Archives/edgar/data/97745/000009774523000008/tmo-20221231.htm
0000097745,0000097745-24-000007,2024-02-22,2023-12-31,tmo-20231231.htm,10-K,0000097745-23-000008,2023-02-23,True,https://www.sec.gov/Archives/edgar/data/97745/000009774524000007/tmo-20231231.htm
0000097745,0000097745-25-000010,2025-02-20,2024-12-31,tmo-20241231.htm,10-K,0000097745-24-000007,2024-02-22,True,https://www.sec.gov/Archives/edgar/data/97745/000009774525000010/tmo-20241231.htm
0000097745,0000097745-26-000018,2026-02-26,2025-12-31,tmo-20251231.htm,10-K,0000097745-25-000010,2025-02-20,True,https://www.sec.gov/Archives/edgar/data/97745/000009774526000018/tmo-20251231.htm
0000098222,0001564590-19-005545,2019-02-28,2018-12-31,tdw-10k_20181231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/98222/000156459019005545/tdw-10k_20181231.htm
0000098222,0001564590-20-008191,2020-03-02,2019-12-31,tdw-10k_20191231.htm,10-K,0001564590-19-005545,2019-02-28,True,https://www.sec.gov/Archives/edgar/data/98222/000156459020008191/tdw-10k_20191231.htm
0000098222,0001437749-21-005037,2021-03-04,2020-12-31,tdw20201231_10k.htm,10-K,0001564590-20-008191,2020-03-02,True,https://www.sec.gov/Archives/edgar/data/98222/000143774921005037/tdw20201231_10k.htm
0000098222,0001437749-22-005725,2022-03-09,2021-12-31,tdw20211231_10k.htm,10-K,0001437749-21-005037,2021-03-04,True,https://www.sec.gov/Archives/edgar/data/98222/000143774922005725/tdw20211231_10k.htm
0000098222,0001437749-23-004829,2023-02-28,2022-12-31,tdw20221231b_10k.htm,10-K,0001437749-22-005725,2022-03-09,True,https://www.sec.gov/Archives/edgar/data/98222/000143774923004829/tdw20221231b_10k.htm
0000098222,0001437749-24-006108,2024-02-29,2023-12-31,tdw20231231_10k.htm,10-K,0001437749-23-004829,2023-02-28,True,https://www.sec.gov/Archives/edgar/data/98222/000143774924006108/tdw20231231_10k.htm
0000098222,0001437749-25-005487,2025-02-27,2024-12-31,tdw20241231_10k.htm,10-K,0001437749-24-006108,2024-02-29,True,https://www.sec.gov/Archives/edgar/data/98222/000143774925005487/tdw20241231_10k.htm
0000098222,0001437749-26-006391,2026-03-02,2025-12-31,tdw20251231_10k.htm,10-K,0001437749-25-005487,2025-02-27,True,https://www.sec.gov/Archives/edgar/data/98222/000143774926006391/tdw20251231_10k.htm
0000098677,0001558370-18-001364,2018-03-01,2017-12-31,tr-20171231x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/98677/000155837018001364/tr-20171231x10k.htm
0000098677,0001558370-19-001395,2019-03-01,2018-12-31,tr-20181231x10k.htm,10-K,0001558370-18-001364,2018-03-01,True,https://www.sec.gov/Archives/edgar/data/98677/000155837019001395/tr-20181231x10k.htm
0000098677,0001558370-20-001773,2020-02-28,2019-12-31,tr-20191231x10k96d800.htm,10-K,0001558370-19-001395,2019-03-01,True,https://www.sec.gov/Archives/edgar/data/98677/000155837020001773/tr-20191231x10k96d800.htm
0000098677,0001558370-21-002125,2021-03-01,2020-12-31,tr-20201231x10k.htm,10-K,0001558370-20-001773,2020-02-28,True,https://www.sec.gov/Archives/edgar/data/98677/000155837021002125/tr-20201231x10k.htm
0000098677,0001558370-22-002480,2022-03-01,2021-12-31,tr-20211231x10k.htm,10-K,0001558370-21-002125,2021-03-01,True,https://www.sec.gov/Archives/edgar/data/98677/000155837022002480/tr-20211231x10k.htm
0000098677,0001558370-23-002502,2023-03-01,2022-12-31,tr-20221231x10k.htm,10-K,0001558370-22-002480,2022-03-01,True,https://www.sec.gov/Archives/edgar/data/98677/000155837023002502/tr-20221231x10k.htm
0000098677,0001558370-24-002048,2024-02-29,2023-12-31,tr-20231231x10k.htm,10-K,0001558370-23-002502,2023-03-01,True,https://www.sec.gov/Archives/edgar/data/98677/000155837024002048/tr-20231231x10k.htm
0000098677,0001558370-25-001926,2025-02-28,2024-12-31,tr-20241231x10k.htm,10-K,0001558370-24-002048,2024-02-29,True,https://www.sec.gov/Archives/edgar/data/98677/000155837025001926/tr-20241231x10k.htm
0000098677,0001104659-26-021621,2026-02-27,2025-12-31,tr-20251231x10k.htm,10-K,0001558370-25-001926,2025-02-28,True,https://www.sec.gov/Archives/edgar/data/98677/000110465926021621/tr-20251231x10k.htm
0000099302,0001206774-18-001839,2018-06-08,2018-03-31,trns3429041-10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/99302/000120677418001839/trns3429041-10k.htm
0000099302,0001206774-19-001847,2019-06-07,2019-03-30,trns3599941-10k.htm,10-K,0001206774-18-001839,2018-06-08,True,https://www.sec.gov/Archives/edgar/data/99302/000120677419001847/trns3599941-10k.htm
0000099302,0001206774-20-001786,2020-06-08,2020-03-28,trns3767761-10k.htm,10-K,0001206774-19-001847,2019-06-07,True,https://www.sec.gov/Archives/edgar/data/99302/000120677420001786/trns3767761-10k.htm
0000099302,0001206774-21-001568,2021-06-08,2021-03-27,transcat3915801-10k.htm,10-K,0001206774-20-001786,2020-06-08,True,https://www.sec.gov/Archives/edgar/data/99302/000120677421001568/transcat3915801-10k.htm
0000099302,0001206774-22-001503,2022-06-09,2022-03-26,transcat4068761-10k.htm,10-K,0001206774-21-001568,2021-06-08,True,https://www.sec.gov/Archives/edgar/data/99302/000120677422001503/transcat4068761-10k.htm
0000099302,0001437749-23-016752,2023-06-06,2023-03-25,trns20230325_10k.htm,10-K,0001206774-22-001503,2022-06-09,True,https://www.sec.gov/Archives/edgar/data/99302/000143774923016752/trns20230325_10k.htm
0000099302,0001437749-24-018456,2024-05-28,2024-03-30,trns20240220_10k.htm,10-K,0001437749-23-016752,2023-06-06,True,https://www.sec.gov/Archives/edgar/data/99302/000143774924018456/trns20240220_10k.htm
0000099302,0001437749-25-018483,2025-05-27,2025-03-29,trns20250331_10k.htm,10-K,0001437749-24-018456,2024-05-28,True,https://www.sec.gov/Archives/edgar/data/99302/000143774925018483/trns20250331_10k.htm
0000101382,0001564590-22-006546,2022-02-24,2021-12-31,umbf-10k_20211231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/101382/000156459022006546/umbf-10k_20211231.htm
0000101382,0001564590-23-002256,2023-02-23,2022-12-31,umbf-10k_20221231.htm,10-K,0001564590-22-006546,2022-02-24,True,https://www.sec.gov/Archives/edgar/data/101382/000156459023002256/umbf-10k_20221231.htm
0000101382,0000950170-24-018456,2024-02-22,2023-12-31,umbf-20231231.htm,10-K,0001564590-23-002256,2023-02-23,True,https://www.sec.gov/Archives/edgar/data/101382/000095017024018456/umbf-20231231.htm
0000101382,0000950170-25-028420,2025-02-27,2024-12-31,umbf-20241231.htm,10-K,0000950170-24-018456,2024-02-22,True,https://www.sec.gov/Archives/edgar/data/101382/000095017025028420/umbf-20241231.htm
0000101382,0001193125-26-076496,2026-02-26,2025-12-31,umbf-20251231.htm,10-K,0000950170-25-028420,2025-02-27,True,https://www.sec.gov/Archives/edgar/data/101382/000119312526076496/umbf-20251231.htm
0000101778,0000101778-18-000026,2018-02-22,2017-12-31,mro-20171231x10kq42017.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/101778/000010177818000026/mro-20171231x10kq42017.htm
0000101778,0000101778-19-000022,2019-02-21,2018-12-31,mro-20181231x10kq42018.htm,10-K,0000101778-18-000026,2018-02-22,True,https://www.sec.gov/Archives/edgar/data/101778/000010177819000022/mro-20181231x10kq42018.htm
0000101778,0000101778-20-000023,2020-02-20,2019-12-31,mro-20191231x10k2019.htm,10-K,0000101778-19-000022,2019-02-21,True,https://www.sec.gov/Archives/edgar/data/101778/000010177820000023/mro-20191231x10k2019.htm
0000101778,0000101778-21-000018,2021-02-23,2020-12-31,mro-20201231.htm,10-K,0000101778-20-000023,2020-02-20,True,https://www.sec.gov/Archives/edgar/data/101778/000010177821000018/mro-20201231.htm
0000101778,0000101778-22-000016,2022-02-17,2021-12-31,mro-20211231.htm,10-K,0000101778-21-000018,2021-02-23,True,https://www.sec.gov/Archives/edgar/data/101778/000010177822000016/mro-20211231.htm
0000101778,0000101778-23-000030,2023-02-16,2022-12-31,mro-20221231.htm,10-K,0000101778-22-000016,2022-02-17,True,https://www.sec.gov/Archives/edgar/data/101778/000010177823000030/mro-20221231.htm
0000101778,0000101778-24-000023,2024-02-22,2023-12-31,mro-20231231.htm,10-K,0000101778-23-000030,2023-02-16,True,https://www.sec.gov/Archives/edgar/data/101778/000010177824000023/mro-20231231.htm
0000101984,0000101984-18-000008,2018-03-13,2017-12-31,a10k20171231-10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/101984/000010198418000008/a10k20171231-10k.htm
0000101984,0000101984-19-000012,2019-03-15,2018-12-31,a10k20181231-10k.htm,10-K,0000101984-18-000008,2018-03-13,True,https://www.sec.gov/Archives/edgar/data/101984/000010198419000012/a10k20181231-10k.htm
0000101984,0000101984-20-000009,2020-03-16,2019-12-31,a10k20191231-10k.htm,10-K,0000101984-19-000012,2019-03-15,True,https://www.sec.gov/Archives/edgar/data/101984/000010198420000009/a10k20191231-10k.htm
0000101984,0000101984-21-000009,2021-03-05,2020-12-31,ueic-20201231.htm,10-K,0000101984-20-000009,2020-03-16,True,https://www.sec.gov/Archives/edgar/data/101984/000010198421000009/ueic-20201231.htm
0000101984,0000101984-22-000011,2022-03-04,2021-12-31,ueic-20211231.htm,10-K,0000101984-21-000009,2021-03-05,True,https://www.sec.gov/Archives/edgar/data/101984/000010198422000011/ueic-20211231.htm
0000101984,0000101984-23-000012,2023-03-08,2022-12-31,ueic-20221231.htm,10-K,0000101984-22-000011,2022-03-04,True,https://www.sec.gov/Archives/edgar/data/101984/000010198423000012/ueic-20221231.htm
0000101984,0000101984-24-000048,2024-03-14,2023-12-31,ueic-20231231.htm,10-K,0000101984-23-000012,2023-03-08,True,https://www.sec.gov/Archives/edgar/data/101984/000010198424000048/ueic-20231231.htm
0000101984,0000101984-25-000038,2025-03-11,2024-12-31,ueic-20241231.htm,10-K,0000101984-24-000048,2024-03-14,True,https://www.sec.gov/Archives/edgar/data/101984/000010198425000038/ueic-20241231.htm
0000101984,0000101984-26-000039,2026-03-12,2025-12-31,ueic-20251231.htm,10-K,0000101984-25-000038,2025-03-11,True,https://www.sec.gov/Archives/edgar/data/101984/000010198426000039/ueic-20251231.htm
0000102752,0000102752-18-000010,2018-03-07,2017-12-31,vsec-2017x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/102752/000010275218000010/vsec-2017x10k.htm
0000102752,0000102752-19-000013,2019-03-07,2018-12-31,vsec-2018x10k.htm,10-K,0000102752-18-000010,2018-03-07,True,https://www.sec.gov/Archives/edgar/data/102752/000010275219000013/vsec-2018x10k.htm
0000102752,0000102752-20-000016,2020-03-09,2019-12-31,vsec-2019x10k.htm,10-K,0000102752-19-000013,2019-03-07,True,https://www.sec.gov/Archives/edgar/data/102752/000010275220000016/vsec-2019x10k.htm
0000102752,0000102752-21-000039,2021-03-05,2020-12-31,vsec-20201231.htm,10-K,0000102752-20-000016,2020-03-09,True,https://www.sec.gov/Archives/edgar/data/102752/000010275221000039/vsec-20201231.htm
0000102752,0000102752-22-000013,2022-03-11,2021-12-31,vsec-20211231.htm,10-K,0000102752-21-000039,2021-03-05,True,https://www.sec.gov/Archives/edgar/data/102752/000010275222000013/vsec-20211231.htm
0000102752,0000102752-23-000012,2023-03-10,2022-12-31,vsec-20221231.htm,10-K,0000102752-22-000013,2022-03-11,True,https://www.sec.gov/Archives/edgar/data/102752/000010275223000012/vsec-20221231.htm
0000102752,0000102752-24-000017,2024-03-08,2023-12-31,vsec-20231231.htm,10-K,0000102752-23-000012,2023-03-10,True,https://www.sec.gov/Archives/edgar/data/102752/000010275224000017/vsec-20231231.htm
0000102752,0000102752-25-000014,2025-03-03,2024-12-31,vsec-20241231.htm,10-K,0000102752-24-000017,2024-03-08,True,https://www.sec.gov/Archives/edgar/data/102752/000010275225000014/vsec-20241231.htm
0000102752,0000102752-26-000015,2026-02-27,2025-12-31,vsec-20251231.htm,10-K,0000102752-25-000014,2025-03-03,True,https://www.sec.gov/Archives/edgar/data/102752/000010275226000015/vsec-20251231.htm
0000103730,0000103730-18-000008,2018-02-16,2017-12-31,vishayintertech_10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/103730/000010373018000008/vishayintertech_10k.htm
0000103730,0000103730-19-000008,2019-02-15,2018-12-31,vishayintertech_10k.htm,10-K,0000103730-18-000008,2018-02-16,True,https://www.sec.gov/Archives/edgar/data/103730/000010373019000008/vishayintertech_10k.htm
0000103730,0000103730-20-000013,2020-02-14,2019-12-31,vishayintertech_10k.htm,10-K,0000103730-19-000008,2019-02-15,True,https://www.sec.gov/Archives/edgar/data/103730/000010373020000013/vishayintertech_10k.htm
0000103730,0000103730-21-000014,2021-02-24,2020-12-31,vishayintertech_10k.htm,10-K,0000103730-20-000013,2020-02-14,True,https://www.sec.gov/Archives/edgar/data/103730/000010373021000014/vishayintertech_10k.htm
0000103730,0000103730-22-000010,2022-02-23,2021-12-31,vishayintertech_10k.htm,10-K,0000103730-21-000014,2021-02-24,True,https://www.sec.gov/Archives/edgar/data/103730/000010373022000010/vishayintertech_10k.htm
0000103730,0000103730-23-000013,2023-02-22,2022-12-31,form10k.htm,10-K,0000103730-22-000010,2022-02-23,True,https://www.sec.gov/Archives/edgar/data/103730/000010373023000013/form10k.htm
0000103730,0000103730-24-000034,2024-02-16,2023-12-31,form10k.htm,10-K,0000103730-23-000013,2023-02-22,True,https://www.sec.gov/Archives/edgar/data/103730/000010373024000034/form10k.htm
0000103730,0000103730-25-000017,2025-02-14,2024-12-31,form10k.htm,10-K,0000103730-24-000034,2024-02-16,True,https://www.sec.gov/Archives/edgar/data/103730/000010373025000017/form10k.htm
0000103730,0000103730-26-000019,2026-02-13,2025-12-31,form10k.htm,10-K,0000103730-25-000017,2025-02-14,True,https://www.sec.gov/Archives/edgar/data/103730/000010373026000019/form10k.htm
0000105016,0001193125-18-067229,2018-03-01,2017-12-31,d465631d10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/105016/000119312518067229/d465631d10k.htm
0000105016,0001193125-19-057858,2019-02-28,2018-12-31,d669461d10k.htm,10-K,0001193125-18-067229,2018-03-01,True,https://www.sec.gov/Archives/edgar/data/105016/000119312519057858/d669461d10k.htm
0000105016,0001193125-20-056004,2020-02-28,2019-12-31,d838752d10k.htm,10-K,0001193125-19-057858,2019-02-28,True,https://www.sec.gov/Archives/edgar/data/105016/000119312520056004/d838752d10k.htm
0000105016,0001193125-21-060167,2021-02-26,2020-12-31,d23330d10k.htm,10-K,0001193125-20-056004,2020-02-28,True,https://www.sec.gov/Archives/edgar/data/105016/000119312521060167/d23330d10k.htm
0000105016,0001193125-22-054394,2022-02-25,2021-12-31,d278286d10k.htm,10-K,0001193125-21-060167,2021-02-26,True,https://www.sec.gov/Archives/edgar/data/105016/000119312522054394/d278286d10k.htm
0000105016,0001193125-23-048758,2023-02-24,2022-12-31,d713254d10k.htm,10-K,0001193125-22-054394,2022-02-25,True,https://www.sec.gov/Archives/edgar/data/105016/000119312523048758/d713254d10k.htm
0000105016,0001193125-24-044609,2024-02-23,2023-12-31,d104765d10k.htm,10-K,0001193125-23-048758,2023-02-24,True,https://www.sec.gov/Archives/edgar/data/105016/000119312524044609/d104765d10k.htm
0000105016,0001193125-25-041730,2025-02-28,2024-12-31,d898605d10k.htm,10-K,0001193125-24-044609,2024-02-23,True,https://www.sec.gov/Archives/edgar/data/105016/000119312525041730/d898605d10k.htm
0000105016,0001193125-26-082486,2026-02-27,2025-12-31,wso-20251231.htm,10-K,0001193125-25-041730,2025-02-28,True,https://www.sec.gov/Archives/edgar/data/105016/000119312526082486/wso-20251231.htm
0000106040,0000106040-19-000058,2019-08-27,2019-06-28,wdc-2019q410xkdoc.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/106040/000010604019000058/wdc-2019q410xkdoc.htm
0000106040,0000106040-20-000049,2020-08-28,2020-07-03,wdc-20200703.htm,10-K,0000106040-19-000058,2019-08-27,True,https://www.sec.gov/Archives/edgar/data/106040/000010604020000049/wdc-20200703.htm
0000106040,0000106040-21-000040,2021-08-27,2021-07-02,wdc-20210702.htm,10-K,0000106040-20-000049,2020-08-28,True,https://www.sec.gov/Archives/edgar/data/106040/000010604021000040/wdc-20210702.htm
0000106040,0000106040-22-000055,2022-08-25,2022-07-01,wdc-20220701.htm,10-K,0000106040-21-000040,2021-08-27,True,https://www.sec.gov/Archives/edgar/data/106040/000010604022000055/wdc-20220701.htm
0000106040,0000106040-23-000024,2023-08-22,2023-06-30,wdc-20230630.htm,10-K,0000106040-22-000055,2022-08-25,True,https://www.sec.gov/Archives/edgar/data/106040/000010604023000024/wdc-20230630.htm
0000106040,0000106040-24-000031,2024-08-20,2024-06-28,wdc-20240628.htm,10-K,0000106040-23-000024,2023-08-22,True,https://www.sec.gov/Archives/edgar/data/106040/000010604024000031/wdc-20240628.htm
0000106040,0000106040-25-000038,2025-08-14,2025-06-27,wdc-20250627.htm,10-K,0000106040-24-000031,2024-08-20,True,https://www.sec.gov/Archives/edgar/data/106040/000010604025000038/wdc-20250627.htm
0000106640,0000106640-18-000019,2018-02-13,2017-12-31,whr-1231201710xk.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/106640/000010664018000019/whr-1231201710xk.htm
0000106640,0000106640-19-000016,2019-02-12,2018-12-31,whr-1231201810xk.htm,10-K,0000106640-18-000019,2018-02-13,True,https://www.sec.gov/Archives/edgar/data/106640/000010664019000016/whr-1231201810xk.htm
0000106640,0000106640-20-000017,2020-02-11,2019-12-31,whr-1231201910xk.htm,10-K,0000106640-19-000016,2019-02-12,True,https://www.sec.gov/Archives/edgar/data/106640/000010664020000017/whr-1231201910xk.htm
0000106640,0000106640-21-000022,2021-02-11,2020-12-31,whr-20201231.htm,10-K,0000106640-20-000017,2020-02-11,True,https://www.sec.gov/Archives/edgar/data/106640/000010664021000022/whr-20201231.htm
0000106640,0000106640-22-000015,2022-02-10,2021-12-31,whr-20211231.htm,10-K,0000106640-21-000022,2021-02-11,True,https://www.sec.gov/Archives/edgar/data/106640/000010664022000015/whr-20211231.htm
0000106640,0000106640-23-000015,2023-02-10,2022-12-31,whr-20221231.htm,10-K,0000106640-22-000015,2022-02-10,True,https://www.sec.gov/Archives/edgar/data/106640/000010664023000015/whr-20221231.htm
0000106640,0000106640-24-000020,2024-02-14,2023-12-31,whr-20231231.htm,10-K,0000106640-23-000015,2023-02-10,True,https://www.sec.gov/Archives/edgar/data/106640/000010664024000020/whr-20231231.htm
0000106640,0000106640-25-000011,2025-02-13,2024-12-31,whr-20241231.htm,10-K,0000106640-24-000020,2024-02-14,True,https://www.sec.gov/Archives/edgar/data/106640/000010664025000011/whr-20241231.htm
0000106640,0000106640-26-000009,2026-02-11,2025-12-31,whr-20251231.htm,10-K,0000106640-25-000011,2025-02-13,True,https://www.sec.gov/Archives/edgar/data/106640/000010664026000009/whr-20251231.htm
0000107140,0000107140-18-000021,2018-06-29,2018-04-30,form10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/107140/000010714018000021/form10k.htm
0000107140,0000107140-19-000026,2019-07-01,2019-04-30,form10k.htm,10-K,0000107140-18-000021,2018-06-29,True,https://www.sec.gov/Archives/edgar/data/107140/000010714019000026/form10k.htm
0000107140,0000107140-20-000034,2020-06-26,2020-04-30,form10k.htm,10-K,0000107140-19-000026,2019-07-01,True,https://www.sec.gov/Archives/edgar/data/107140/000010714020000034/form10k.htm
0000107140,0001140361-21-023449,2021-07-06,2021-04-30,form10k.htm,10-K,0000107140-20-000034,2020-06-26,True,https://www.sec.gov/Archives/edgar/data/107140/000114036121023449/form10k.htm
0000107140,0000107140-22-000022,2022-06-24,2022-04-30,form10k.htm,10-K,0001140361-21-023449,2021-07-06,True,https://www.sec.gov/Archives/edgar/data/107140/000010714022000022/form10k.htm
0000107140,0000107140-23-000092,2023-06-26,2023-04-30,jwa-20230430.htm,10-K,0000107140-22-000022,2022-06-24,True,https://www.sec.gov/Archives/edgar/data/107140/000010714023000092/jwa-20230430.htm
0000107140,0000107140-24-000114,2024-06-26,2024-04-30,jwa-20240430.htm,10-K,0000107140-23-000092,2023-06-26,True,https://www.sec.gov/Archives/edgar/data/107140/000010714024000114/jwa-20240430.htm
0000107140,0000107140-25-000081,2025-06-25,2025-04-30,jwa-20250430.htm,10-K,0000107140-24-000114,2024-06-26,True,https://www.sec.gov/Archives/edgar/data/107140/000010714025000081/jwa-20250430.htm
0000109380,0000109380-21-000082,2021-02-25,2020-12-31,zions-20201231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/109380/000010938021000082/zions-20201231.htm
0000109380,0000109380-22-000072,2022-02-25,2021-12-31,zions-20211231.htm,10-K,0000109380-21-000082,2021-02-25,True,https://www.sec.gov/Archives/edgar/data/109380/000010938022000072/zions-20211231.htm
0000109380,0000109380-23-000074,2023-02-23,2022-12-31,zions-20221231.htm,10-K,0000109380-22-000072,2022-02-25,True,https://www.sec.gov/Archives/edgar/data/109380/000010938023000074/zions-20221231.htm
0000109380,0000109380-24-000061,2024-02-23,2023-12-31,zions-20231231.htm,10-K,0000109380-23-000074,2023-02-23,True,https://www.sec.gov/Archives/edgar/data/109380/000010938024000061/zions-20231231.htm
0000109380,0000109380-25-000040,2025-02-25,2024-12-31,zions-20241231.htm,10-K,0000109380-24-000061,2024-02-23,True,https://www.sec.gov/Archives/edgar/data/109380/000010938025000040/zions-20241231.htm
0000109380,0000109380-26-000046,2026-02-24,2025-12-31,zions-20251231.htm,10-K,0000109380-25-000040,2025-02-25,True,https://www.sec.gov/Archives/edgar/data/109380/000010938026000046/zions-20251231.htm
0000202058,0000202058-18-000063,2018-08-27,2018-06-29,hrs629201810-k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/202058/000020205818000063/hrs629201810-k.htm
0000202058,0000202058-19-000090,2019-08-22,2019-06-28,hrs628201910-k.htm,10-K,0000202058-18-000063,2018-08-27,True,https://www.sec.gov/Archives/edgar/data/202058/000020205819000090/hrs628201910-k.htm
