cik10,accession,filing_date,report_date,primary_document,form,prior_accession,prior_filing_date,has_year_over_year_pair,archive_url
0000011544,0000011544-25-000005,2025-02-24,2024-12-31,wrb-20241231.htm,10-K,0000011544-24-000005,2024-02-23,True,https://www.sec.gov/Archives/edgar/data/11544/000001154425000005/wrb-20241231.htm
0000011544,0000011544-26-000005,2026-02-27,2025-12-31,wrb-20251231.htm,10-K,0000011544-25-000005,2025-02-24,True,https://www.sec.gov/Archives/edgar/data/11544/000001154426000005/wrb-20251231.htm
0000012208,0000012208-18-000014,2018-04-16,2017-12-31,a10k123117.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/12208/000001220818000014/a10k123117.htm
0000012208,0000012208-19-000014,2019-04-01,2018-12-31,a10k123118.htm,10-K,0000012208-18-000014,2018-04-16,True,https://www.sec.gov/Archives/edgar/data/12208/000001220819000014/a10k123118.htm
0000012208,0000012208-20-000012,2020-03-02,2019-12-31,a10k123119.htm,10-K,0000012208-19-000014,2019-04-01,True,https://www.sec.gov/Archives/edgar/data/12208/000001220820000012/a10k123119.htm
0000012208,0000012208-21-000012,2021-02-16,2020-12-31,bio-20201231.htm,10-K,0000012208-20-000012,2020-03-02,True,https://www.sec.gov/Archives/edgar/data/12208/000001220821000012/bio-20201231.htm
0000012208,0000012208-22-000011,2022-02-11,2021-12-31,bio-20211231.htm,10-K,0000012208-21-000012,2021-02-16,True,https://www.sec.gov/Archives/edgar/data/12208/000001220822000011/bio-20211231.htm
0000012208,0000012208-23-000031,2023-02-17,2022-12-31,bio-20221231.htm,10-K,0000012208-22-000011,2022-02-11,True,https://www.sec.gov/Archives/edgar/data/12208/000001220823000031/bio-20221231.htm
0000012208,0000012208-24-000013,2024-02-16,2023-12-31,bio-20231231.htm,10-K,0000012208-23-000031,2023-02-17,True,https://www.sec.gov/Archives/edgar/data/12208/000001220824000013/bio-20231231.htm
0000012208,0000012208-25-000007,2025-02-14,2024-12-31,bio-20241231.htm,10-K,0000012208-24-000013,2024-02-16,True,https://www.sec.gov/Archives/edgar/data/12208/000001220825000007/bio-20241231.htm
0000012208,0000012208-26-000010,2026-02-13,2025-12-31,bio-20251231.htm,10-K,0000012208-25-000007,2025-02-14,True,https://www.sec.gov/Archives/edgar/data/12208/000001220826000010/bio-20251231.htm
0000012927,0000012927-20-000014,2020-01-31,2019-12-31,a201912dec3110k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/12927/000001292720000014/a201912dec3110k.htm
0000012927,0000012927-21-000011,2021-02-01,2020-12-31,ba-20201231.htm,10-K,0000012927-20-000014,2020-01-31,True,https://www.sec.gov/Archives/edgar/data/12927/000001292721000011/ba-20201231.htm
0000012927,0000012927-22-000010,2022-01-31,2021-12-31,ba-20211231.htm,10-K,0000012927-21-000011,2021-02-01,True,https://www.sec.gov/Archives/edgar/data/12927/000001292722000010/ba-20211231.htm
0000012927,0000012927-23-000007,2023-01-27,2022-12-31,ba-20221231.htm,10-K,0000012927-22-000010,2022-01-31,True,https://www.sec.gov/Archives/edgar/data/12927/000001292723000007/ba-20221231.htm
0000012927,0000012927-24-000010,2024-01-31,2023-12-31,ba-20231231.htm,10-K,0000012927-23-000007,2023-01-27,True,https://www.sec.gov/Archives/edgar/data/12927/000001292724000010/ba-20231231.htm
0000012927,0000012927-25-000015,2025-02-03,2024-12-31,ba-20241231.htm,10-K,0000012927-24-000010,2024-01-31,True,https://www.sec.gov/Archives/edgar/data/12927/000001292725000015/ba-20241231.htm
0000012927,0001628280-26-004357,2026-01-30,2025-12-31,ba-20251231.htm,10-K,0000012927-25-000015,2025-02-03,True,https://www.sec.gov/Archives/edgar/data/12927/000162828026004357/ba-20251231.htm
0000014272,0000014272-20-000082,2020-02-24,2019-12-31,bmy-20191231x10xk.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/14272/000001427220000082/bmy-20191231x10xk.htm
0000014272,0000014272-21-000066,2021-02-10,2020-12-31,bmy-20201231.htm,10-K,0000014272-20-000082,2020-02-24,True,https://www.sec.gov/Archives/edgar/data/14272/000001427221000066/bmy-20201231.htm
0000014272,0000014272-22-000051,2022-02-09,2021-12-31,bmy-20211231.htm,10-K,0000014272-21-000066,2021-02-10,True,https://www.sec.gov/Archives/edgar/data/14272/000001427222000051/bmy-20211231.htm
0000014272,0000014272-23-000046,2023-02-14,2022-12-31,bmy-20221231.htm,10-K,0000014272-22-000051,2022-02-09,True,https://www.sec.gov/Archives/edgar/data/14272/000001427223000046/bmy-20221231.htm
0000014272,0000014272-24-000044,2024-02-13,2023-12-31,bmy-20231231.htm,10-K,0000014272-23-000046,2023-02-14,True,https://www.sec.gov/Archives/edgar/data/14272/000001427224000044/bmy-20231231.htm
0000014272,0000014272-25-000039,2025-02-12,2024-12-31,bmy-20241231.htm,10-K,0000014272-24-000044,2024-02-13,True,https://www.sec.gov/Archives/edgar/data/14272/000001427225000039/bmy-20241231.htm
0000014272,0000014272-26-000004,2026-02-11,2025-12-31,bmy-20251231.htm,10-K,0000014272-25-000039,2025-02-12,True,https://www.sec.gov/Archives/edgar/data/14272/000001427226000004/bmy-20251231.htm
0000014693,0000014693-18-000084,2018-06-13,2018-04-30,bfb-2018430x10kapril.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/14693/000001469318000084/bfb-2018430x10kapril.htm
0000014693,0000014693-19-000099,2019-06-13,2019-04-30,bfb-2019430x10kapril.htm,10-K,0000014693-18-000084,2018-06-13,True,https://www.sec.gov/Archives/edgar/data/14693/000001469319000099/bfb-2019430x10kapril.htm
0000014693,0000014693-20-000066,2020-06-19,2020-04-30,bfb-2020430x10kapril.htm,10-K,0000014693-19-000099,2019-06-13,True,https://www.sec.gov/Archives/edgar/data/14693/000001469320000066/bfb-2020430x10kapril.htm
0000014693,0000014693-21-000091,2021-06-21,2021-04-30,bfb-20210430.htm,10-K,0000014693-20-000066,2020-06-19,True,https://www.sec.gov/Archives/edgar/data/14693/000001469321000091/bfb-20210430.htm
0000014693,0000014693-22-000069,2022-06-17,2022-04-30,bfb-20220430.htm,10-K,0000014693-21-000091,2021-06-21,True,https://www.sec.gov/Archives/edgar/data/14693/000001469322000069/bfb-20220430.htm
0000014693,0000014693-23-000074,2023-06-16,2023-04-30,bfb-20230430.htm,10-K,0000014693-22-000069,2022-06-17,True,https://www.sec.gov/Archives/edgar/data/14693/000001469323000074/bfb-20230430.htm
0000014693,0000014693-24-000086,2024-06-14,2024-04-30,bfb-20240430.htm,10-K,0000014693-23-000074,2023-06-16,True,https://www.sec.gov/Archives/edgar/data/14693/000001469324000086/bfb-20240430.htm
0000014693,0000014693-25-000062,2025-06-13,2025-04-30,bfb-20250430.htm,10-K,0000014693-24-000086,2024-06-14,True,https://www.sec.gov/Archives/edgar/data/14693/000001469325000062/bfb-20250430.htm
0000014930,0000014930-18-000056,2018-02-20,2017-12-31,bc2017123110k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/14930/000001493018000056/bc2017123110k.htm
0000014930,0000014930-19-000054,2019-02-19,2018-12-31,bc2018123110knew.htm,10-K,0000014930-18-000056,2018-02-20,True,https://www.sec.gov/Archives/edgar/data/14930/000001493019000054/bc2018123110knew.htm
0000014930,0000014930-20-000027,2020-02-18,2019-12-31,bc2019123110k.htm,10-K,0000014930-19-000054,2019-02-19,True,https://www.sec.gov/Archives/edgar/data/14930/000001493020000027/bc2019123110k.htm
0000014930,0000014930-21-000029,2021-02-16,2020-12-31,bcorp-20201231.htm,10-K,0000014930-20-000027,2020-02-18,True,https://www.sec.gov/Archives/edgar/data/14930/000001493021000029/bcorp-20201231.htm
0000014930,0000014930-22-000041,2022-02-16,2021-12-31,bcorp-20211231.htm,10-K,0000014930-21-000029,2021-02-16,True,https://www.sec.gov/Archives/edgar/data/14930/000001493022000041/bcorp-20211231.htm
0000014930,0000014930-23-000054,2023-02-16,2022-12-31,bcorp-20221231.htm,10-K,0000014930-22-000041,2022-02-16,True,https://www.sec.gov/Archives/edgar/data/14930/000001493023000054/bcorp-20221231.htm
0000014930,0000014930-24-000054,2024-02-16,2023-12-31,bcorp-20231231.htm,10-K,0000014930-23-000054,2023-02-16,True,https://www.sec.gov/Archives/edgar/data/14930/000001493024000054/bcorp-20231231.htm
0000014930,0000014930-25-000025,2025-02-14,2024-12-31,bcorp-20241231.htm,10-K,0000014930-24-000054,2024-02-16,True,https://www.sec.gov/Archives/edgar/data/14930/000001493025000025/bcorp-20241231.htm
0000014930,0000014930-26-000027,2026-02-13,2025-12-31,bcorp-20251231.htm,10-K,0000014930-25-000025,2025-02-14,True,https://www.sec.gov/Archives/edgar/data/14930/000001493026000027/bcorp-20251231.htm
0000016058,0001564590-18-022021,2018-08-20,2018-06-30,caci-10k_20180630.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/16058/000156459018022021/caci-10k_20180630.htm
0000016058,0001564590-19-032721,2019-08-21,2019-06-30,caci-10k_20190630.htm,10-K,0001564590-18-022021,2018-08-20,True,https://www.sec.gov/Archives/edgar/data/16058/000156459019032721/caci-10k_20190630.htm
0000016058,0001564590-20-040205,2020-08-14,2020-06-30,caci-10k_20200630.htm,10-K,0001564590-19-032721,2019-08-21,True,https://www.sec.gov/Archives/edgar/data/16058/000156459020040205/caci-10k_20200630.htm
0000016058,0001564590-21-044839,2021-08-17,2021-06-30,caci-10k_20210630.htm,10-K,0001564590-20-040205,2020-08-14,True,https://www.sec.gov/Archives/edgar/data/16058/000156459021044839/caci-10k_20210630.htm
0000016058,0001564590-22-029077,2022-08-11,2022-06-30,caci-10k_20220630.htm,10-K,0001564590-21-044839,2021-08-17,True,https://www.sec.gov/Archives/edgar/data/16058/000156459022029077/caci-10k_20220630.htm
0000016058,0000016058-23-000086,2023-08-10,2023-06-30,caci-20230630.htm,10-K,0001564590-22-029077,2022-08-11,True,https://www.sec.gov/Archives/edgar/data/16058/000001605823000086/caci-20230630.htm
0000016058,0000016058-24-000132,2024-08-08,2024-06-30,caci-20240630.htm,10-K,0000016058-23-000086,2023-08-10,True,https://www.sec.gov/Archives/edgar/data/16058/000001605824000132/caci-20240630.htm
0000016058,0001628280-25-038739,2025-08-07,2025-06-30,caci-20250630.htm,10-K,0000016058-24-000132,2024-08-08,True,https://www.sec.gov/Archives/edgar/data/16058/000162828025038739/caci-20250630.htm
0000018349,0000018349-19-000021,2019-02-28,2018-12-31,snv-12312018x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/18349/000001834919000021/snv-12312018x10k.htm
0000018349,0000018349-20-000011,2020-03-02,2019-12-31,snv-12312019x10k.htm,10-K,0000018349-19-000021,2019-02-28,True,https://www.sec.gov/Archives/edgar/data/18349/000001834920000011/snv-12312019x10k.htm
0000018349,0000018349-21-000014,2021-03-01,2020-12-31,syn-20201231.htm,10-K,0000018349-20-000011,2020-03-02,True,https://www.sec.gov/Archives/edgar/data/18349/000001834921000014/syn-20201231.htm
0000018349,0000018349-22-000076,2022-02-25,2021-12-31,syn-20211231.htm,10-K,0000018349-21-000014,2021-03-01,True,https://www.sec.gov/Archives/edgar/data/18349/000001834922000076/syn-20211231.htm
0000018349,0000018349-23-000061,2023-02-24,2022-12-31,syn-20221231.htm,10-K,0000018349-22-000076,2022-02-25,True,https://www.sec.gov/Archives/edgar/data/18349/000001834923000061/syn-20221231.htm
0000018349,0000018349-24-000053,2024-02-23,2023-12-31,syn-20231231.htm,10-K,0000018349-23-000061,2023-02-24,True,https://www.sec.gov/Archives/edgar/data/18349/000001834924000053/syn-20231231.htm
0000018349,0000018349-25-000049,2025-02-21,2024-12-31,syn-20241231.htm,10-K,0000018349-24-000053,2024-02-23,True,https://www.sec.gov/Archives/edgar/data/18349/000001834925000049/syn-20241231.htm
0000019617,0001628280-26-008131,2026-02-13,2025-12-31,jpm-20251231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm
0000020520,0000020520-18-000007,2018-03-01,2017-12-31,ftr-20171231x10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/20520/000002052018000007/ftr-20171231x10k.htm
0000020520,0000020520-19-000005,2019-03-01,2018-12-31,ftr-20181231x10k.htm,10-K,0000020520-18-000007,2018-03-01,True,https://www.sec.gov/Archives/edgar/data/20520/000002052019000005/ftr-20181231x10k.htm
0000020520,0001140361-20-007583,2020-03-31,2019-12-31,form10k.htm,10-K,0000020520-19-000005,2019-03-01,True,https://www.sec.gov/Archives/edgar/data/20520/000114036120007583/form10k.htm
0000020520,0001562762-21-000097,2021-03-03,2020-12-31,c520-20201231x10k.htm,10-K,0001140361-20-007583,2020-03-31,True,https://www.sec.gov/Archives/edgar/data/20520/000156276221000097/c520-20201231x10k.htm
0000020520,0000020520-22-000004,2022-02-25,2021-12-31,fybr-20211231x10k.htm,10-K,0001562762-21-000097,2021-03-03,True,https://www.sec.gov/Archives/edgar/data/20520/000002052022000004/fybr-20211231x10k.htm
0000020520,0001562762-23-000055,2023-02-24,2022-12-31,fybr-20221231x10k.htm,10-K,0000020520-22-000004,2022-02-25,True,https://www.sec.gov/Archives/edgar/data/20520/000156276223000055/fybr-20221231x10k.htm
0000020520,0001562762-24-000034,2024-02-23,2023-12-31,fybr-20231231x10k.htm,10-K,0001562762-23-000055,2023-02-24,True,https://www.sec.gov/Archives/edgar/data/20520/000156276224000034/fybr-20231231x10k.htm
0000020520,0001562762-25-000028,2025-02-20,2024-12-31,fybr-20241231x10k.htm,10-K,0001562762-24-000034,2024-02-23,True,https://www.sec.gov/Archives/edgar/data/20520/000156276225000028/fybr-20241231x10k.htm
0000021535,0001437749-18-003809,2018-03-02,2017-12-30,cohu20171230_10k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/21535/000143774918003809/cohu20171230_10k.htm
0000021535,0001437749-19-004933,2019-03-14,2018-12-29,cohu20181229_10k.htm,10-K,0001437749-18-003809,2018-03-02,True,https://www.sec.gov/Archives/edgar/data/21535/000143774919004933/cohu20181229_10k.htm
0000021535,0001437749-20-004691,2020-03-10,2019-12-28,cohu20191228_10k.htm,10-K,0001437749-19-004933,2019-03-14,True,https://www.sec.gov/Archives/edgar/data/21535/000143774920004691/cohu20191228_10k.htm
0000021535,0001437749-21-004277,2021-02-26,2020-12-26,cohu20201226_10k.htm,10-K,0001437749-20-004691,2020-03-10,True,https://www.sec.gov/Archives/edgar/data/21535/000143774921004277/cohu20201226_10k.htm
0000021535,0001437749-22-003768,2022-02-18,2021-12-25,cohu20220211_10k.htm,10-K,0001437749-21-004277,2021-02-26,True,https://www.sec.gov/Archives/edgar/data/21535/000143774922003768/cohu20220211_10k.htm
0000021535,0001437749-23-003782,2023-02-17,2022-12-31,cohu20221224_10k.htm,10-K,0001437749-22-003768,2022-02-18,True,https://www.sec.gov/Archives/edgar/data/21535/000143774923003782/cohu20221224_10k.htm
0000021535,0001437749-24-004596,2024-02-16,2023-12-30,cohu20231230_10k.htm,10-K,0001437749-23-003782,2023-02-17,True,https://www.sec.gov/Archives/edgar/data/21535/000143774924004596/cohu20231230_10k.htm
0000021535,0001437749-25-004612,2025-02-20,2024-12-28,cohu20241228_10k.htm,10-K,0001437749-24-004596,2024-02-16,True,https://www.sec.gov/Archives/edgar/data/21535/000143774925004612/cohu20241228_10k.htm
0000021535,0001437749-26-004339,2026-02-17,2025-12-27,cohu20251227_10k.htm,10-K,0001437749-25-004612,2025-02-20,True,https://www.sec.gov/Archives/edgar/data/21535/000143774926004339/cohu20251227_10k.htm
0000023111,0001564590-18-005661,2018-03-14,2017-12-31,ctg-10k_20171231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/23111/000156459018005661/ctg-10k_20171231.htm
0000023111,0001564590-19-008025,2019-03-15,2018-12-31,ctg-10k_20181231.htm,10-K,0001564590-18-005661,2018-03-14,True,https://www.sec.gov/Archives/edgar/data/23111/000156459019008025/ctg-10k_20181231.htm
0000023111,0001564590-20-010768,2020-03-13,2019-12-31,ctg-10k_20191231.htm,10-K,0001564590-19-008025,2019-03-15,True,https://www.sec.gov/Archives/edgar/data/23111/000156459020010768/ctg-10k_20191231.htm
0000023111,0001564590-21-012830,2021-03-12,2020-12-31,ctg-10k_20201231.htm,10-K,0001564590-20-010768,2020-03-13,True,https://www.sec.gov/Archives/edgar/data/23111/000156459021012830/ctg-10k_20201231.htm
0000023111,0001564590-22-010168,2022-03-15,2021-12-31,ctg-10k_20211231.htm,10-K,0001564590-21-012830,2021-03-12,True,https://www.sec.gov/Archives/edgar/data/23111/000156459022010168/ctg-10k_20211231.htm
0000023111,0000950170-23-008194,2023-03-15,2022-12-31,ctg-20221231.htm,10-K,0001564590-22-010168,2022-03-15,True,https://www.sec.gov/Archives/edgar/data/23111/000095017023008194/ctg-20221231.htm
0000023194,0001564590-18-003306,2018-02-27,2017-12-31,crk-10k_20171231.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/23194/000156459018003306/crk-10k_20171231.htm
0000023194,0001564590-19-005805,2019-03-01,2018-12-31,crk-10k_20181231.htm,10-K,0001564590-18-003306,2018-02-27,True,https://www.sec.gov/Archives/edgar/data/23194/000156459019005805/crk-10k_20181231.htm
0000023194,0001564590-20-008081,2020-03-02,2019-12-31,crk-10k_20191231.htm,10-K,0001564590-19-005805,2019-03-01,True,https://www.sec.gov/Archives/edgar/data/23194/000156459020008081/crk-10k_20191231.htm
0000023194,0000023194-21-000015,2021-02-17,2020-12-31,crk-20201231.htm,10-K,0001564590-20-008081,2020-03-02,True,https://www.sec.gov/Archives/edgar/data/23194/000002319421000015/crk-20201231.htm
0000023194,0000023194-22-000011,2022-02-17,2021-12-31,crk-20211231.htm,10-K,0000023194-21-000015,2021-02-17,True,https://www.sec.gov/Archives/edgar/data/23194/000002319422000011/crk-20211231.htm
0000023194,0000023194-23-000009,2023-02-17,2022-12-31,crk-20221231.htm,10-K,0000023194-22-000011,2022-02-17,True,https://www.sec.gov/Archives/edgar/data/23194/000002319423000009/crk-20221231.htm
0000023194,0000950170-24-016532,2024-02-16,2023-12-31,crk-20231231.htm,10-K,0000023194-23-000009,2023-02-17,True,https://www.sec.gov/Archives/edgar/data/23194/000095017024016532/crk-20231231.htm
0000023194,0000950170-25-024783,2025-02-21,2024-12-31,crk-20241231.htm,10-K,0000950170-24-016532,2024-02-16,True,https://www.sec.gov/Archives/edgar/data/23194/000095017025024783/crk-20241231.htm
0000023194,0001193125-26-059001,2026-02-19,2025-12-31,crk-20251231.htm,10-K,0000950170-25-024783,2025-02-21,True,https://www.sec.gov/Archives/edgar/data/23194/000119312526059001/crk-20251231.htm
0000023197,0000023197-18-000076,2018-09-26,2018-07-31,cmtl0731201810k.htm,10-K,,,False,https://www.sec.gov/Archives/edgar/data/23197/000002319718000076/cmtl0731201810k.htm
0000023197,0000023197-19-000075,2019-09-24,2019-07-31,cmtl0731201910k.htm,10-K,0000023197-18-000076,2018-09-26,True,https://www.sec.gov/Archives/edgar/data/23197/000002319719000075/cmtl0731201910k.htm
0000023197,0000023197-20-000127,2020-09-29,2020-07-31,cmtl-20200731.htm,10-K,0000023197-19-000075,2019-09-24,True,https://www.sec.gov/Archives/edgar/data/23197/000002319720000127/cmtl-20200731.htm
0000023197,0000023197-21-000082,2021-10-04,2021-07-31,cmtl-20210731.htm,10-K,0000023197-20-000127,2020-09-29,True,https://www.sec.gov/Archives/edgar/data/23197/000002319721000082/cmtl-20210731.htm
0000023197,0000023197-22-000068,2022-09-29,2022-07-31,cmtl-20220731.htm,10-K,0000023197-21-000082,2021-10-04,True,https://www.sec.gov/Archives/edgar/data/23197/000002319722000068/cmtl-20220731.htm
0000023197,0000023197-23-000048,2023-10-12,2023-07-31,cmtl-20230731.htm,10-K,0000023197-22-000068,2022-09-29,True,https://www.sec.gov/Archives/edgar/data/23197/000002319723000048/cmtl-20230731.htm
