variant,decision_date,realization_date,gross_return,turnover,short_exposure,gross_exposure,active_pairs,selected_pairs
inverted,2000-06-02,2000-06-05,0,0,0,0,0,0
random_pairs,2000-06-02,2000-06-05,0,0,0,0,0,0
stale_5d,2000-06-02,2000-06-05,0,0,0,0,0,0
real,2000-06-05,2000-06-06,0,0,0,0,0,0
inverted,2000-06-05,2000-06-06,0,0,0,0,0,0
random_pairs,2000-06-05,2000-06-06,0,0,0,0,0,0
stale_5d,2000-06-05,2000-06-06,0,0,0,0,0,0
real,2000-06-06,2000-06-07,0,0,0,0,0,0
inverted,2000-06-06,2000-06-07,0,0,0,0,0,0
random_pairs,2000-06-06,2000-06-07,0,0,0,0,0,0
stale_5d,2000-06-06,2000-06-07,0,0,0,0,0,0
real,2000-06-07,2000-06-08,0,0,0,0,0,0
inverted,2000-06-07,2000-06-08,0,0,0,0,0,0
random_pairs,2000-06-07,2000-06-08,0,0,0,0,0,0
stale_5d,2000-06-07,2000-06-08,0,0,0,0,0,0
real,2000-06-08,2000-06-09,0,0,0,0,0,0
inverted,2000-06-08,2000-06-09,0,0,0,0,0,0
random_pairs,2000-06-08,2000-06-09,0,0,0,0,0,0
stale_5d,2000-06-08,2000-06-09,0,0,0,0,0,0
real,2000-06-09,2000-06-12,0,0,0,0,0,0
inverted,2000-06-09,2000-06-12,0,0,0,0,0,0
random_pairs,2000-06-09,2000-06-12,0,0,0,0,0,0
stale_5d,2000-06-09,2000-06-12,0,0,0,0,0,0
real,2000-06-12,2000-06-13,0,0,0,0,0,0
inverted,2000-06-12,2000-06-13,0,0,0,0,0,0
random_pairs,2000-06-12,2000-06-13,0,0,0,0,0,0
stale_5d,2000-06-12,2000-06-13,0,0,0,0,0,0
real,2000-06-13,2000-06-14,0,0,0,0,0,0
inverted,2000-06-13,2000-06-14,0,0,0,0,0,0
random_pairs,2000-06-13,2000-06-14,0,0,0,0,0,0
stale_5d,2000-06-13,2000-06-14,0,0,0,0,0,0
real,2000-06-14,2000-06-15,0,0,0,0,0,0
inverted,2000-06-14,2000-06-15,0,0,0,0,0,0
random_pairs,2000-06-14,2000-06-15,0,0,0,0,0,0
stale_5d,2000-06-14,2000-06-15,0,0,0,0,0,0
real,2000-06-15,2000-06-16,0,0,0,0,0,0
inverted,2000-06-15,2000-06-16,0,0,0,0,0,0
random_pairs,2000-06-15,2000-06-16,0,0,0,0,0,0
stale_5d,2000-06-15,2000-06-16,0,0,0,0,0,0
real,2000-06-16,2000-06-19,0,0,0,0,0,0
inverted,2000-06-16,2000-06-19,0,0,0,0,0,0
random_pairs,2000-06-16,2000-06-19,0,0,0,0,0,0
stale_5d,2000-06-16,2000-06-19,0,0,0,0,0,0
real,2000-06-19,2000-06-20,0,0,0,0,0,0
inverted,2000-06-19,2000-06-20,0,0,0,0,0,0
random_pairs,2000-06-19,2000-06-20,0,0,0,0,0,0
stale_5d,2000-06-19,2000-06-20,0,0,0,0,0,0
real,2000-06-20,2000-06-21,0,0,0,0,0,0
inverted,2000-06-20,2000-06-21,0,0,0,0,0,0
random_pairs,2000-06-20,2000-06-21,0,0,0,0,0,0
stale_5d,2000-06-20,2000-06-21,0,0,0,0,0,0
real,2000-06-21,2000-06-22,0,0,0,0,0,0
inverted,2000-06-21,2000-06-22,0,0,0,0,0,0
random_pairs,2000-06-21,2000-06-22,0,0,0,0,0,0
stale_5d,2000-06-21,2000-06-22,0,0,0,0,0,0
real,2000-06-22,2000-06-23,0,0,0,0,0,0
inverted,2000-06-22,2000-06-23,0,0,0,0,0,0
random_pairs,2000-06-22,2000-06-23,0,0,0,0,0,0
stale_5d,2000-06-22,2000-06-23,0,0,0,0,0,0
real,2000-06-23,2000-06-26,0,0,0,0,0,0
inverted,2000-06-23,2000-06-26,0,0,0,0,0,0
random_pairs,2000-06-23,2000-06-26,0,0,0,0,0,0
stale_5d,2000-06-23,2000-06-26,0,0,0,0,0,0
real,2000-06-26,2000-06-27,0,0,0,0,0,0
inverted,2000-06-26,2000-06-27,0,0,0,0,0,0
random_pairs,2000-06-26,2000-06-27,0,0,0,0,0,0
stale_5d,2000-06-26,2000-06-27,0,0,0,0,0,0
real,2000-06-27,2000-06-28,0,0,0,0,0,0
inverted,2000-06-27,2000-06-28,0,0,0,0,0,0
random_pairs,2000-06-27,2000-06-28,0,0,0,0,0,0
stale_5d,2000-06-27,2000-06-28,0,0,0,0,0,0
real,2000-06-28,2000-06-29,0,0,0,0,0,0
inverted,2000-06-28,2000-06-29,0,0,0,0,0,0
random_pairs,2000-06-28,2000-06-29,0,0,0,0,0,0
stale_5d,2000-06-28,2000-06-29,0,0,0,0,0,0
real,2000-06-29,2000-06-30,0,0,0,0,0,0
inverted,2000-06-29,2000-06-30,0,0,0,0,0,0
random_pairs,2000-06-29,2000-06-30,0,0,0,0,0,0
stale_5d,2000-06-29,2000-06-30,0,0,0,0,0,0
real,2000-06-30,2000-07-03,0,0,0,0,0,0
inverted,2000-06-30,2000-07-03,0,0,0,0,0,0
random_pairs,2000-06-30,2000-07-03,0,0,0,0,0,0
stale_5d,2000-06-30,2000-07-03,0,0,0,0,0,0
real,2000-07-03,2000-07-05,0,0,0,0,0,0
inverted,2000-07-03,2000-07-05,0,0,0,0,0,0
random_pairs,2000-07-03,2000-07-05,0,0,0,0,0,0
stale_5d,2000-07-03,2000-07-05,0,0,0,0,0,0
real,2000-07-05,2000-07-06,0,0,0,0,0,0
inverted,2000-07-05,2000-07-06,0,0,0,0,0,0
random_pairs,2000-07-05,2000-07-06,0,0,0,0,0,0
stale_5d,2000-07-05,2000-07-06,0,0,0,0,0,0
real,2000-07-06,2000-07-07,0,0,0,0,0,0
inverted,2000-07-06,2000-07-07,0,0,0,0,0,0
random_pairs,2000-07-06,2000-07-07,0,0,0,0,0,0
stale_5d,2000-07-06,2000-07-07,0,0,0,0,0,0
real,2000-07-07,2000-07-10,0,0,0,0,0,0
inverted,2000-07-07,2000-07-10,0,0,0,0,0,0
random_pairs,2000-07-07,2000-07-10,0,0,0,0,0,0
stale_5d,2000-07-07,2000-07-10,0,0,0,0,0,0
real,2000-07-10,2000-07-11,0,0,0,0,0,0
inverted,2000-07-10,2000-07-11,0,0,0,0,0,0
random_pairs,2000-07-10,2000-07-11,0,0,0,0,0,0
stale_5d,2000-07-10,2000-07-11,0,0,0,0,0,0
real,2000-07-11,2000-07-12,0,0,0,0,0,0
inverted,2000-07-11,2000-07-12,0,0,0,0,0,0
random_pairs,2000-07-11,2000-07-12,0,0,0,0,0,0
stale_5d,2000-07-11,2000-07-12,0,0,0,0,0,0
real,2000-07-12,2000-07-13,0,0,0,0,0,0
inverted,2000-07-12,2000-07-13,0,0,0,0,0,0
random_pairs,2000-07-12,2000-07-13,0,0,0,0,0,0
stale_5d,2000-07-12,2000-07-13,0,0,0,0,0,0
real,2000-07-13,2000-07-14,0,0,0,0,0,0
inverted,2000-07-13,2000-07-14,0,0,0,0,0,0
random_pairs,2000-07-13,2000-07-14,0,0,0,0,0,0
stale_5d,2000-07-13,2000-07-14,0,0,0,0,0,0
real,2000-07-14,2000-07-17,0,0,0,0,0,0
inverted,2000-07-14,2000-07-17,0,0,0,0,0,0
random_pairs,2000-07-14,2000-07-17,0,0,0,0,0,0
stale_5d,2000-07-14,2000-07-17,0,0,0,0,0,0
real,2000-07-17,2000-07-18,0,0,0,0,0,0
inverted,2000-07-17,2000-07-18,0,0,0,0,0,0
random_pairs,2000-07-17,2000-07-18,0,0,0,0,0,0
stale_5d,2000-07-17,2000-07-18,0,0,0,0,0,0
real,2000-07-18,2000-07-19,0,0,0,0,0,0
inverted,2000-07-18,2000-07-19,0,0,0,0,0,0
random_pairs,2000-07-18,2000-07-19,0,0,0,0,0,0
stale_5d,2000-07-18,2000-07-19,0,0,0,0,0,0
real,2000-07-19,2000-07-20,0,0,0,0,0,0
inverted,2000-07-19,2000-07-20,0,0,0,0,0,0
random_pairs,2000-07-19,2000-07-20,0,0,0,0,0,0
stale_5d,2000-07-19,2000-07-20,0,0,0,0,0,0
real,2000-07-20,2000-07-21,0,0,0,0,0,0
inverted,2000-07-20,2000-07-21,0,0,0,0,0,0
random_pairs,2000-07-20,2000-07-21,0,0,0,0,0,0
stale_5d,2000-07-20,2000-07-21,0,0,0,0,0,0
real,2000-07-21,2000-07-24,0,0,0,0,0,0
inverted,2000-07-21,2000-07-24,0,0,0,0,0,0
random_pairs,2000-07-21,2000-07-24,0,0,0,0,0,0
stale_5d,2000-07-21,2000-07-24,0,0,0,0,0,0
real,2000-07-24,2000-07-25,0,0,0,0,0,0
inverted,2000-07-24,2000-07-25,0,0,0,0,0,0
random_pairs,2000-07-24,2000-07-25,0,0,0,0,0,0
stale_5d,2000-07-24,2000-07-25,0,0,0,0,0,0
real,2000-07-25,2000-07-26,0,0,0,0,0,0
inverted,2000-07-25,2000-07-26,0,0,0,0,0,0
random_pairs,2000-07-25,2000-07-26,0,0,0,0,0,0
stale_5d,2000-07-25,2000-07-26,0,0,0,0,0,0
real,2000-07-26,2000-07-27,0,0,0,0,0,0
inverted,2000-07-26,2000-07-27,0,0,0,0,0,0
random_pairs,2000-07-26,2000-07-27,0,0,0,0,0,0
stale_5d,2000-07-26,2000-07-27,0,0,0,0,0,0
real,2000-07-27,2000-07-28,0,0,0,0,0,0
inverted,2000-07-27,2000-07-28,0,0,0,0,0,0
random_pairs,2000-07-27,2000-07-28,0,0,0,0,0,0
stale_5d,2000-07-27,2000-07-28,0,0,0,0,0,0
real,2000-07-28,2000-07-31,0,0,0,0,0,0
inverted,2000-07-28,2000-07-31,0,0,0,0,0,0
random_pairs,2000-07-28,2000-07-31,0,0,0,0,0,0
stale_5d,2000-07-28,2000-07-31,0,0,0,0,0,0
real,2000-07-31,2000-08-01,0,0,0,0,0,0
inverted,2000-07-31,2000-08-01,0,0,0,0,0,0
random_pairs,2000-07-31,2000-08-01,0,0,0,0,0,0
stale_5d,2000-07-31,2000-08-01,0,0,0,0,0,0
real,2000-08-01,2000-08-02,0,0,0,0,0,0
inverted,2000-08-01,2000-08-02,0,0,0,0,0,0
random_pairs,2000-08-01,2000-08-02,0,0,0,0,0,0
stale_5d,2000-08-01,2000-08-02,0,0,0,0,0,0
real,2000-08-02,2000-08-03,0,0,0,0,0,0
inverted,2000-08-02,2000-08-03,0,0,0,0,0,0
random_pairs,2000-08-02,2000-08-03,0,0,0,0,0,0
stale_5d,2000-08-02,2000-08-03,0,0,0,0,0,0
real,2000-08-03,2000-08-04,0,0,0,0,0,0
inverted,2000-08-03,2000-08-04,0,0,0,0,0,0
random_pairs,2000-08-03,2000-08-04,0,0,0,0,0,0
stale_5d,2000-08-03,2000-08-04,0,0,0,0,0,0
real,2000-08-04,2000-08-07,0,0,0,0,0,0
inverted,2000-08-04,2000-08-07,0,0,0,0,0,0
random_pairs,2000-08-04,2000-08-07,0,0,0,0,0,0
stale_5d,2000-08-04,2000-08-07,0,0,0,0,0,0
real,2000-08-07,2000-08-08,0,0,0,0,0,0
inverted,2000-08-07,2000-08-08,0,0,0,0,0,0
random_pairs,2000-08-07,2000-08-08,0,0,0,0,0,0
stale_5d,2000-08-07,2000-08-08,0,0,0,0,0,0
real,2000-08-08,2000-08-09,0,0,0,0,0,0
inverted,2000-08-08,2000-08-09,0,0,0,0,0,0
random_pairs,2000-08-08,2000-08-09,0,0,0,0,0,0
stale_5d,2000-08-08,2000-08-09,0,0,0,0,0,0
real,2000-08-09,2000-08-10,0,0,0,0,0,0
inverted,2000-08-09,2000-08-10,0,0,0,0,0,0
random_pairs,2000-08-09,2000-08-10,0,0,0,0,0,0
stale_5d,2000-08-09,2000-08-10,0,0,0,0,0,0
real,2000-08-10,2000-08-11,0,0,0,0,0,0
inverted,2000-08-10,2000-08-11,0,0,0,0,0,0
random_pairs,2000-08-10,2000-08-11,0,0,0,0,0,0
stale_5d,2000-08-10,2000-08-11,0,0,0,0,0,0
real,2000-08-11,2000-08-14,0,0,0,0,0,0
inverted,2000-08-11,2000-08-14,0,0,0,0,0,0
random_pairs,2000-08-11,2000-08-14,0,0,0,0,0,0
stale_5d,2000-08-11,2000-08-14,0,0,0,0,0,0
real,2000-08-14,2000-08-15,0,0,0,0,0,0
inverted,2000-08-14,2000-08-15,0,0,0,0,0,0
random_pairs,2000-08-14,2000-08-15,0,0,0,0,0,0
stale_5d,2000-08-14,2000-08-15,0,0,0,0,0,0
real,2000-08-15,2000-08-16,0,0,0,0,0,0
inverted,2000-08-15,2000-08-16,0,0,0,0,0,0
random_pairs,2000-08-15,2000-08-16,0,0,0,0,0,0
stale_5d,2000-08-15,2000-08-16,0,0,0,0,0,0
real,2000-08-16,2000-08-17,0,0,0,0,0,0
inverted,2000-08-16,2000-08-17,0,0,0,0,0,0
random_pairs,2000-08-16,2000-08-17,0,0,0,0,0,0
stale_5d,2000-08-16,2000-08-17,0,0,0,0,0,0
real,2000-08-17,2000-08-18,0,0,0,0,0,0
inverted,2000-08-17,2000-08-18,0,0,0,0,0,0
random_pairs,2000-08-17,2000-08-18,0,0,0,0,0,0
stale_5d,2000-08-17,2000-08-18,0,0,0,0,0,0
real,2000-08-18,2000-08-21,0,0,0,0,0,0
inverted,2000-08-18,2000-08-21,0,0,0,0,0,0
random_pairs,2000-08-18,2000-08-21,0,0,0,0,0,0
stale_5d,2000-08-18,2000-08-21,0,0,0,0,0,0
real,2000-08-21,2000-08-22,0,0,0,0,0,0
inverted,2000-08-21,2000-08-22,0,0,0,0,0,0
random_pairs,2000-08-21,2000-08-22,0,0,0,0,0,0
stale_5d,2000-08-21,2000-08-22,0,0,0,0,0,0
real,2000-08-22,2000-08-23,0,0,0,0,0,0
inverted,2000-08-22,2000-08-23,0,0,0,0,0,0
random_pairs,2000-08-22,2000-08-23,0,0,0,0,0,0
stale_5d,2000-08-22,2000-08-23,0,0,0,0,0,0
real,2000-08-23,2000-08-24,0,0,0,0,0,0
inverted,2000-08-23,2000-08-24,0,0,0,0,0,0
random_pairs,2000-08-23,2000-08-24,0,0,0,0,0,0
stale_5d,2000-08-23,2000-08-24,0,0,0,0,0,0
real,2000-08-24,2000-08-25,0,0,0,0,0,0
inverted,2000-08-24,2000-08-25,0,0,0,0,0,0
random_pairs,2000-08-24,2000-08-25,0,0,0,0,0,0
stale_5d,2000-08-24,2000-08-25,0,0,0,0,0,0
real,2000-08-25,2000-08-28,0,0,0,0,0,0
inverted,2000-08-25,2000-08-28,0,0,0,0,0,0
random_pairs,2000-08-25,2000-08-28,0,0,0,0,0,0
stale_5d,2000-08-25,2000-08-28,0,0,0,0,0,0
real,2000-08-28,2000-08-29,0,0,0,0,0,0
inverted,2000-08-28,2000-08-29,0,0,0,0,0,0
random_pairs,2000-08-28,2000-08-29,0,0,0,0,0,0
stale_5d,2000-08-28,2000-08-29,0,0,0,0,0,0
real,2000-08-29,2000-08-30,0,0,0,0,0,0
inverted,2000-08-29,2000-08-30,0,0,0,0,0,0
random_pairs,2000-08-29,2000-08-30,0,0,0,0,0,0
stale_5d,2000-08-29,2000-08-30,0,0,0,0,0,0
real,2000-08-30,2000-08-31,0,0,0,0,0,0
inverted,2000-08-30,2000-08-31,0,0,0,0,0,0
random_pairs,2000-08-30,2000-08-31,0,0,0,0,0,0
stale_5d,2000-08-30,2000-08-31,0,0,0,0,0,0
real,2000-08-31,2000-09-01,0,0,0,0,0,0
inverted,2000-08-31,2000-09-01,0,0,0,0,0,0
random_pairs,2000-08-31,2000-09-01,0,0,0,0,0,0
stale_5d,2000-08-31,2000-09-01,0,0,0,0,0,0
real,2000-09-01,2000-09-05,0,0,0,0,0,0
inverted,2000-09-01,2000-09-05,0,0,0,0,0,0
random_pairs,2000-09-01,2000-09-05,0,0,0,0,0,0
stale_5d,2000-09-01,2000-09-05,0,0,0,0,0,0
real,2000-09-05,2000-09-06,0,0,0,0,0,0
inverted,2000-09-05,2000-09-06,0,0,0,0,0,0
random_pairs,2000-09-05,2000-09-06,0,0,0,0,0,0
stale_5d,2000-09-05,2000-09-06,0,0,0,0,0,0
real,2000-09-06,2000-09-07,0,0,0,0,0,0
inverted,2000-09-06,2000-09-07,0,0,0,0,0,0
random_pairs,2000-09-06,2000-09-07,0,0,0,0,0,0
stale_5d,2000-09-06,2000-09-07,0,0,0,0,0,0
real,2000-09-07,2000-09-08,0,0,0,0,0,0
inverted,2000-09-07,2000-09-08,0,0,0,0,0,0
random_pairs,2000-09-07,2000-09-08,0,0,0,0,0,0
stale_5d,2000-09-07,2000-09-08,0,0,0,0,0,0
real,2000-09-08,2000-09-11,0,0,0,0,0,0
inverted,2000-09-08,2000-09-11,0,0,0,0,0,0
random_pairs,2000-09-08,2000-09-11,0,0,0,0,0,0
stale_5d,2000-09-08,2000-09-11,0,0,0,0,0,0
real,2000-09-11,2000-09-12,0,0,0,0,0,0
inverted,2000-09-11,2000-09-12,0,0,0,0,0,0
random_pairs,2000-09-11,2000-09-12,0,0,0,0,0,0
stale_5d,2000-09-11,2000-09-12,0,0,0,0,0,0
real,2000-09-12,2000-09-13,0,0,0,0,0,0
inverted,2000-09-12,2000-09-13,0,0,0,0,0,0
random_pairs,2000-09-12,2000-09-13,0,0,0,0,0,0
stale_5d,2000-09-12,2000-09-13,0,0,0,0,0,0
real,2000-09-13,2000-09-14,0,0,0,0,0,0
inverted,2000-09-13,2000-09-14,0,0,0,0,0,0
random_pairs,2000-09-13,2000-09-14,0,0,0,0,0,0
stale_5d,2000-09-13,2000-09-14,0,0,0,0,0,0
real,2000-09-14,2000-09-15,0,0,0,0,0,0
inverted,2000-09-14,2000-09-15,0,0,0,0,0,0
random_pairs,2000-09-14,2000-09-15,0,0,0,0,0,0
stale_5d,2000-09-14,2000-09-15,0,0,0,0,0,0
real,2000-09-15,2000-09-18,0,0,0,0,0,0
inverted,2000-09-15,2000-09-18,0,0,0,0,0,0
random_pairs,2000-09-15,2000-09-18,0,0,0,0,0,0
stale_5d,2000-09-15,2000-09-18,0,0,0,0,0,0
real,2000-09-18,2000-09-19,0,0,0,0,0,0
inverted,2000-09-18,2000-09-19,0,0,0,0,0,0
random_pairs,2000-09-18,2000-09-19,0,0,0,0,0,0
stale_5d,2000-09-18,2000-09-19,0,0,0,0,0,0
real,2000-09-19,2000-09-20,0,0,0,0,0,0
inverted,2000-09-19,2000-09-20,0,0,0,0,0,0
random_pairs,2000-09-19,2000-09-20,0,0,0,0,0,0
stale_5d,2000-09-19,2000-09-20,0,0,0,0,0,0
real,2000-09-20,2000-09-21,0,0,0,0,0,0
inverted,2000-09-20,2000-09-21,0,0,0,0,0,0
random_pairs,2000-09-20,2000-09-21,0,0,0,0,0,0
stale_5d,2000-09-20,2000-09-21,0,0,0,0,0,0
real,2000-09-21,2000-09-22,0,0,0,0,0,0
inverted,2000-09-21,2000-09-22,0,0,0,0,0,0
random_pairs,2000-09-21,2000-09-22,0,0,0,0,0,0
stale_5d,2000-09-21,2000-09-22,0,0,0,0,0,0
real,2000-09-22,2000-09-25,0,0,0,0,0,0
inverted,2000-09-22,2000-09-25,0,0,0,0,0,0
random_pairs,2000-09-22,2000-09-25,0,0,0,0,0,0
stale_5d,2000-09-22,2000-09-25,0,0,0,0,0,0
real,2000-09-25,2000-09-26,0,0,0,0,0,0
inverted,2000-09-25,2000-09-26,0,0,0,0,0,0
random_pairs,2000-09-25,2000-09-26,0,0,0,0,0,0
stale_5d,2000-09-25,2000-09-26,0,0,0,0,0,0
real,2000-09-26,2000-09-27,0,0,0,0,0,0
inverted,2000-09-26,2000-09-27,0,0,0,0,0,0
random_pairs,2000-09-26,2000-09-27,0,0,0,0,0,0
stale_5d,2000-09-26,2000-09-27,0,0,0,0,0,0
real,2000-09-27,2000-09-28,0,0,0,0,0,0
inverted,2000-09-27,2000-09-28,0,0,0,0,0,0
random_pairs,2000-09-27,2000-09-28,0,0,0,0,0,0
stale_5d,2000-09-27,2000-09-28,0,0,0,0,0,0
real,2000-09-28,2000-09-29,0,0,0,0,0,0
inverted,2000-09-28,2000-09-29,0,0,0,0,0,0
random_pairs,2000-09-28,2000-09-29,0,0,0,0,0,0
stale_5d,2000-09-28,2000-09-29,0,0,0,0,0,0
real,2000-09-29,2000-10-02,0,0,0,0,0,0
inverted,2000-09-29,2000-10-02,0,0,0,0,0,0
random_pairs,2000-09-29,2000-10-02,0,0,0,0,0,0
stale_5d,2000-09-29,2000-10-02,0,0,0,0,0,0
real,2000-10-02,2000-10-03,0,0,0,0,0,0
inverted,2000-10-02,2000-10-03,0,0,0,0,0,0
random_pairs,2000-10-02,2000-10-03,0,0,0,0,0,0
stale_5d,2000-10-02,2000-10-03,0,0,0,0,0,0
real,2000-10-03,2000-10-04,0,0,0,0,0,0
inverted,2000-10-03,2000-10-04,0,0,0,0,0,0
random_pairs,2000-10-03,2000-10-04,0,0,0,0,0,0
stale_5d,2000-10-03,2000-10-04,0,0,0,0,0,0
real,2000-10-04,2000-10-05,0,0,0,0,0,0
inverted,2000-10-04,2000-10-05,0,0,0,0,0,0
random_pairs,2000-10-04,2000-10-05,0,0,0,0,0,0
stale_5d,2000-10-04,2000-10-05,0,0,0,0,0,0
real,2000-10-05,2000-10-06,0,0,0,0,0,0
inverted,2000-10-05,2000-10-06,0,0,0,0,0,0
random_pairs,2000-10-05,2000-10-06,0,0,0,0,0,0
stale_5d,2000-10-05,2000-10-06,0,0,0,0,0,0
real,2000-10-06,2000-10-09,0,0,0,0,0,0
inverted,2000-10-06,2000-10-09,0,0,0,0,0,0
random_pairs,2000-10-06,2000-10-09,0,0,0,0,0,0
stale_5d,2000-10-06,2000-10-09,0,0,0,0,0,0
real,2000-10-09,2000-10-10,0,0,0,0,0,0
inverted,2000-10-09,2000-10-10,0,0,0,0,0,0
random_pairs,2000-10-09,2000-10-10,0,0,0,0,0,0
stale_5d,2000-10-09,2000-10-10,0,0,0,0,0,0
real,2000-10-10,2000-10-11,0,0,0,0,0,0
inverted,2000-10-10,2000-10-11,0,0,0,0,0,0
random_pairs,2000-10-10,2000-10-11,0,0,0,0,0,0
stale_5d,2000-10-10,2000-10-11,0,0,0,0,0,0
real,2000-10-11,2000-10-12,0,0,0,0,0,0
inverted,2000-10-11,2000-10-12,0,0,0,0,0,0
random_pairs,2000-10-11,2000-10-12,0,0,0,0,0,0
stale_5d,2000-10-11,2000-10-12,0,0,0,0,0,0
real,2000-10-12,2000-10-13,0,0,0,0,0,0
inverted,2000-10-12,2000-10-13,0,0,0,0,0,0
random_pairs,2000-10-12,2000-10-13,0,0,0,0,0,0
stale_5d,2000-10-12,2000-10-13,0,0,0,0,0,0
real,2000-10-13,2000-10-16,0,0,0,0,0,0
inverted,2000-10-13,2000-10-16,0,0,0,0,0,0
random_pairs,2000-10-13,2000-10-16,0,0,0,0,0,0
stale_5d,2000-10-13,2000-10-16,0,0,0,0,0,0
real,2000-10-16,2000-10-17,0,0,0,0,0,0
inverted,2000-10-16,2000-10-17,0,0,0,0,0,0
random_pairs,2000-10-16,2000-10-17,0,0,0,0,0,0
stale_5d,2000-10-16,2000-10-17,0,0,0,0,0,0
real,2000-10-17,2000-10-18,0,0,0,0,0,0
inverted,2000-10-17,2000-10-18,0,0,0,0,0,0
random_pairs,2000-10-17,2000-10-18,0,0,0,0,0,0
stale_5d,2000-10-17,2000-10-18,0,0,0,0,0,0
real,2000-10-18,2000-10-19,0,0,0,0,0,0
inverted,2000-10-18,2000-10-19,0,0,0,0,0,0
random_pairs,2000-10-18,2000-10-19,0,0,0,0,0,0
stale_5d,2000-10-18,2000-10-19,0,0,0,0,0,0
real,2000-10-19,2000-10-20,0,0,0,0,0,0
inverted,2000-10-19,2000-10-20,0,0,0,0,0,0
random_pairs,2000-10-19,2000-10-20,0,0,0,0,0,0
stale_5d,2000-10-19,2000-10-20,0,0,0,0,0,0
real,2000-10-20,2000-10-23,0,0,0,0,0,0
inverted,2000-10-20,2000-10-23,0,0,0,0,0,0
random_pairs,2000-10-20,2000-10-23,0,0,0,0,0,0
stale_5d,2000-10-20,2000-10-23,0,0,0,0,0,0
real,2000-10-23,2000-10-24,0,0,0,0,0,0
inverted,2000-10-23,2000-10-24,0,0,0,0,0,0
random_pairs,2000-10-23,2000-10-24,0,0,0,0,0,0
stale_5d,2000-10-23,2000-10-24,0,0,0,0,0,0
real,2000-10-24,2000-10-25,0,0,0,0,0,0
inverted,2000-10-24,2000-10-25,0,0,0,0,0,0
random_pairs,2000-10-24,2000-10-25,0,0,0,0,0,0
stale_5d,2000-10-24,2000-10-25,0,0,0,0,0,0
real,2000-10-25,2000-10-26,0,0,0,0,0,0
inverted,2000-10-25,2000-10-26,0,0,0,0,0,0
random_pairs,2000-10-25,2000-10-26,0,0,0,0,0,0
stale_5d,2000-10-25,2000-10-26,0,0,0,0,0,0
real,2000-10-26,2000-10-27,0,0,0,0,0,0
inverted,2000-10-26,2000-10-27,0,0,0,0,0,0
random_pairs,2000-10-26,2000-10-27,0,0,0,0,0,0
stale_5d,2000-10-26,2000-10-27,0,0,0,0,0,0
real,2000-10-27,2000-10-30,0,0,0,0,0,0
inverted,2000-10-27,2000-10-30,0,0,0,0,0,0
random_pairs,2000-10-27,2000-10-30,0,0,0,0,0,0
stale_5d,2000-10-27,2000-10-30,0,0,0,0,0,0
real,2000-10-30,2000-10-31,0,0,0,0,0,0
inverted,2000-10-30,2000-10-31,0,0,0,0,0,0
random_pairs,2000-10-30,2000-10-31,0,0,0,0,0,0
stale_5d,2000-10-30,2000-10-31,0,0,0,0,0,0
real,2000-10-31,2000-11-01,0,0,0,0,0,0
inverted,2000-10-31,2000-11-01,0,0,0,0,0,0
random_pairs,2000-10-31,2000-11-01,0,0,0,0,0,0
stale_5d,2000-10-31,2000-11-01,0,0,0,0,0,0
real,2000-11-01,2000-11-02,0,0,0,0,0,0
inverted,2000-11-01,2000-11-02,0,0,0,0,0,0
random_pairs,2000-11-01,2000-11-02,0,0,0,0,0,0
stale_5d,2000-11-01,2000-11-02,0,0,0,0,0,0
real,2000-11-02,2000-11-03,0,0,0,0,0,0
inverted,2000-11-02,2000-11-03,0,0,0,0,0,0
random_pairs,2000-11-02,2000-11-03,0,0,0,0,0,0
stale_5d,2000-11-02,2000-11-03,0,0,0,0,0,0
real,2000-11-03,2000-11-06,0,0,0,0,0,0
inverted,2000-11-03,2000-11-06,0,0,0,0,0,0
random_pairs,2000-11-03,2000-11-06,0,0,0,0,0,0
stale_5d,2000-11-03,2000-11-06,0,0,0,0,0,0
real,2000-11-06,2000-11-07,0,0,0,0,0,0
inverted,2000-11-06,2000-11-07,0,0,0,0,0,0
random_pairs,2000-11-06,2000-11-07,0,0,0,0,0,0
stale_5d,2000-11-06,2000-11-07,0,0,0,0,0,0
real,2000-11-07,2000-11-08,0,0,0,0,0,0
inverted,2000-11-07,2000-11-08,0,0,0,0,0,0
random_pairs,2000-11-07,2000-11-08,0,0,0,0,0,0
stale_5d,2000-11-07,2000-11-08,0,0,0,0,0,0
real,2000-11-08,2000-11-09,0,0,0,0,0,0
inverted,2000-11-08,2000-11-09,0,0,0,0,0,0
random_pairs,2000-11-08,2000-11-09,0,0,0,0,0,0
stale_5d,2000-11-08,2000-11-09,0,0,0,0,0,0
real,2000-11-09,2000-11-10,0,0,0,0,0,0
inverted,2000-11-09,2000-11-10,0,0,0,0,0,0
random_pairs,2000-11-09,2000-11-10,0,0,0,0,0,0
stale_5d,2000-11-09,2000-11-10,0,0,0,0,0,0
real,2000-11-10,2000-11-13,0,0,0,0,0,0
inverted,2000-11-10,2000-11-13,0,0,0,0,0,0
random_pairs,2000-11-10,2000-11-13,0,0,0,0,0,0
stale_5d,2000-11-10,2000-11-13,0,0,0,0,0,0
real,2000-11-13,2000-11-14,0,0,0,0,0,0
inverted,2000-11-13,2000-11-14,0,0,0,0,0,0
