feature_name,panel,source,feature_family,entity_scope,lag_rule,used_in_ipca,leakage_check,notes,missingness,non_missing_rows
ooo3_market_trend_positive_signal__percentile,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.047747747747747746,36995.0
ooo3_market_trend_positive_signal__zscore,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.07837837837837838,35805.0
ooo3_market_trend_positive_signal__abs_strength,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0018018018018018018,38780.0
ooo3_market_trend_positive_signal__direction_strength,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.047747747747747746,36995.0
ooo3_market_trend_positive_signal__strength_scaled_score,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.05405405405405406,36750.0
ooo3_market_drawdown_signal__raw,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0018018018018018018,38780.0
ooo3_market_drawdown_signal__percentile,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.047747747747747746,36995.0
ooo3_market_drawdown_signal__zscore,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.047747747747747746,36995.0
ooo3_market_drawdown_signal__abs_strength,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0018018018018018018,38780.0
ooo3_market_drawdown_signal__direction_strength,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.047747747747747746,36995.0
ooo3_market_drawdown_signal__strength_scaled_score,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.05405405405405406,36750.0
ooo3_leadlag_GLD_minus_SPY_13w_signal__raw,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.006306306306306306,38605.0
ooo3_leadlag_GLD_minus_SPY_13w_signal__percentile,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.05225225225225225,36820.0
ooo3_leadlag_GLD_minus_SPY_13w_signal__zscore,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.05225225225225225,36820.0
ooo3_leadlag_GLD_minus_SPY_13w_signal__abs_strength,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.006306306306306306,38605.0
ooo3_leadlag_GLD_minus_SPY_13w_signal__direction_strength,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.05225225225225225,36820.0
ooo3_leadlag_GLD_minus_SPY_13w_signal__strength_scaled_score,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.05405405405405406,36750.0
ooo3_leadlag_DBA_minus_SPY_13w_signal__raw,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.006306306306306306,38605.0
ooo3_leadlag_DBA_minus_SPY_13w_signal__percentile,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.05225225225225225,36820.0
ooo3_leadlag_DBA_minus_SPY_13w_signal__zscore,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.05225225225225225,36820.0
ooo3_leadlag_DBA_minus_SPY_13w_signal__abs_strength,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.006306306306306306,38605.0
ooo3_leadlag_DBA_minus_SPY_13w_signal__direction_strength,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.05225225225225225,36820.0
ooo3_leadlag_DBA_minus_SPY_13w_signal__strength_scaled_score,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.05405405405405406,36750.0
ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__raw,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0018018018018018018,38780.0
ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__percentile,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.047747747747747746,36995.0
ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__zscore,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.4045045045045045,23135.0
ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__abs_strength,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0018018018018018018,38780.0
ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.047747747747747746,36995.0
ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__strength_scaled_score,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_signal_sizing_feature_panel.csv,ooo_discovered_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.05405405405405406,36750.0
ooo3event_efa_spy_raw_top20_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_efa_spy_raw_top10_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_efa_spy_raw_top30_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_efa_spy_vol_filtered_top20_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_efa_spy_low_or_normal_vol_top20_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_efa_spy_strength_scaled_score_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_efa_spy_drawdown_aware_top20_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_efa_spy_market_trend_confirmed_top20_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_market_trend_raw_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_market_trend_breadth_confirmed_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_market_trend_ex_high_vol_drawdown_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_market_trend_recent_stress_filtered_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_market_trend_calm_neutral_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_market_trend_vol_scaled_score_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_market_drawdown_top20_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_market_drawdown_vol_filtered_top20_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_leadlag_GLD_minus_SPY_13w_top20_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_leadlag_GLD_minus_SPY_13w_vol_filtered_top20_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_leadlag_DBA_minus_SPY_13w_top20_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_leadlag_DBA_minus_SPY_13w_vol_filtered_top20_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
ooo3event_breadth_ret13_positive_x_recovery_confirmed_state_filtered_event,ppp_panel_characteristics,data/research/phase_ooo_signal_discovery/ooo3_vol_managed_signal_sizing/ooo3_sized_signal_event_panel.csv,ooo_sized_event_signal,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
regime_risk_regime_score,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.024324324324324326,37905.0
regime_market_drawdown,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
regime_market_trend_positive,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
regime_breadth_sma_43,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
regime_breadth_26w_mom,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
regime_breadth_13w_mom,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
regime_breadth_change_4w,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0045045045045045045,38675.0
regime_canary_breadth_default,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
regime_canary_breadth_pair,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
regime_recent_stress_26w,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.0009009009009009009,38815.0
regime_avg_corr_risk_off_z,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.036036036036036036,37450.0
regime_google_fear_z_tradable,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.06846846846846846,36190.0
regime_transition_persistence_prob,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.04594594594594595,37065.0
regime_transition_good_state_prob,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.04594594594594595,37065.0
regime_transition_non_stress_prob,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/market_state_history.csv,regime_numeric_context,MARKET,market-level source shifted 1 week(s),False,"lagged; constant across ETF cross-section, excluded from IPCA-style cross-sectional loadings",,0.04594594594594595,37065.0
market_state,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/,regime_state_label,MARKET,state label/context; lagged variant provided; current label used only for validation grouping,False,state labels not used as forward-return features in IPCA-style cross-sectional model,,0.0,38850.0
market_state_lag1,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/,regime_state_label,MARKET,state label/context; lagged variant provided; current label used only for validation grouping,False,state labels not used as forward-return features in IPCA-style cross-sectional model,,0.0009009009009009009,38815.0
risk_state_lag1,ppp_panel_characteristics,data/04_layer2b_risk_regime_engine/,regime_state_label,MARKET,state label/context; lagged variant provided; current label used only for validation grouping,False,state labels not used as forward-return features in IPCA-style cross-sectional model,,0.0009009009009009009,38815.0
