feature_name,feature_family,source,lag_rule,used_in_sequence_model,used_in_layer2b_baseline,used_in_qqq_control,leakage_check,missingness,non_missing_rows
ooo3event_efa_spy_vol_filtered_top20_event_lag1,ooo_signal_context,ooo3event_efa_spy_vol_filtered_top20_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_efa_spy_low_or_normal_vol_top20_event_lag1,ooo_signal_context,ooo3event_efa_spy_low_or_normal_vol_top20_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_efa_spy_strength_scaled_score_event_lag1,ooo_signal_context,ooo3event_efa_spy_strength_scaled_score_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_efa_spy_drawdown_aware_top20_event_lag1,ooo_signal_context,ooo3event_efa_spy_drawdown_aware_top20_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_efa_spy_market_trend_confirmed_top20_event_lag1,ooo_signal_context,ooo3event_efa_spy_market_trend_confirmed_top20_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_market_trend_raw_event_lag1,ooo_signal_context,ooo3event_market_trend_raw_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_market_trend_breadth_confirmed_event_lag1,ooo_signal_context,ooo3event_market_trend_breadth_confirmed_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_market_trend_ex_high_vol_drawdown_event_lag1,ooo_signal_context,ooo3event_market_trend_ex_high_vol_drawdown_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_market_trend_recent_stress_filtered_event_lag1,ooo_signal_context,ooo3event_market_trend_recent_stress_filtered_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_market_trend_calm_neutral_event_lag1,ooo_signal_context,ooo3event_market_trend_calm_neutral_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_market_trend_vol_scaled_score_event_lag1,ooo_signal_context,ooo3event_market_trend_vol_scaled_score_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_market_drawdown_top20_event_lag1,ooo_signal_context,ooo3event_market_drawdown_top20_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_market_drawdown_vol_filtered_top20_event_lag1,ooo_signal_context,ooo3event_market_drawdown_vol_filtered_top20_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_leadlag_GLD_minus_SPY_13w_top20_event_lag1,ooo_signal_context,ooo3event_leadlag_GLD_minus_SPY_13w_top20_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_leadlag_GLD_minus_SPY_13w_vol_filtered_top20_event_lag1,ooo_signal_context,ooo3event_leadlag_GLD_minus_SPY_13w_vol_filtered_top20_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_leadlag_DBA_minus_SPY_13w_top20_event_lag1,ooo_signal_context,ooo3event_leadlag_DBA_minus_SPY_13w_top20_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_leadlag_DBA_minus_SPY_13w_vol_filtered_top20_event_lag1,ooo_signal_context,ooo3event_leadlag_DBA_minus_SPY_13w_vol_filtered_top20_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event_lag1,ooo_signal_context,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event_lag1,ooo_signal_context,ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
ooo3event_breadth_ret13_positive_x_recovery_confirmed_state_filtered_event_lag1,ooo_signal_context,ooo3event_breadth_ret13_positive_x_recovery_confirmed_state_filtered_event,OOO context shifted one week for SSS overlap diagnostics,False,False,False,causal_lagged_ooo_context,0.0009009009009009009,1109
