target,feature,mean_importance,mean_abs_importance,sign_stability,n_models,n_refits,interaction_source
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__abs_strength,75.0,75.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_26w__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__percentile,75.0,75.0,,,24,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_trend_consistency_x_lowdownsidevol__PAIR__z_rel_strength_HYG_13w,74.0,74.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__ooo3_ggg1_trailing_vol_13w,74.0,74.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_market_trend_positive_signal__zscore__PAIR__z_trend_consistency_13w,72.0,72.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__int_mom13_x_lowvol13,72.0,72.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__int_efa_spy_strength_x_market_trend,72.0,72.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__int_market_trend_x_mom13,72.0,72.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__z_l1_xsmom_xsmom_score_tradable,72.0,72.0,,,23,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_score_tradable__PAIR__z_downside_vol_26w,72.0,72.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__z_l1_bab_bab_score_tradable,72.0,72.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__z_l1_xsmom_xsmom_score_tradable,72.0,72.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__int_ppp_duration_factor_x_quality,72.0,72.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_carry_x_lowvol__PAIR__z_vol_13w,71.0,71.0,,,10,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_quality_x_highvol__PAIR__int_real_asset_strength_x_stress,70.0,70.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__int_mom26_x_lowvol26,70.0,70.0,,,20,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_score_asset_class_neutral_tradable__PAIR__z_l1_bab_bab_score_asset_class_neutral_tradable,70.0,70.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_rel_strength_SPY_13w__PAIR__int_mom13_x_drawdown_repair,70.0,70.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__z_l1_carry_carry_score_asset_class_neutral_tradable,69.0,69.0,,,20,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__z_rel_strength_LQD_13w,69.0,69.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_carry_x_lowvol__PAIR__z_l1_bab_bab_score_tradable,68.0,68.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__zscore,68.0,68.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__int_bab_x_highvol,68.0,68.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_trend_consistency_13w__PAIR__int_quality_x_highvol,68.0,68.0,,,22,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_trend_consistency_13w__PAIR__z_l1_carry_carry_yield_trailing_52w_tradable,68.0,68.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_carry_x_lowvol__PAIR__z_trend_consistency_13w,67.0,67.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__direction_strength,67.0,67.0,,,21,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__z_mom_26w,66.0,66.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_score_asset_class_neutral_tradable__PAIR__int_trend_consistency_x_lowdownsidevol,66.0,66.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_score_asset_class_neutral_tradable__PAIR__z_drawdown_26w,66.0,66.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_score_tradable__PAIR__int_quality_x_highvol,66.0,66.0,,,21,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_trend_consistency_13w__PAIR__z_vol_26w,66.0,66.0,,,12,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__int_mom13_x_lowvol13,66.0,66.0,,,11,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__int_mom26_x_ma_distance26,65.0,65.0,,,20,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__z_downside_vol_13w,65.0,65.0,,,21,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__percentile,65.0,65.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_26w__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__zscore,65.0,65.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_carry_x_lowvol__PAIR__z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable,64.0,64.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__int_carry_x_lowvol,64.0,64.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__regime_breadth_13w_mom,64.0,64.0,,,11,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__ooo3_market_trend_positive_signal__direction_strength,64.0,64.0,,,9,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__int_efa_spy_strength_x_market_trend,64.0,64.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__ooo3_market_trend_positive_signal__strength_scaled_score,64.0,64.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_26w__PAIR__ooo2_leadlag_GLD_minus_SPY_13w_signal,64.0,64.0,,,21,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__raw,63.0,63.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__percentile,63.0,63.0,,,21,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__int_mom13_x_drawdown_repair,62.0,62.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__percentile,62.0,62.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__z_l1_multi_horizon_mom_multi_mom_equal_score_tradable,62.0,62.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_rel_strength_HYG_13w__PAIR__z_drawdown_26w,62.0,62.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_26w__PAIR__int_mom13_x_lowvol13,62.0,62.0,,,11,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__int_bab_x_highvol,61.0,61.0,,,21,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__z_downside_vol_13w,61.0,61.0,,,24,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__raw,61.0,61.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__zscore,61.0,61.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__strength_scaled_score,61.0,61.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__z_l1_bab_bab_score_asset_class_neutral_tradable,61.0,61.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__int_ppp_duration_factor_x_quality,61.0,61.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_quality_quality_score_tradable__PAIR__int_credit_strength_x_trend,61.0,61.0,,,12,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__int_real_asset_strength_x_stress,61.0,61.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__raw,61.0,61.0,,,13,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_quality_x_highvol__PAIR__z_downside_vol_13w,60.0,60.0,,,11,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,60.0,60.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__ooo3_market_trend_positive_signal__strength_scaled_score,60.0,60.0,,,20,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_rel_strength_HYG_13w__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__strength_scaled_score,60.0,60.0,,,12,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_rel_strength_SPY_13w__PAIR__int_credit_strength_x_trend,60.0,60.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_rel_strength_SPY_13w__PAIR__int_quality_x_highvol,60.0,60.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_trend_consistency_13w__PAIR__int_trend_consistency_x_lowdownsidevol,60.0,60.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__ooo3event_market_trend_recent_stress_filtered_event,60.0,60.0,,,7,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__z_mom_52w,60.0,60.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__z_rel_strength_TLT_13w,60.0,60.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__z_mom_52w,59.0,59.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_quality_quality_score_tradable__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__strength_scaled_score,59.0,59.0,,,21,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_trend_consistency_13w__PAIR__z_downside_vol_13w,59.0,59.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_quality_x_highvol__PAIR__ooo3_ggg1_trailing_vol_13w,58.0,58.0,,,22,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__zscore,58.0,58.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__z_l1_bab_bab_score_asset_class_neutral_tradable,58.0,58.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable,58.0,58.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_quality_quality_score_tradable__PAIR__ooo3_ggg1_trailing_vol_26w,58.0,58.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_ma_distance_26w__PAIR__z_l1_bab_bab_score_tradable,58.0,58.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__z_l1_carry_carry_score_asset_class_neutral_tradable,57.0,57.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__z_l1_xsmom_xsmom_score_tradable,57.0,57.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_quality_quality_score_tradable__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__abs_strength,57.0,57.0,,,19,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_quality_quality_score_tradable__PAIR__z_rel_strength_LQD_13w,57.0,57.0,,,9,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_rel_strength_HYG_13w__PAIR__int_calm_neutral_trend_x_relspy,57.0,57.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__strength_scaled_score,57.0,57.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_26w__PAIR__z_mom_26w,57.0,57.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_carry_x_lowvol__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,56.0,56.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_carry_x_lowvol__PAIR__z_l1_breadth_confirmation_breadth_confirmed_momentum_score_tradable,56.0,56.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_quality_x_highvol__PAIR__z_l1_carry_carry_yield_trailing_52w_tradable,56.0,56.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_real_asset_strength_x_stress__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,56.0,56.0,,,13,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_trend_consistency_x_lowdownsidevol__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__raw,56.0,56.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__strength_scaled_score__PAIR__z_l1_quality_quality_score_tradable,56.0,56.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__int_bab_x_highvol,56.0,56.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__int_credit_strength_x_trend,56.0,56.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__int_trend_consistency_x_lowdownsidevol,56.0,56.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__int_breadth_x_mom13,56.0,56.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_quality_quality_score_tradable__PAIR__z_l1_bab_bab_score_asset_class_neutral_tradable,56.0,56.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_carry_x_lowvol__PAIR__z_downside_vol_26w,55.0,55.0,,,11,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__strength_scaled_score,55.0,55.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__ooo3_market_trend_positive_signal__zscore,55.0,55.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_carry_x_lowvol__PAIR__int_trend_consistency_x_lowdownsidevol,54.0,54.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_quality_x_highvol__PAIR__int_efa_spy_strength_x_market_trend,54.0,54.0,,,13,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_trend_consistency_x_lowdownsidevol__PAIR__z_l1_carry_carry_score_tradable,54.0,54.0,,,21,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__int_quality_x_highvol,54.0,54.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__strength_scaled_score,54.0,54.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__int_ppp_equity_factor_x_lowvol_mom,54.0,54.0,,,12,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_quality_quality_score_tradable__PAIR__int_mom13_x_lowvol13,54.0,54.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_rel_strength_SPY_13w__PAIR__z_l1_carry_carry_score_tradable,54.0,54.0,,,12,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__ooo2_leadlag_GLD_minus_SPY_13w_signal,54.0,54.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__z_l1_multi_horizon_mom_multi_mom_equal_score_tradable,54.0,54.0,,,20,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_26w__PAIR__ooo2_leadlag_DBA_minus_SPY_13w_signal,54.0,54.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_26w__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__zscore,54.0,54.0,,,13,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_26w__PAIR__z_l1_multi_horizon_mom_multi_mom_invvol_score_tradable,54.0,54.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_carry_x_lowvol__PAIR__ooo2_breadth_ret13_positive_signal,53.0,53.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__strength_scaled_score,53.0,53.0,,,9,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_asset_class_neutral_tradable__PAIR__int_mom13_x_lowvol13,53.0,53.0,,,11,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_score_asset_class_neutral_tradable__PAIR__z_trend_consistency_13w,53.0,53.0,,,10,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_mom26_x_lowvol26__PAIR__int_bab_x_highvol,52.0,52.0,,,13,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_quality_x_highvol__PAIR__int_mom13_x_lowvol13,52.0,52.0,,,11,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_quality_x_highvol__PAIR__ooo3_leadlag_EFA_minus_SPY_13w_signal__percentile,52.0,52.0,,,13,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_real_asset_strength_x_stress__PAIR__z_drawdown_26w,52.0,52.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__z_l1_bab_bab_score_asset_class_neutral_tradable,52.0,52.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_13w__PAIR__z_vol_13w,52.0,52.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_score_asset_class_neutral_tradable__PAIR__z_l1_quality_quality_score_tradable,52.0,52.0,,,21,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_score_tradable__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__percentile,52.0,52.0,,,23,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_quality_quality_score_tradable__PAIR__z_l1_xsmom_xsmom_score_tradable,52.0,52.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_trend_consistency_13w__PAIR__z_l1_quality_quality_score_tradable,52.0,52.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_26w__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__abs_strength,52.0,52.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_26w__PAIR__ooo3_market_trend_positive_signal__strength_scaled_score,52.0,52.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_bab_x_highvol__PAIR__int_trend_consistency_x_lowdownsidevol,51.0,51.0,,,12,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_carry_x_lowvol__PAIR__z_drawdown_26w,51.0,51.0,,,20,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__z_l1_breadth_confirmation_breadth_confirmed_momentum_tradable,51.0,51.0,,,13,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__z_l1_quality_quality_score_asset_class_neutral_tradable,51.0,51.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__ooo3_ggg1_trailing_vol_26w,51.0,51.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_quality_quality_score_tradable__PAIR__z_l1_xsmom_xsmom_asset_class_neutral_tradable,51.0,51.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_26w__PAIR__int_mom26_x_ma_distance26,51.0,51.0,,,13,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_quality_x_highvol__PAIR__z_downside_vol_26w,50.0,50.0,,,11,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_real_asset_strength_x_stress__PAIR__ooo3_ggg1_trailing_vol_13w,50.0,50.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_trend_consistency_x_lowdownsidevol__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__zscore,50.0,50.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__raw,50.0,50.0,,,16,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__z_downside_vol_26w,50.0,50.0,,,12,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__z_mom_26w,50.0,50.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__z_mom_52w,50.0,50.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__int_credit_strength_x_trend,50.0,50.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_carry_carry_yield_trailing_52w_tradable__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__direction_strength,50.0,50.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_quality_quality_score_tradable__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__percentile,50.0,50.0,,,10,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_trend_consistency_13w__PAIR__ooo3_ggg1_trailing_vol_13w,50.0,50.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__ooo3_breadth_ret26_positive_signal,50.0,50.0,,,10,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__ooo3_leadlag_DBA_minus_SPY_13w_signal__zscore,50.0,50.0,,,17,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__ooo3_market_trend_positive_signal__strength_scaled_score,50.0,50.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_13w__PAIR__z_l1_xsmom_xsmom_asset_class_neutral_tradable,50.0,50.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_26w__PAIR__ooo3_ggg1_trailing_vol_26w,50.0,50.0,,,14,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_vol_26w__PAIR__z_l1_quality_quality_score_asset_class_neutral_tradable,50.0,50.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_carry_x_lowvol__PAIR__int_reversal_x_drawdown,49.0,49.0,,,11,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_downside_vol_26w__PAIR__int_mom26_x_lowvol26,49.0,49.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__int_mom13_x_drawdown_repair,49.0,49.0,,,12,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__raw,49.0,49.0,,,18,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_drawdown_26w__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__strength_scaled_score,49.0,49.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_bab_bab_score_tradable__PAIR__ooo2_leadlag_DBA_minus_SPY_13w_signal,49.0,49.0,,,15,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_l1_quality_quality_score_tradable__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__strength_scaled_score,49.0,49.0,,,12,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,z_rel_strength_SPY_13w__PAIR__ooo3_leadlag_GLD_minus_SPY_13w_signal__raw,49.0,49.0,,,9,tree_path_pair
target_etf_forward_risk_adjusted_top_quantile_8w,int_carry_x_lowvol__PAIR__ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__strength_scaled_score,48.0,48.0,,,13,tree_path_pair
