group,variant,window,metric,value
structure_sweep,naked_call_5otm,train,hit_rate,0.5467196819085487
structure_sweep,naked_call_5otm,train,n_weeks,1006.0
structure_sweep,naked_call_5otm,holdout,cagr,0.19107263485649195
structure_sweep,naked_call_5otm,holdout,ann_return,0.17850660775172023
structure_sweep,naked_call_5otm,holdout,ann_vol,0.0823384664773388
structure_sweep,naked_call_5otm,holdout,sharpe,2.3205755830912755
structure_sweep,naked_call_5otm,holdout,sortino,3.2284032375777585
structure_sweep,naked_call_5otm,holdout,max_drawdown,-0.07285258948618933
structure_sweep,naked_call_5otm,holdout,calmar,2.6227294898380187
structure_sweep,naked_call_5otm,holdout,var_5,-0.015663731761265055
structure_sweep,naked_call_5otm,holdout,cvar_5,-0.02294392987886044
structure_sweep,naked_call_5otm,holdout,hit_rate,0.6538461538461539
structure_sweep,naked_call_5otm,holdout,n_weeks,104.0
structure_sweep,naked_call_5otm,full,n_trades,27.0
structure_sweep,naked_call_5otm,full,option_hit_rate,0.1111111111111111
structure_sweep,naked_call_5otm,full,avg_trade_return,-0.5486366149611773
structure_sweep,naked_call_5otm,full,median_trade_return,-1.0
structure_sweep,naked_call_5otm,full,worst_trade_return,-1.0
structure_sweep,naked_call_5otm,full,best_trade_return,5.734661587297615
structure_sweep,naked_call_5otm,full,avg_premium_fraction,0.01
structure_sweep,naked_call_5otm,full,activations_per_year,1.2648648648648648
structure_sweep,naked_call_5otm,full,premium_spent_per_year,0.012648648648648649
structure_sweep,naked_call_5otm,full,avg_dte,60.0
structure_sweep,naked_call_5otm,full,avg_moneyness,0.050000000000000044
structure_sweep,naked_call_5otm,full,sharpe_ex_best,0.7765716597442343
ablation_sweep,L1,full,cagr,0.07134169431933501
ablation_sweep,L1,full,ann_return,0.09881871495358092
ablation_sweep,L1,full,ann_vol,0.23610462312932715
ablation_sweep,L1,full,sharpe,0.30216136123796844
ablation_sweep,L1,full,sortino,0.2868232264651618
ablation_sweep,L1,full,max_drawdown,-0.4472479059123209
ablation_sweep,L1,full,calmar,0.15951264025218476
ablation_sweep,L1,full,var_5,-0.024288065392348294
ablation_sweep,L1,full,cvar_5,-0.06965645067878397
ablation_sweep,L1,full,hit_rate,0.5333333333333333
ablation_sweep,L1,full,n_weeks,1110.0
ablation_sweep,L1,train,cagr,0.06034807312290891
ablation_sweep,L1,train,ann_return,0.0905182047801715
ablation_sweep,L1,train,ann_vol,0.24376108396839508
ablation_sweep,L1,train,sharpe,0.24757058075247712
ablation_sweep,L1,train,sortino,0.23434404150053392
ablation_sweep,L1,train,max_drawdown,-0.4472479059123209
ablation_sweep,L1,train,calmar,0.13493204177179452
ablation_sweep,L1,train,var_5,-0.02432385123292427
ablation_sweep,L1,train,cvar_5,-0.07170024134667526
ablation_sweep,L1,train,hit_rate,0.5238568588469185
ablation_sweep,L1,train,n_weeks,1006.0
ablation_sweep,L1,holdout,cagr,0.18374754780690794
ablation_sweep,L1,holdout,ann_return,0.1791101883617528
ablation_sweep,L1,holdout,ann_vol,0.142476404361963
ablation_sweep,L1,holdout,sharpe,1.2896700238173833
ablation_sweep,L1,holdout,sortino,1.4377553667627
ablation_sweep,L1,holdout,max_drawdown,-0.16263415769020995
ablation_sweep,L1,holdout,calmar,1.1298213758816604
ablation_sweep,L1,holdout,var_5,-0.01954702078892868
ablation_sweep,L1,holdout,cvar_5,-0.043950584994490415
ablation_sweep,L1,holdout,hit_rate,0.625
ablation_sweep,L1,holdout,n_weeks,104.0
ablation_sweep,L1,full,n_trades,130.0
ablation_sweep,L1,full,option_hit_rate,0.23076923076923078
ablation_sweep,L1,full,avg_trade_return,1.500774647044499
ablation_sweep,L1,full,median_trade_return,-1.0
ablation_sweep,L1,full,worst_trade_return,-1.0
ablation_sweep,L1,full,best_trade_return,74.86067770002067
ablation_sweep,L1,full,avg_premium_fraction,0.009999999999999998
ablation_sweep,L1,full,activations_per_year,6.09009009009009
ablation_sweep,L1,full,premium_spent_per_year,0.06090090090090089
ablation_sweep,L1,full,avg_dte,60.0
ablation_sweep,L1,full,avg_moneyness,0.050000000000000044
ablation_sweep,L1,full,sharpe_ex_best,0.11956517567527378
ablation_sweep,L2,full,cagr,0.07134169431933501
ablation_sweep,L2,full,ann_return,0.08177300328464733
ablation_sweep,L2,full,ann_vol,0.1587808233098229
ablation_sweep,L2,full,sharpe,0.44930926060339615
ablation_sweep,L2,full,sortino,0.4475713966921473
ablation_sweep,L2,full,max_drawdown,-0.30504018950116785
ablation_sweep,L2,full,calmar,0.23387637686693044
ablation_sweep,L2,full,var_5,-0.024917756706818017
ablation_sweep,L2,full,cvar_5,-0.05326124319335074
ablation_sweep,L2,full,hit_rate,0.5513513513513514
ablation_sweep,L2,full,n_weeks,1110.0
ablation_sweep,L2,train,cagr,0.06323535596522878
ablation_sweep,L2,train,ann_return,0.07420048279616873
ablation_sweep,L2,train,ann_vol,0.15889393141564181
ablation_sweep,L2,train,sharpe,0.39797212770709867
ablation_sweep,L2,train,sortino,0.3929273334169139
ablation_sweep,L2,train,max_drawdown,-0.30504018950116785
ablation_sweep,L2,train,calmar,0.2073017200410134
ablation_sweep,L2,train,var_5,-0.02267190507006378
ablation_sweep,L2,train,cvar_5,-0.05254006216717233
ablation_sweep,L2,train,hit_rate,0.5407554671968191
ablation_sweep,L2,train,n_weeks,1006.0
ablation_sweep,L2,holdout,cagr,0.1530166839363689
ablation_sweep,L2,holdout,ann_return,0.15502257647127687
ablation_sweep,L2,holdout,ann_vol,0.158084061730609
ablation_sweep,L2,holdout,sharpe,0.9679450430437738
ablation_sweep,L2,holdout,sortino,1.0846008429872973
ablation_sweep,L2,holdout,max_drawdown,-0.12345029947709263
ablation_sweep,L2,holdout,calmar,1.2395003056656222
ablation_sweep,L2,holdout,var_5,-0.031235377161124487
ablation_sweep,L2,holdout,cvar_5,-0.05276667769951212
ablation_sweep,L2,holdout,hit_rate,0.6538461538461539
ablation_sweep,L2,holdout,n_weeks,104.0
ablation_sweep,L2,full,n_trades,90.0
ablation_sweep,L2,full,option_hit_rate,0.2222222222222222
ablation_sweep,L2,full,avg_trade_return,0.9960884548507617
ablation_sweep,L2,full,median_trade_return,-1.0
ablation_sweep,L2,full,worst_trade_return,-1.0
ablation_sweep,L2,full,best_trade_return,23.946688501990014
ablation_sweep,L2,full,avg_premium_fraction,0.009999999999999998
ablation_sweep,L2,full,activations_per_year,4.216216216216216
ablation_sweep,L2,full,premium_spent_per_year,0.042162162162162155
ablation_sweep,L2,full,avg_dte,60.0
ablation_sweep,L2,full,avg_moneyness,0.05000000000000004
ablation_sweep,L2,full,sharpe_ex_best,0.3473264598395025
ablation_sweep,L3,full,cagr,0.07134169431933501
ablation_sweep,L3,full,ann_return,0.07465003936418518
ablation_sweep,L3,full,ann_vol,0.10625106682433356
ablation_sweep,L3,full,sharpe,0.6714444988800468
ablation_sweep,L3,full,sortino,0.7203061155642714
ablation_sweep,L3,full,max_drawdown,-0.23088551056191442
ablation_sweep,L3,full,calmar,0.3089916476166397
ablation_sweep,L3,full,var_5,-0.019147200934547
ablation_sweep,L3,full,cvar_5,-0.035386868959706254
ablation_sweep,L3,full,hit_rate,0.5594594594594594
ablation_sweep,L3,full,n_weeks,1110.0
ablation_sweep,L3,train,cagr,0.06022998151554648
ablation_sweep,L3,train,ann_return,0.06403005759626147
ablation_sweep,L3,train,ann_vol,0.10452818471397657
ablation_sweep,L3,train,sharpe,0.5762080503010311
ablation_sweep,L3,train,sortino,0.6150524943662647
ablation_sweep,L3,train,max_drawdown,-0.23088551056191442
ablation_sweep,L3,train,calmar,0.2608651420739335
ablation_sweep,L3,train,var_5,-0.018685037981310854
ablation_sweep,L3,train,cvar_5,-0.0346678254534031
ablation_sweep,L3,train,hit_rate,0.5487077534791253
ablation_sweep,L3,train,n_weeks,1006.0
ablation_sweep,L3,holdout,cagr,0.18502355307400298
ablation_sweep,L3,holdout,ann_return,0.1773779399269858
ablation_sweep,L3,holdout,ann_vol,0.12131006720261195
ablation_sweep,L3,holdout,sharpe,1.5252118586743244
ablation_sweep,L3,holdout,sortino,1.6732570470626391
ablation_sweep,L3,holdout,max_drawdown,-0.07883546230011196
ablation_sweep,L3,holdout,calmar,2.346958433117988
ablation_sweep,L3,holdout,var_5,-0.024638625001718633
ablation_sweep,L3,holdout,cvar_5,-0.038618497077257806
ablation_sweep,L3,holdout,hit_rate,0.6634615384615384
ablation_sweep,L3,holdout,n_weeks,104.0
ablation_sweep,L3,full,n_trades,36.0
ablation_sweep,L3,full,option_hit_rate,0.16666666666666666
ablation_sweep,L3,full,avg_trade_return,0.580131161056012
ablation_sweep,L3,full,median_trade_return,-1.0
ablation_sweep,L3,full,worst_trade_return,-1.0
ablation_sweep,L3,full,best_trade_return,22.03499771683979
ablation_sweep,L3,full,avg_premium_fraction,0.01
ablation_sweep,L3,full,activations_per_year,1.6864864864864864
ablation_sweep,L3,full,premium_spent_per_year,0.016864864864864864
ablation_sweep,L3,full,avg_dte,60.0
ablation_sweep,L3,full,avg_moneyness,0.050000000000000044
ablation_sweep,L3,full,sharpe_ex_best,0.565734457773361
ablation_sweep,L4,full,cagr,0.07134169431933501
ablation_sweep,L4,full,ann_return,0.07467957048060732
ablation_sweep,L4,full,ann_vol,0.10653237499658166
ablation_sweep,L4,full,sharpe,0.6696714902077812
ablation_sweep,L4,full,sortino,0.7200228717596149
ablation_sweep,L4,full,max_drawdown,-0.23088551056191442
ablation_sweep,L4,full,calmar,0.3089916476166397
ablation_sweep,L4,full,var_5,-0.019147200934547
ablation_sweep,L4,full,cvar_5,-0.035416076954747536
ablation_sweep,L4,full,hit_rate,0.5585585585585585
ablation_sweep,L4,full,n_weeks,1110.0
ablation_sweep,L4,train,cagr,0.05968463001582336
ablation_sweep,L4,train,ann_return,0.06353891433065322
ablation_sweep,L4,train,ann_vol,0.10475944363664083
ablation_sweep,L4,train,sharpe,0.5697303073013645
ablation_sweep,L4,train,sortino,0.6092006059571672
ablation_sweep,L4,train,max_drawdown,-0.23088551056191442
ablation_sweep,L4,train,calmar,0.2585031424040717
ablation_sweep,L4,train,var_5,-0.018685037981310854
ablation_sweep,L4,train,cvar_5,-0.034699896977370005
ablation_sweep,L4,train,hit_rate,0.547713717693837
ablation_sweep,L4,train,n_weeks,1006.0
ablation_sweep,L4,holdout,cagr,0.19093591382904873
ablation_sweep,L4,holdout,ann_return,0.18244399439266357
ablation_sweep,L4,holdout,ann_vol,0.12192480277769879
ablation_sweep,L4,holdout,sharpe,1.5660137189409729
ablation_sweep,L4,holdout,sortino,1.7259521889835596
ablation_sweep,L4,holdout,max_drawdown,-0.07883546230011196
ablation_sweep,L4,holdout,calmar,2.4219546414555317
ablation_sweep,L4,holdout,var_5,-0.024638625001718633
ablation_sweep,L4,holdout,cvar_5,-0.038618497077257806
ablation_sweep,L4,holdout,hit_rate,0.6634615384615384
ablation_sweep,L4,holdout,n_weeks,104.0
ablation_sweep,L4,full,n_trades,33.0
ablation_sweep,L4,full,option_hit_rate,0.18181818181818182
ablation_sweep,L4,full,avg_trade_return,0.7505031250508782
ablation_sweep,L4,full,median_trade_return,-1.0
ablation_sweep,L4,full,worst_trade_return,-1.0
ablation_sweep,L4,full,best_trade_return,22.03499771683979
ablation_sweep,L4,full,avg_premium_fraction,0.01
ablation_sweep,L4,full,activations_per_year,1.545945945945946
ablation_sweep,L4,full,premium_spent_per_year,0.01545945945945946
ablation_sweep,L4,full,avg_dte,60.0
ablation_sweep,L4,full,avg_moneyness,0.050000000000000044
ablation_sweep,L4,full,sharpe_ex_best,0.5638322457116571
ablation_sweep,L5,full,cagr,0.07134169431933501
ablation_sweep,L5,full,ann_return,0.07265723889284952
ablation_sweep,L5,full,ann_vol,0.0860049041071328
ablation_sweep,L5,full,sharpe,0.8295072828692138
ablation_sweep,L5,full,sortino,0.9867216910990612
ablation_sweep,L5,full,max_drawdown,-0.1885981900662791
ablation_sweep,L5,full,calmar,0.37827348340015027
ablation_sweep,L5,full,var_5,-0.017179236615332615
ablation_sweep,L5,full,cvar_5,-0.029480603814966106
ablation_sweep,L5,full,hit_rate,0.5567567567567567
ablation_sweep,L5,full,n_weeks,1110.0
ablation_sweep,L5,train,cagr,0.059672129251671535
ablation_sweep,L5,train,ann_return,0.06171502181993463
ablation_sweep,L5,train,ann_vol,0.0862766410762772
ablation_sweep,L5,train,sharpe,0.6916371396391683
ablation_sweep,L5,train,sortino,0.8120328977074089
ablation_sweep,L5,train,max_drawdown,-0.1885981900662791
ablation_sweep,L5,train,calmar,0.3163982073778171
ablation_sweep,L5,train,var_5,-0.017183143393868894
ablation_sweep,L5,train,cvar_5,-0.029981431569117412
ablation_sweep,L5,train,hit_rate,0.5467196819085487
ablation_sweep,L5,train,n_weeks,1006.0
ablation_sweep,L5,holdout,cagr,0.19107182035166081
ablation_sweep,L5,holdout,ann_return,0.17850214634816086
ablation_sweep,L5,holdout,ann_vol,0.08229120333917682
ablation_sweep,L5,holdout,sharpe,2.32189848487361
ablation_sweep,L5,holdout,sortino,3.2281239673321602
ablation_sweep,L5,holdout,max_drawdown,-0.07285258948618933
ablation_sweep,L5,holdout,calmar,2.622718309661214
ablation_sweep,L5,holdout,var_5,-0.01565909077372913
ablation_sweep,L5,holdout,cvar_5,-0.02294392987886044
ablation_sweep,L5,holdout,hit_rate,0.6538461538461539
ablation_sweep,L5,holdout,n_weeks,104.0
ablation_sweep,L5,full,n_trades,27.0
ablation_sweep,L5,full,option_hit_rate,0.1111111111111111
ablation_sweep,L5,full,avg_trade_return,-0.5248151836731
ablation_sweep,L5,full,median_trade_return,-1.0
ablation_sweep,L5,full,worst_trade_return,-1.0
ablation_sweep,L5,full,best_trade_return,5.736606162295116
ablation_sweep,L5,full,avg_premium_fraction,0.01
ablation_sweep,L5,full,activations_per_year,1.2648648648648648
ablation_sweep,L5,full,premium_spent_per_year,0.012648648648648649
ablation_sweep,L5,full,avg_dte,60.0
ablation_sweep,L5,full,avg_moneyness,0.050000000000000044
ablation_sweep,L5,full,sharpe_ex_best,0.776386057396712
