feature,split,train_mean,split_mean,train_std,split_std,z_shift,abs_z_shift,psi,missing_rate_train,missing_rate_split
mlx12_decision_focused_ret_13w,holdout,-0.0025052491989175857,0.004366576336990898,0.029649772167002833,0.005711987677197507,0.2317665544680348,0.2317665544680348,2.942117227012976,0.005324813631522897,0.0
xs_std_relative_strength_vs_BIL_4w,validation,0.040707879377555926,0.036608082376370574,0.01770556423135152,0.013735644958316296,-0.23155415707824648,0.23155415707824648,0.12806618807170456,0.41533546325878595,0.0
mlx5_sequence_vol_13w,holdout,0.12647556081114464,0.11134736374167524,0.06684630670707066,0.03797756230815257,-0.2263131325379449,0.2263131325379449,1.3867750389733406,0.005324813631522897,0.0
pct_positive_13w_return,holdout,0.6463506629547799,0.5974714935828603,0.219283094050456,0.20097636856520365,-0.22290441305371558,0.22290441305371558,0.20672497292236347,0.5559105431309904,0.012048192771084338
breadth_risk_off_z,validation,-0.03445397628202558,0.30320240466342063,1.5186420673637178,1.3346102929232537,0.22234099015286715,0.22234099015286715,3.0439161318671504,0.30564430244941426,0.0
google_fear_z_tradable,holdout,0.001265145965271131,0.25218471705750084,1.1492662846122244,1.269748862880998,0.21833022899205023,0.21833022899205023,0.6822257565059617,0.35782747603833864,0.012048192771084338
pct_above_50d_ma,holdout,0.6264579669211132,0.5790190213222888,0.22120141774814955,0.21085459984699698,-0.21446040482812995,0.21446040482812995,0.14328993962302805,0.5559105431309904,0.012048192771084338
pct_above_100d_ma,holdout,0.6509071719501082,0.6031024697039423,0.22309153252043867,0.2015352839972956,-0.21428290758541535,0.21428290758541535,0.22548567453088994,0.5559105431309904,0.012048192771084338
p_regime_confidence_refreshed,holdout,0.6998442427682674,0.7603825028694052,0.28984479206687574,0.35668116935117616,0.20886440521991462,0.20886440521991462,1.5120597827072582,0.2790202342917998,0.012048192771084338
xs_std_rolling_max_drawdown_26w,holdout,0.06807619959391334,0.07401102245958782,0.02859082985300596,0.02076039899711443,0.20757784563047624,0.20757784563047624,2.5782265407636187,0.012779552715654952,0.0
mlx6_transformer_ret_13w,validation,0.014455638557869728,0.0014684090318671144,0.06283442823442867,0.031370052788114035,-0.2066897064384611,0.2066897064384611,0.993592411356871,0.005324813631522897,0.0
xs_std_trailing_return_1w,holdout,0.02065742823829502,0.022641993124555043,0.009602558763360067,0.010798979721107483,0.2066704234950805,0.2066704234950805,0.11404388096996113,0.0010649627263045794,0.0
mlx6_transformer_ret_13w,holdout,0.014455638557869728,0.02743417238719547,0.06283442823442867,0.0520499099653829,0.20655131579942435,0.20655131579942435,0.26248581706064367,0.005324813631522897,0.0
xs_mean_drawdown_from_52w_high,holdout,-0.08818624636396415,-0.07135505311379454,0.08215354950169403,0.04889608127431256,0.20487481493203819,0.20487481493203819,0.38019682743686145,0.026624068157614485,0.0
mlx12_decision_focused_ret_13w,validation,-0.0025052491989175857,0.003491454866777518,0.029649772167002833,0.002186192018458154,0.20225126965288534,0.20225126965288534,8.003550006844417,0.005324813631522897,0.0
market_state_calm_trend,validation,0.19382321618743345,0.11538461538461539,0.39529201491327,0.31948553318915673,-0.1984320397163299,0.1984320397163299,,0.0,0.0
p_regime_confidence_blend25,validation,0.5471095147967321,0.5154854951187638,0.16160191770647714,0.15292206635762906,-0.1956908688138713,0.1956908688138713,1.852458401678061,0.2790202342917998,0.0
xs_std_trailing_return_4w,validation,0.03980759199499933,0.036608082376370574,0.016542969596032776,0.013735644958316296,-0.19340600247467302,0.19340600247467302,0.11688433097005937,0.004259850905218318,0.0
xs_std_relative_strength_vs_SPY_4w,validation,0.03980759199499933,0.036608082376370574,0.016542969596032776,0.013735644958316298,-0.19340600247467302,0.19340600247467302,0.11688433097005937,0.004259850905218318,0.0
xs_std_rolling_max_drawdown_26w,validation,0.06807619959391334,0.06258409137156587,0.02859082985300596,0.012634681303495699,-0.19209334778262985,0.19209334778262985,2.5400616603971273,0.012779552715654952,0.0
pct_above_200d_ma,holdout,0.6787499327086823,0.6323439177788005,0.2504819600431474,0.19465809580266014,-0.18526689475716357,0.18526689475716357,0.5148430406855836,0.5559105431309904,0.012048192771084338
pct_positive_26w_return,holdout,0.6714228934779303,0.6278506417139642,0.23799331284498898,0.19607233693423193,-0.1830818321872168,0.1830818321872168,0.35407760198339777,0.5559105431309904,0.012048192771084338
production_vol_13w,validation,0.06257237048337329,0.05557853566389789,0.03836709314769651,0.032279807992304246,-0.18228732608311482,0.18228732608311482,0.37595089145971683,0.2832800851970181,0.0
phase4b_ret_13w,validation,0.01625224551928152,0.01095128701268299,0.02966568392589902,0.027571310223941596,-0.178689913903203,0.178689913903203,0.10988642529179897,0.29073482428115016,0.0
market_state_neutral_mixed,validation,0.34824281150159747,0.4326923076923077,0.4764134294276982,0.49544896261493276,0.1772609481058437,0.1772609481058437,,0.0,0.0
xs_std_drawdown_from_52w_high,holdout,0.08458355928410745,0.09152676742841608,0.039501055324071443,0.019455064230443596,0.17577272524355883,0.17577272524355883,2.716867822405392,0.026624068157614485,0.0
canary_breadth_pair,holdout,0.6600294985250738,0.5990853658536586,0.34752984084863775,0.3963619835213308,-0.1753637400535013,0.1753637400535013,0.07092636962166735,0.2779552715654952,0.012048192771084338
SPY_vol_13w,holdout,0.1482703677603912,0.1632704717058387,0.08597991846241039,0.09215074548051919,0.17446055094836346,0.17446055094836346,0.1510133938082606,0.006389776357827476,0.0
xs_mean_trailing_return_52w,holdout,0.06838036431091692,0.09451104149176441,0.1506032213861887,0.11821194500598016,0.1735067612786392,0.1735067612786392,0.34668229440351034,0.055378061767838126,0.0
mlx9_ensemble_ret_13w,validation,0.017359058158198,0.011872000649019266,0.03204946387149804,0.02775820362002183,-0.17120590631965105,0.17120590631965105,0.19710723007435826,0.29073482428115016,0.0
xs_mean_corr_to_SPY_26w,holdout,0.6027833736266999,0.5856476315987743,0.1029906634522839,0.0836828010835151,-0.16638150928957396,0.16638150928957396,0.2975290169320086,0.013844515441959531,0.0
z_breadth_decay,validation,-0.05034061016902893,0.14561998646147345,1.1800045642606447,0.97230943168277,0.16606765987662547,0.16606765987662547,0.29838472557403173,0.3610223642172524,0.0
xs_std_realized_vol_13w,validation,0.09468465365651267,0.08937416623029616,0.03303202520238025,0.02450023619226898,-0.1607678425310066,0.1607678425310066,0.7516721278033368,0.007454739084132056,0.0
SPY_vol_13w,validation,0.1482703677603912,0.13446594062326925,0.08597991846241039,0.06070297825468331,-0.1605540850001751,0.1605540850001751,0.4035971938834181,0.006389776357827476,0.0
breadth_26w_mom,validation,0.5796460176991151,0.6201923076923077,0.2582546455690273,0.23383038856373578,0.15700120283937075,0.15700120283937075,0.18796593165229614,0.2779552715654952,0.0
SPY_ret_13w,validation,0.012608598920466053,0.02506925041353916,0.07943988355747886,0.06005340767851775,0.15685636653856852,0.15685636653856852,0.10689014307426928,0.013844515441959531,0.0
