target,model,bucket,n_obs,mean_prediction,positive_rate,avg_forward_return
stress_transition_4w,hist_gradient_depth3,8,84,0.15470314607840813,0.07142857142857142,0.0033867303337113013
stress_transition_4w,hist_gradient_depth3,9,85,0.5191710981735077,0.24705882352941178,0.002443296140706593
stress_transition_4w,logistic_sequence_l2,0,85,0.00022834217952203808,0.09411764705882353,0.006069352453891874
stress_transition_4w,logistic_sequence_l2,1,85,0.0011073700798859174,0.07058823529411765,0.011215721508887047
stress_transition_4w,logistic_sequence_l2,2,84,0.0030580086638829127,0.03571428571428571,0.013211529577852437
stress_transition_4w,logistic_sequence_l2,3,85,0.01077287580604648,0.10588235294117647,0.0034748723307195693
stress_transition_4w,logistic_sequence_l2,4,84,0.0260140657929034,0.14285714285714285,-4.1095008851780674e-06
stress_transition_4w,logistic_sequence_l2,5,85,0.04506158667812037,0.047058823529411764,0.00478441116327701
stress_transition_4w,logistic_sequence_l2,6,84,0.07299429410963691,0.10714285714285714,0.0050938134483122085
stress_transition_4w,logistic_sequence_l2,7,85,0.1167945592024178,0.08235294117647059,0.005172367552181302
stress_transition_4w,logistic_sequence_l2,8,84,0.19939451978815403,0.13095238095238096,0.0046473983091526476
stress_transition_4w,logistic_sequence_l2,9,85,0.43466286422052036,0.16470588235294117,0.0024931859938480605
stress_transition_4w,logistic_sequence_plus_l2b,0,85,7.77963672291859e-05,0.12941176470588237,0.0056167354050674165
stress_transition_4w,logistic_sequence_plus_l2b,1,85,0.0005441030175120848,0.011764705882352941,0.009239126930706896
stress_transition_4w,logistic_sequence_plus_l2b,2,84,0.0017511428640554897,0.05952380952380952,0.009787644565453099
stress_transition_4w,logistic_sequence_plus_l2b,3,85,0.005529700226802067,0.047058823529411764,0.00963196072593854
stress_transition_4w,logistic_sequence_plus_l2b,4,84,0.015907169829764794,0.14285714285714285,0.005903860422270589
stress_transition_4w,logistic_sequence_plus_l2b,5,85,0.03407985167877393,0.11764705882352941,-0.0004737710742871842
stress_transition_4w,logistic_sequence_plus_l2b,6,84,0.061930546972431326,0.13095238095238096,0.006020925705371307
stress_transition_4w,logistic_sequence_plus_l2b,7,85,0.12207643241492845,0.07058823529411765,0.0025390090234111355
stress_transition_4w,logistic_sequence_plus_l2b,8,84,0.31893900223377925,0.09523809523809523,0.004284826136874213
stress_transition_4w,logistic_sequence_plus_l2b,9,85,0.6870916709343725,0.17647058823529413,0.0036440911728490497
stress_transition_4w,logistic_sequence_plus_qqq,0,85,8.372908941592842e-05,0.11764705882352941,0.006943418612042302
stress_transition_4w,logistic_sequence_plus_qqq,1,85,0.00065951820391776,0.08235294117647059,0.007852863475992277
stress_transition_4w,logistic_sequence_plus_qqq,2,84,0.0023888318541252997,0.011904761904761904,0.01168896372277214
stress_transition_4w,logistic_sequence_plus_qqq,3,85,0.00987881445039922,0.058823529411764705,0.00827640921568091
stress_transition_4w,logistic_sequence_plus_qqq,4,84,0.025651214200763866,0.15476190476190477,0.0010966393441366872
stress_transition_4w,logistic_sequence_plus_qqq,5,85,0.050118587471789273,0.15294117647058825,0.002862465088755175
stress_transition_4w,logistic_sequence_plus_qqq,6,84,0.08114557521108558,0.07142857142857142,0.004762312742273504
stress_transition_4w,logistic_sequence_plus_qqq,7,85,0.12222646938995294,0.11764705882352941,0.006569718747754452
stress_transition_4w,logistic_sequence_plus_qqq,8,84,0.20965498323170853,0.03571428571428571,0.004165934371817582
stress_transition_4w,logistic_sequence_plus_qqq,9,85,0.45812291104338304,0.17647058823529413,0.0019252906730303932
stress_transition_4w,random_forest_depth4,0,85,0.02742896532463483,0.12941176470588237,0.00492525766707875
stress_transition_4w,random_forest_depth4,1,85,0.04167367798125329,0.011764705882352941,0.008532403650952945
stress_transition_4w,random_forest_depth4,2,84,0.0512202216194953,0.011904761904761904,0.008742984397416572
stress_transition_4w,random_forest_depth4,3,85,0.06001359697407175,0.047058823529411764,0.005437068570971469
stress_transition_4w,random_forest_depth4,4,84,0.07351059155647661,0.08333333333333333,0.006832124068111908
stress_transition_4w,random_forest_depth4,5,85,0.08805753980094828,0.023529411764705882,0.007028523464867864
stress_transition_4w,random_forest_depth4,6,84,0.10755673201210766,0.11904761904761904,0.005392857369160001
stress_transition_4w,random_forest_depth4,7,85,0.14130033037231926,0.15294117647058825,0.0035770290438172335
stress_transition_4w,random_forest_depth4,8,84,0.20309012032744184,0.19047619047619047,0.0016230544350332482
stress_transition_4w,random_forest_depth4,9,85,0.2835285818003743,0.21176470588235294,0.004063032974948041
stress_transition_8w,decision_tree_depth3,0,338,0.010642044225870822,0.15384615384615385,0.014223521727006137
stress_transition_8w,decision_tree_depth3,1,83,0.062224503342273266,0.012048192771084338,0.019055307181428928
stress_transition_8w,decision_tree_depth3,2,84,0.1275302645075546,0.21428571428571427,0.014148352963901014
stress_transition_8w,decision_tree_depth3,3,87,0.18763710203797698,0.3103448275862069,0.0022399403286277432
stress_transition_8w,decision_tree_depth3,4,84,0.23562617102632383,0.08333333333333333,0.007708858976034269
stress_transition_8w,decision_tree_depth3,5,84,0.41135380203238303,0.11904761904761904,0.006866027999972195
stress_transition_8w,decision_tree_depth3,6,82,0.7981965193877278,0.2804878048780488,0.007013181370910678
stress_transition_8w,hist_gradient_depth3,0,86,0.0024529890441744085,0.11627906976744186,0.012441493656205574
stress_transition_8w,hist_gradient_depth3,1,83,0.004784997521340652,0.04819277108433735,0.017543073376412033
stress_transition_8w,hist_gradient_depth3,2,84,0.00814352719601337,0.05952380952380952,0.02598191186683058
stress_transition_8w,hist_gradient_depth3,3,87,0.01253417089584491,0.11494252873563218,0.0060720713649088974
stress_transition_8w,hist_gradient_depth3,4,81,0.018436783722633583,0.18518518518518517,0.015088888530150042
stress_transition_8w,hist_gradient_depth3,5,84,0.030450972386967527,0.14285714285714285,0.010436941753584773
stress_transition_8w,hist_gradient_depth3,6,84,0.0563382839544051,0.2261904761904762,0.010316297289734854
stress_transition_8w,hist_gradient_depth3,7,85,0.11465970550125996,0.2,0.0021058248245310733
stress_transition_8w,hist_gradient_depth3,8,83,0.31339016131021236,0.21686746987951808,0.00833153333772962
stress_transition_8w,hist_gradient_depth3,9,85,0.8156861042727461,0.32941176470588235,0.005871410562467889
stress_transition_8w,logistic_sequence_l2,0,85,0.0003495744977022589,0.11764705882352941,0.0231516070025222
stress_transition_8w,logistic_sequence_l2,1,84,0.001867820506411386,0.03571428571428571,0.023551985649062003
stress_transition_8w,logistic_sequence_l2,2,84,0.00609655880910879,0.14285714285714285,0.011048833879688877
stress_transition_8w,logistic_sequence_l2,3,84,0.028251344745174444,0.2857142857142857,0.0013276754815911588
stress_transition_8w,logistic_sequence_l2,4,84,0.0642317064877493,0.15476190476190477,0.009389019240135356
stress_transition_8w,logistic_sequence_l2,5,84,0.10512799864256885,0.23809523809523808,0.008820259006095298
stress_transition_8w,logistic_sequence_l2,6,84,0.1509131833500877,0.09523809523809523,0.01281037272565869
stress_transition_8w,logistic_sequence_l2,7,84,0.22599733944526096,0.14285714285714285,0.008170397558181766
stress_transition_8w,logistic_sequence_l2,8,84,0.33382358331807777,0.23809523809523808,0.011090558737421522
stress_transition_8w,logistic_sequence_l2,9,85,0.6368358161130662,0.18823529411764706,0.004263499872843461
stress_transition_8w,logistic_sequence_plus_l2b,0,85,7.939604617354228e-05,0.047058823529411764,0.01304514402935847
stress_transition_8w,logistic_sequence_plus_l2b,1,84,0.0007730868910242354,0.05952380952380952,0.016808897175928084
stress_transition_8w,logistic_sequence_plus_l2b,2,84,0.003681909320889673,0.14285714285714285,0.021270735746907885
stress_transition_8w,logistic_sequence_plus_l2b,3,84,0.010033297017188577,0.16666666666666666,0.013583553079839375
stress_transition_8w,logistic_sequence_plus_l2b,4,84,0.022049419791232334,0.13095238095238096,0.010827782502393492
stress_transition_8w,logistic_sequence_plus_l2b,5,84,0.045098448001152744,0.21428571428571427,0.006102745172445969
stress_transition_8w,logistic_sequence_plus_l2b,6,84,0.09338737504735663,0.21428571428571427,0.010714241014199124
stress_transition_8w,logistic_sequence_plus_l2b,7,84,0.238305340865525,0.21428571428571427,0.009270104268393305
stress_transition_8w,logistic_sequence_plus_l2b,8,84,0.5491591575338229,0.25,0.007430561342227743
stress_transition_8w,logistic_sequence_plus_l2b,9,85,0.8600758615333478,0.2,0.004685733268853948
stress_transition_8w,logistic_sequence_plus_qqq,0,85,0.00012434953277928388,0.12941176470588237,0.018788839471914353
stress_transition_8w,logistic_sequence_plus_qqq,1,84,0.001169785224021401,0.023809523809523808,0.02198193643319854
stress_transition_8w,logistic_sequence_plus_qqq,2,84,0.006022509962516947,0.14285714285714285,0.017292407944815114
stress_transition_8w,logistic_sequence_plus_qqq,3,84,0.026225301407047513,0.21428571428571427,0.0058401134897218265
stress_transition_8w,logistic_sequence_plus_qqq,4,84,0.0618267833834563,0.25,0.0048099185761465175
stress_transition_8w,logistic_sequence_plus_qqq,5,84,0.11298724808120446,0.10714285714285714,0.010519262269131349
stress_transition_8w,logistic_sequence_plus_qqq,6,84,0.16727977736429925,0.15476190476190477,0.01167519017325718
stress_transition_8w,logistic_sequence_plus_qqq,7,84,0.23980574566000185,0.13095238095238096,0.007813904336222035
stress_transition_8w,logistic_sequence_plus_qqq,8,84,0.36766901859014495,0.2857142857142857,0.010793020289252544
stress_transition_8w,logistic_sequence_plus_qqq,9,85,0.6958457038880501,0.2,0.004162753242880998
stress_transition_8w,random_forest_depth4,0,85,0.05163748732845499,0.29411764705882354,0.009236350759204663
stress_transition_8w,random_forest_depth4,1,85,0.08591863449745538,0.0,0.01582690015013065
stress_transition_8w,random_forest_depth4,2,83,0.10412872366193474,0.0,0.023425562142145334
stress_transition_8w,random_forest_depth4,3,84,0.11847148557764087,0.16666666666666666,0.007945006584635142
stress_transition_8w,random_forest_depth4,4,84,0.13670550939279838,0.11904761904761904,0.011765307683959444
stress_transition_8w,random_forest_depth4,5,84,0.16372070587963294,0.08333333333333333,0.012880725615816031
stress_transition_8w,random_forest_depth4,6,84,0.19583263167580586,0.17857142857142858,0.00921788738393967
stress_transition_8w,random_forest_depth4,7,84,0.2403316569510243,0.25,0.012082628703940565
stress_transition_8w,random_forest_depth4,8,84,0.32580051619864897,0.19047619047619047,0.0062544953514248785
stress_transition_8w,random_forest_depth4,9,85,0.4618468209921537,0.35294117647058826,0.005233910346594216
