cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256,first_recent_decision,last_recent_decision,recent_decision_rows,symbol_count,recovered_symbol,symbol_unique_across_recovered_ciks
0001630472,"TPG RE FINANCE TRUST, INC.",finance_insurance_real_estate,0001630472-26-000004,2026-02-18 00:00:00+00:00,TRTX,xbrl_symbol_recovered,trtx-20251231.htm,192318bc23463bddbba484d3af672023bf0d8d88a179bec984f4ac04c75926ff,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,TRTX,True
0001631596,KKR REAL ESTATE FINANCE TRUST INC.,finance_insurance_real_estate,0001628280-26-005092,2026-02-04 00:00:00+00:00,KREF,xbrl_symbol_recovered,kref-20251231.htm,e60d9bf56eeeb582843230f055b3368891b8a6eb8ab652386de209a6fd6aeff6,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,KREF,True
0001635984,"NATIONAL WESTERN LIFE GROUP, INC.",finance_insurance_real_estate,0001635984-24-000015,2024-05-10 00:00:00+00:00,NWLI,xbrl_symbol_recovered,nwli-20240331.htm,582ad9b32eade093283035abd116b9053590b9b0b8ccfb8354c1abb1816c1ca1,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,1,NWLI,True
0001642081,"ALLEGIANCE BANCSHARES, INC.",finance_insurance_real_estate,0001642081-22-000050,2022-07-30 00:00:00+00:00,ABTX,xbrl_symbol_recovered,abtx-20220630.htm,750d81413c0fe2895dc1624c3a78f541946ae2c439c4248428f81ee5326646f8,2023-01-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,4,1,ABTX,True
0001651052,FOCUS FINANCIAL PARTNERS INC.,finance_insurance_real_estate,0001558370-23-013048,2023-08-04 00:00:00+00:00,FOCS,xbrl_symbol_recovered,focs-20230630x10q.htm,6bacf0b87794770c9571c950812b0aceb82fa109a4d1b9c03a4ebe5b28d23821,2023-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,8,1,FOCS,True
0001651094,"ELEVATE CREDIT, INC.",finance_insurance_real_estate,0001651094-22-000057,2022-11-10 00:00:00+00:00,ELVT,xbrl_symbol_recovered,elvt-20220930.htm,0bde366e534509c80c7bf121af65310e2e70087986400bec380d69972f246427,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,ELVT,True
0001656936,MGM GROWTH PROPERTIES LLC,finance_insurance_real_estate,0001656936-22-000012,2022-04-22 00:00:00+00:00,MGP,xbrl_symbol_recovered,mgp-20220331.htm,1e9a9ad96bdd40a44a1f171a282c93da87abc425d7f2753c93e5c695504dbae3,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1,MGP,True
0001667161,"RANDOLPH BANCORP, INC.",finance_insurance_real_estate,0001564590-21-054464,2021-11-05 00:00:00+00:00,RNDB,xbrl_symbol_recovered,rndb-10q_20210930.htm,db0120ddcb7319ac04d06e482d038cf0ec03ec60a408281f5950f78cfc3e1ea9,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1,RNDB,True
0001671284,BRIGHT HEALTH GROUP INC.,finance_insurance_real_estate,0001671284-23-000062,2023-11-10 00:00:00+00:00,BHG,xbrl_symbol_recovered,bhg-20230930.htm,f5ccb7a4b72bf3d435b5c51e15b7eedac547f315613962cd74153f25fa643ac0,2023-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,8,1,BHG,True
0001676479,"CAPSTAR FINANCIAL HOLDINGS, INC.",finance_insurance_real_estate,0000950170-24-030078,2024-03-13 00:00:00+00:00,CSTR,xbrl_symbol_recovered,cstr-20231231.htm,c1f28c6d887d07e5c59bbc5d634a43615a2093822c81a03ad9f203acb04c1788,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,1,CSTR,True
0001680379,"STERLING BANCORP, INC.",finance_insurance_real_estate,0001410578-25-000346,2025-03-15 00:00:00+00:00,SBT,xbrl_symbol_recovered,sbt-20241231x10k.htm,94e034d08effe0063ae5a0760111d997f87151853c118639001d3830babbc5d2,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,13,1,SBT,True
0001688852,SAFEHOLD INC.,finance_insurance_real_estate,0001558370-23-001306,2023-02-16 00:00:00+00:00,SAFE,xbrl_symbol_recovered,tmb-20221231x10k.htm,dd1b86c9eeabb4b21dd869393e15a403aab61df3cd0f9b6811230a842db93a27,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,6,1,SAFE,True
0001689731,"SOUTHERN STATES BANCSHARES, INC.",finance_insurance_real_estate,0001628280-25-022111,2025-05-06 00:00:00+00:00,SSBK,xbrl_symbol_recovered,ssbk-20250331.htm,0459d1fdac49387f82ae130a76a1ecf7c658173c272e818c5166e38a04fa4d3a,2025-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,5,1,SSBK,True
0001707178,COREPOINT LODGING INC.,finance_insurance_real_estate,0001707178-21-000072,2021-11-09 00:00:00+00:00,CPLG,xbrl_symbol_recovered,cplg-20210930.htm,ffd01a8621c8a42fc1e73d8566d2e051c48928715c31b46bfa420b968dd6c0e3,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,1,CPLG,True
0001711291,CURO GROUP HOLDINGS CORP.,finance_insurance_real_estate,0001711291-23-000107,2023-11-03 00:00:00+00:00,CURO,xbrl_symbol_recovered,curo-20230930.htm,368ebdf58ef75aa1431d08fa1f1f67ff9a789f7188b0eb3e4e96bdb2ef36b662,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,1,CURO,True
0001723596,"COLUMBIA FINANCIAL, INC.",finance_insurance_real_estate,0001723596-26-000010,2026-03-07 00:00:00+00:00,CLBK,xbrl_symbol_recovered,clbk-20251231.htm,97604cb102e4364b4fcc4953855787e70086508b7b28003ce33f216bb7c2b9a8,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,CLBK,True
0001756701,"LINKBANCORP, INC.",finance_insurance_real_estate,0001193125-26-104211,2026-03-13 00:00:00+00:00,LNKB,xbrl_symbol_recovered,lnkb-20251231.htm,3a4022d6f918bc19f697826236afd065bd28d26649f64a461f45c513fbbd31aa,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,1,1,LNKB,True
0001769617,"HARBORONE BANCORP, INC.",finance_insurance_real_estate,0001558370-25-010278,2025-08-06 00:00:00+00:00,HONE,xbrl_symbol_recovered,hone-20250630x10q.htm,71f08a81a391e77e72ffdb4a9705207a6e8bb22d54240719ae1171a4cf36949f,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,HONE,True
0001784797,BROADMARK REALTY CAPITAL INC.,finance_insurance_real_estate,0000950170-23-019624,2023-05-10 00:00:00+00:00,BRMK,xbrl_symbol_recovered,brmk-20230331.htm,b6f9d412fb6d0a95bb50d84b0c2ceefeb8fa10b9eed685a7d140669966d59a24,2023-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,7,1,BRMK,True
0001801075,AMERICAN NATIONAL GROUP INC,finance_insurance_real_estate,0001801075-22-000015,2022-05-06 00:00:00+00:00,ANAT,xbrl_symbol_recovered,anat-20220331.htm,6281945facca6cacb64a7c566cbf430757b805a698134f51a5f9cb7faf03eebb,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,1,ANAT,True
0001801754,"TREAN INSURANCE GROUP, INC.",finance_insurance_real_estate,0001801754-23-000004,2023-03-17 00:00:00+00:00,TIG,xbrl_symbol_recovered,tig-20221231.htm,de2dfc673b466460a37ebf06d2ef1e3b87bb77dc1ca0755532f457c7bedf77c2,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,6,1,TIG,True
0001806201,OPEN LENDING CORP,finance_insurance_real_estate,0001628280-25-050208,2025-11-07 00:00:00+00:00,LPRO,xbrl_symbol_recovered,lpro-20250930.htm,c5e0322d4166f221d8a855fcad5e53c13e108eef9c98152f687a5624f7d46306,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,LPRO,True
0001807846,MONEYLION INC.,finance_insurance_real_estate,0000950170-25-026108,2025-02-26 00:00:00+00:00,ML,xbrl_symbol_recovered,ml-20241231.htm,5de70b696e86b41e74d33868d0e01f23cc3115e59798b748f2102b0ca0a7e6e8,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,13,1,ML,True
0001808220,"GOHEALTH, INC.",finance_insurance_real_estate,0001808220-24-000130,2024-11-08 00:00:00+00:00,GOCO,xbrl_symbol_recovered,goco-20240930.htm,346653c82a6368adadec69511d89f82c1e4cbae0e749a2236fd8b64be2f229fb,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,11,1,GOCO,True
0001810739,"RADIUS GLOBAL INFRASTRUCTURE, INC.",finance_insurance_real_estate,0000950170-23-040383,2023-08-10 00:00:00+00:00,RADI,xbrl_symbol_recovered,radi-20230630.htm,91a58071e20f5a03f9ce6b5397412d55bd99a286f7370aec26fa70858fd61340,2023-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,8,1,RADI,True
0001813756,WEWORK INC.,finance_insurance_real_estate,0001813756-23-000059,2023-08-09 00:00:00+00:00,WE,xbrl_symbol_recovered,we-20230630.htm,c8d37152d3bc3fea57533b206c0396c9340d3380d8e6ae1c347ae2eaa631a9f5,2023-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,7,1,WE,True
0001818212,COHN ROBBINS HOLDINGS CORP.,finance_insurance_real_estate,0001213900-22-074707,2022-11-24 00:00:00+00:00,CRHC,xbrl_symbol_recovered,f10q0922_cohnrobbin.htm,c2c85856c05897ac9ee6cfc8f5ccd51285b4052d2da2ca579dd3027c26c7e85f,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,CRHC,True
0001820302,"BAKKT, INC.",finance_insurance_real_estate,0001628280-26-019870,2026-03-20 00:00:00+00:00,BKKT,xbrl_symbol_recovered,bakkt-20251231.htm,560f2cb688021667f948ec453056ede5f73de40b3f4ea62c0d2e303df01ad9b9,2025-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,5,1,BKKT,True
0001820877,APARTMENT INCOME REIT CORP.,finance_insurance_real_estate,0001628280-24-021680,2024-05-09 00:00:00+00:00,AIRC,xbrl_symbol_recovered,airc-20240331.htm,1fa40fa06c79e9cec760f9d6ab64e67ef7312c6d18845624cf1592470c9d5eff,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,1,AIRC,True
0001821160,GUILD HOLDINGS CO,finance_insurance_real_estate,0001628280-25-050292,2025-11-07 00:00:00+00:00,GHLD,xbrl_symbol_recovered,ghld-20250930.htm,bfaae1abd45da03a960ab0808b6091383b151eca1395bc4464f7db05d48e8d84,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,GHLD,True
0001822993,JACKSON FINANCIAL INC.,finance_insurance_real_estate,0001822993-26-000022,2026-02-25 00:00:00+00:00,JXN,xbrl_symbol_recovered,jxn-20251231.htm,5deb1cc1ff458ef1f4d57a91069749d938119160e5e61e1c5f333a378f8e22ec,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,13,1,JXN,True
0001825024,OFFERPAD SOLUTIONS INC.,finance_insurance_real_estate,0000950170-24-120899,2024-11-05 00:00:00+00:00,OPAD,xbrl_symbol_recovered,opad-20240930.htm,e0fa753f7a2a0b5f5d0e2b81fe8f80bf11345c1f66618a9eb3b69490dca5fd68,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,1,OPAD,True
0001827821,"FORGE GLOBAL HOLDINGS, INC.",finance_insurance_real_estate,0001628280-23-037408,2023-11-08 00:00:00+00:00,FRGE,xbrl_symbol_recovered,forge-20230930.htm,8906e62f9c65a9c25c692c81b74dd8c6044628bbf32ae2dae314cff2e99a8da7,2023-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,8,1,FRGE,True
0001854401,BRIDGE INVESTMENT GROUP HOLDINGS INC.,finance_insurance_real_estate,0001854401-25-000121,2025-08-09 00:00:00+00:00,BRDG,xbrl_symbol_recovered,brdg-20250630.htm,208ffb9d856bf51442e67e8e5030ea6aa11dd9dc8511aa76e05caf2847b9287f,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,13,1,BRDG,True
0002082866,"PINNACLE FINANCIAL PARTNERS, INC.",finance_insurance_real_estate,0002082866-26-000018,2026-03-03 00:00:00+00:00,PNFP,xbrl_symbol_recovered,pnfp-20251231.htm,08c84a8743638e71db0f95fd6a96dda135cd7fcd13472173fd4ccbb72175bd91,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,1,1,PNFP,True
0000008063,ASTRONICS CORP,manufacturing,0000008063-26-000021,2026-02-27 00:00:00+00:00,ATRO,xbrl_symbol_recovered,atro-20251231.htm,606a993d14fccdbb84c77b4c41fabfa6e14b932eec296a8db6d986230cb0f485,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,ATRO,True
0000009984,BARNES GROUP INC,manufacturing,0000009984-24-000136,2024-10-30 00:00:00+00:00,B,xbrl_symbol_recovered,b-20240930.htm,41e04abded655e159a4cee5f901827d825f11196f1eef7e6d186ea9d47e52123,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,1,B,True
0000034563,FARMER BROTHERS CO,manufacturing,0000034563-24-000046,2024-05-10 00:00:00+00:00,FARM,xbrl_symbol_recovered,farm-20240331.htm,c3cf2c923804657f38999ce5d7d68fade1f8b718640f6304007bc445ee0defce,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,1,FARM,True
0000040888,"AEROJET ROCKETDYNE HOLDINGS, INC.",manufacturing,0000040888-23-000021,2023-05-05 00:00:00+00:00,AJRD,xbrl_symbol_recovered,ajrd-20230331.htm,0b047865d075ef620d583d10b4011273f9d93149ae79a586e2b1931281a65a20,2023-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,7,1,AJRD,True
0000051434,INTERNATIONAL PAPER CO /NEW/,manufacturing,0000051434-26-000055,2026-02-28 00:00:00+00:00,IP,xbrl_symbol_recovered,ip-20251231.htm,f81a5e72cfc20829a2984477372a6ffa82b0505f170fc359bbe2b183df3f10bd,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,IP,True
0000054381,KAMAN CORP,manufacturing,0000054381-24-000005,2024-02-23 00:00:00+00:00,KAMN,xbrl_symbol_recovered,kamn-20231231.htm,07d0a22050bf9d21731f7c204a285b9f22d8b6dde5390041c87bff8f99b59c52,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,1,KAMN,True
0000055067,KELLANOVA,manufacturing,0000055067-25-000191,2025-10-31 00:00:00+00:00,K,xbrl_symbol_recovered,k-20250927.htm,4523bcdabe62e380aae066b46b36b138611e6fe8cdbb59b8a7491566488c7ad4,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,K,True
0000055772,KIMBALL INTERNATIONAL INC,manufacturing,0000055772-23-000081,2023-05-09 00:00:00+00:00,KBAL,xbrl_symbol_recovered,kbal-20230331.htm,adc2aee84d669bcc1714bb8cd8f3c848e9fe0ad1efd5e0596e8fe1ebc79d1356,2023-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,7,1,KBAL,True
0000059440,VECTOR GROUP LTD,manufacturing,0000059440-24-000025,2024-08-03 00:00:00+00:00,VGR,xbrl_symbol_recovered,vgr-20240630.htm,fd1722ba8a7bbf009a1eca234b6179e3ff74a7ab1da73d11485acf3b4ba6a719,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,1,VGR,True
0000066570,MSA SAFETY INC,manufacturing,0000066570-26-000005,2026-02-13 00:00:00+00:00,MSA,xbrl_symbol_recovered,msa-20251231.htm,66d93ab18050c32cf312ea3189d74ebfdd07c809052d3d49f1a55fc3975c2b6d,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,MSA,True
0000072573,MOVADO GROUP INC,manufacturing,0001193125-26-115298,2026-03-20 00:00:00+00:00,MOV,xbrl_symbol_recovered,mov-20260131.htm,ac2554dfb04df89addf2190754105c54ab6d2aaa38314e8e586b9034526dc495,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,MOV,True
0000098677,TOOTSIE ROLL INDUSTRIES INC,manufacturing,0001104659-26-021621,2026-02-28 00:00:00+00:00,TR,xbrl_symbol_recovered,tr-20251231x10k.htm,5b19888d1abb468ee09f56200b22781aa663e92b8e12d5c3f197d3c3297e62af,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,TR,True
0000106640,WHIRLPOOL CORP /DE/,manufacturing,0000106640-26-000009,2026-02-12 00:00:00+00:00,WHR,xbrl_symbol_recovered,whr-20251231.htm,37fa04aed5ae46b9b4f56145593e92f1c567450f890baf5d17d8a252954e9bd2,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,WHR,True
0000355019,FONAR CORP,manufacturing,0001731122-26-000238,2026-02-14 00:00:00+00:00,FONR,xbrl_symbol_recovered,fonar_10-q.htm,73038ed5ece70114c16d9870311304dca97371584c54f108294ec634e313f2d2,2025-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,6,1,FONR,True
0000701288,ATRION CORP,manufacturing,0001654954-24-005963,2024-05-11 00:00:00+00:00,ATRI,xbrl_symbol_recovered,atri_10q.htm,49b3ebcbbd9e1f0c1e3244dd2f6027dd323cf2a4047165d9cea0d8612401a51e,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,1,ATRI,True
0000704562,"AVID BIOSERVICES, INC.",manufacturing,0001683168-24-008620,2024-12-11 00:00:00+00:00,CDMO,xbrl_symbol_recovered,avid_i10q-103124.htm,abecc074351bf5090770bde211818f12b7d90edf6174fa5647d64846be9b5a9e,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,1,CDMO,True
0000742112,INVACARE CORP,manufacturing,0000742112-22-000085,2022-11-08 00:00:00+00:00,IVC,xbrl_symbol_recovered,ivc-20220930.htm,3475c9b7ee0083404c0613e51be75b08ea01a6f0de2f78d5bb9e570bb055e9fe,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,IVC,True
0000743238,"SHYFT GROUP, INC.",manufacturing,0001437749-25-012861,2025-04-25 00:00:00+00:00,SHYF,xbrl_symbol_recovered,shyf20250331c_10q.htm,21e25c475c368bd70e00aa613f4bcc4630838c617254430994b59a0d8b1ae887,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,SHYF,True
0000794172,MERIDIAN BIOSCIENCE INC,manufacturing,0001193125-23-029272,2023-02-10 00:00:00+00:00,VIVO,xbrl_symbol_recovered,d436284d10q.htm,43fe74734e1a6f7f7d78e3b3803c21e67903ec0c64399883ccb56fd76cc2ac6c,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,6,1,VIVO,True
0000794619,AMERICAN WOODMARK CORP,manufacturing,0000794619-26-000005,2026-02-27 00:00:00+00:00,AMWD,xbrl_symbol_recovered,amwd-20260131.htm,3757f79a25248f9ee072c7b3ffa32be67c5eeb7d6b8b78fe2673165aec328355,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,AMWD,True
0000815094,ABIOMED INC,manufacturing,0000950170-22-021880,2022-11-04 00:00:00+00:00,ABMD,xbrl_symbol_recovered,abmd-20220930.htm,90d08b5efc4580323ff7cf48287f0244c82c8f874b3817e5a2dea3a3507ff131,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,ABMD,True
0000818686,TEVA PHARMACEUTICAL INDUSTRIES LTD,manufacturing,0001193125-26-034532,2026-02-04 00:00:00+00:00,TEVA,xbrl_symbol_recovered,d93612d10k.htm,da36269b82051f6dc98f96ccfec2568648dd48a5ee1d1bbd8205ea6c235ea29f,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,TEVA,True
0000827871,"EAGLE PHARMACEUTICALS, INC.",manufacturing,0000827871-23-000021,2023-08-09 00:00:00+00:00,EGRX,xbrl_symbol_recovered,egrx-20230630.htm,7451f4d836611b2fb457d229c3a690a4d22ed6b5600fdd2424abbc6e91c0359e,2023-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,8,1,EGRX,True
0000830524,CHASE CORP,manufacturing,0001558370-23-018600,2023-11-10 00:00:00+00:00,CCF,xbrl_symbol_recovered,ccf-20230831x10k.htm,108e544f50343ef2bf8b0795da55e12dd65a60a5b612534cbe1a37e59bc3ffd9,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,1,CCF,True
0000837852,"IDEANOMICS, INC.",manufacturing,0001628280-23-039768,2023-11-22 00:00:00+00:00,IDEX,xbrl_symbol_recovered,idex-20230930.htm,ecddb776ae0c2e26122b9a334c5ac9e01faa942b023f16dff695577e81dc85ca,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,1,IDEX,True
0000846475,ZYNEX INC,manufacturing,0001104659-25-113280,2025-11-18 00:00:00+00:00,ZYXI,xbrl_symbol_recovered,zyxi-20250930x10q.htm,2a9b6164d219efc9755b7f6618184e50e456c55b02218cab9cff155f95057385,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,13,1,ZYXI,True
0000850261,"SORRENTO THERAPEUTICS, INC.",manufacturing,0000950170-23-041995,2023-08-15 00:00:00+00:00,SRNEQ,xbrl_symbol_recovered,srne-20230630.htm,aa0a5043accd1a268efc3a93a30000239529a1d262e3bc76ca926bae4c3fa781,2023-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,8,1,SRNEQ,True
0000850460,ENCORE WIRE CORP,manufacturing,0000850460-24-000027,2024-04-26 00:00:00+00:00,WIRE,xbrl_symbol_recovered,wire-20240331.htm,2c82d55714fd00554a579702eb7186bd93db6cb43e23b81186ee90096e494f95,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,1,WIRE,True
0000855654,"IMMUNOGEN, INC.",manufacturing,0001558370-23-017411,2023-11-03 00:00:00+00:00,IMGN,xbrl_symbol_recovered,imgn-20230930x10q.htm,2d95f4ca7e99c758d72440c862791ac15732f8a4bc10c894fe4fa468b398e2f7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,1,IMGN,True
0000858655,HAYNES INTERNATIONAL INC,manufacturing,0001558370-24-010597,2024-08-02 00:00:00+00:00,HAYN,xbrl_symbol_recovered,hayn-20240630x10q.htm,5cf7a9740c621c62faa8c5ac38d3fea5a6ebccfcf77f2f9ce6c0e6ef0d9b17fa,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,1,HAYN,True
0000859737,HOLOGIC INC,manufacturing,0000859737-26-000008,2026-01-30 00:00:00+00:00,HOLX,xbrl_symbol_recovered,holx-20251227.htm,41ed78bee33874fdb49a87cefd00324d8eb12598422ebbb6f6a25c6edb34fb5f,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,HOLX,True
0000884713,PRIMO WATER CORP /CN/,manufacturing,0000884713-24-000054,2024-11-08 00:00:00+00:00,PRMW,xbrl_symbol_recovered,prmw-20240928.htm,1155d599a28f4398fb5812cd0181ab8520ad9d242444b5d771071eb675cc5550,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,1,PRMW,True
0000886128,FUELCELL ENERGY INC,manufacturing,0001104659-26-024970,2026-03-10 00:00:00+00:00,FCEL,xbrl_symbol_recovered,fcel-20260131x10q.htm,a321d302f1489355c6f6bc9a78c008115f2401b48d1bf7a513ac36338f6242e2,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,FCEL,True
0000886163,LIGAND PHARMACEUTICALS INC,manufacturing,0000886163-26-000006,2026-02-28 00:00:00+00:00,LGND,xbrl_symbol_recovered,lgnd-20251231.htm,8b0a51b0182a7ca79ddbf9cfe1150f5afc563daa34f8e5cccde3a45620b8aff1,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,LGND,True
0000887921,REVLON INC /DE/,manufacturing,0000887921-22-000021,2022-11-09 00:00:00+00:00,REVRQ,xbrl_symbol_recovered,rev-20220930.htm,78c9f3300bbadc34fba99cfe8b8cdf06b578f43513f93abe082f6710d99427b6,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,REVRQ,True
0000892553,CHART INDUSTRIES INC,manufacturing,0000892553-26-000027,2026-02-28 00:00:00+00:00,GTLS,xbrl_symbol_recovered,gtls-20251231.htm,a1221d212873406b854ae7657a2e32c726c29d4e6d99f03f15cbb03c0ee0373e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,GTLS,True
0000893691,MASONITE INTERNATIONAL CORP,manufacturing,0000893691-24-000030,2024-05-08 00:00:00+00:00,DOOR,xbrl_symbol_recovered,door-20240331.htm,b64c27adcd1f80e856f562d6e673082f8976d1c9f25d7fe1a5b0af1fcbe9523e,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,1,DOOR,True
0000912463,GUESS INC,manufacturing,0000912463-25-000086,2025-12-06 00:00:00+00:00,GES,xbrl_symbol_recovered,ges-20251101.htm,42372e0f8f1cf19583f1a96190d0528856c6fdcc937e7808251b9a31952cb7b1,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,GES,True
0000915913,ALBEMARLE CORP,manufacturing,0000915913-26-000018,2026-02-12 00:00:00+00:00,ALB,xbrl_symbol_recovered,alb-20251231.htm,389f39f0a1d91685107548c3722fb41e805649f7fa017d05faa3769ae5e18fc6,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,ALB,True
0000924717,SURMODICS INC,manufacturing,0000950170-25-105477,2025-08-09 00:00:00+00:00,SRDX,xbrl_symbol_recovered,srdx-20250630.htm,9db4af088768139746d8150c50baf4f64d564223cfa0652d3e7e20d99cd0f0d7,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,SRDX,True
0000931584,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,manufacturing,0001437749-24-032576,2024-10-31 00:00:00+00:00,USAP,xbrl_symbol_recovered,usap20240930_10q.htm,a82d1de091f964ad1e5d2ea0f55449c2f962dc31d7f5275b4ee06929f2ba345b,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,1,USAP,True
0000937556,MASIMO CORP,manufacturing,0000937556-26-000017,2026-02-28 00:00:00+00:00,MASI,xbrl_symbol_recovered,masi-20260103.htm,10cc1fed67a22b2a8acbf10d8040599e314c39f266a1cebce65648785514b32d,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,MASI,True
0000943819,RESMED INC,manufacturing,0000943819-26-000007,2026-01-31 00:00:00+00:00,RMD,xbrl_symbol_recovered,rmd-20251231.htm,f6c3e0a54bb2def0f131c88b61d91ce3d9dd6867c86b8461c79d0af190ce784e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,1,RMD,True
0001001902,INTEVAC INC,manufacturing,0001193125-22-276878,2022-11-04 00:00:00+00:00,IVAC,xbrl_symbol_recovered,d357669d10q.htm,63e65490528412b23007d9aec71e6b4a3450ca368828ee17c154e2d658efa333,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,1,IVAC,True
0001008654,TUPPERWARE BRANDS CORP,manufacturing,0001008654-24-000033,2024-03-30 00:00:00+00:00,TUP,xbrl_symbol_recovered,tup-20230401.htm,5febc158a860164039da68a350e8cd69f21e8e08ac1a4f881015f6855d9a5e44,2023-01-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,10,1,TUP,True
