Date,history_weeks_available,ready_for_13w_lookback,ready_for_26w_lookback,ready_for_52w_lookback,ready_for_104w_lookback
2020-08-28,816,True,True,True,True
2020-09-04,817,True,True,True,True
2020-09-11,818,True,True,True,True
2020-09-18,819,True,True,True,True
2020-09-25,820,True,True,True,True
2020-10-02,821,True,True,True,True
2020-10-09,822,True,True,True,True
2020-10-16,823,True,True,True,True
2020-10-23,824,True,True,True,True
2020-10-30,825,True,True,True,True
2020-11-06,826,True,True,True,True
2020-11-13,827,True,True,True,True
2020-11-20,828,True,True,True,True
2020-11-27,829,True,True,True,True
2020-12-04,830,True,True,True,True
2020-12-11,831,True,True,True,True
2020-12-18,832,True,True,True,True
2020-12-25,833,True,True,True,True
2021-01-01,834,True,True,True,True
2021-01-08,835,True,True,True,True
2021-01-15,836,True,True,True,True
2021-01-22,837,True,True,True,True
2021-01-29,838,True,True,True,True
2021-02-05,839,True,True,True,True
2021-02-12,840,True,True,True,True
2021-02-19,841,True,True,True,True
2021-02-26,842,True,True,True,True
2021-03-05,843,True,True,True,True
2021-03-12,844,True,True,True,True
2021-03-19,845,True,True,True,True
2021-03-26,846,True,True,True,True
2021-04-02,847,True,True,True,True
2021-04-09,848,True,True,True,True
2021-04-16,849,True,True,True,True
2021-04-23,850,True,True,True,True
2021-04-30,851,True,True,True,True
2021-05-07,852,True,True,True,True
2021-05-14,853,True,True,True,True
2021-05-21,854,True,True,True,True
2021-05-28,855,True,True,True,True
2021-06-04,856,True,True,True,True
2021-06-11,857,True,True,True,True
2021-06-18,858,True,True,True,True
2021-06-25,859,True,True,True,True
2021-07-02,860,True,True,True,True
2021-07-09,861,True,True,True,True
2021-07-16,862,True,True,True,True
2021-07-23,863,True,True,True,True
2021-07-30,864,True,True,True,True
2021-08-06,865,True,True,True,True
2021-08-13,866,True,True,True,True
2021-08-20,867,True,True,True,True
2021-08-27,868,True,True,True,True
2021-09-03,869,True,True,True,True
2021-09-10,870,True,True,True,True
2021-09-17,871,True,True,True,True
2021-09-24,872,True,True,True,True
2021-10-01,873,True,True,True,True
2021-10-08,874,True,True,True,True
2021-10-15,875,True,True,True,True
2021-10-22,876,True,True,True,True
2021-10-29,877,True,True,True,True
2021-11-05,878,True,True,True,True
2021-11-12,879,True,True,True,True
2021-11-19,880,True,True,True,True
2021-11-26,881,True,True,True,True
2021-12-03,882,True,True,True,True
2021-12-10,883,True,True,True,True
2021-12-17,884,True,True,True,True
2021-12-24,885,True,True,True,True
2021-12-31,886,True,True,True,True
2022-01-07,887,True,True,True,True
2022-01-14,888,True,True,True,True
2022-01-21,889,True,True,True,True
2022-01-28,890,True,True,True,True
2022-02-04,891,True,True,True,True
2022-02-11,892,True,True,True,True
2022-02-18,893,True,True,True,True
2022-02-25,894,True,True,True,True
2022-03-04,895,True,True,True,True
2022-03-11,896,True,True,True,True
2022-03-18,897,True,True,True,True
2022-03-25,898,True,True,True,True
2022-04-01,899,True,True,True,True
2022-04-08,900,True,True,True,True
2022-04-15,901,True,True,True,True
2022-04-22,902,True,True,True,True
2022-04-29,903,True,True,True,True
2022-05-06,904,True,True,True,True
2022-05-13,905,True,True,True,True
2022-05-20,906,True,True,True,True
2022-05-27,907,True,True,True,True
2022-06-03,908,True,True,True,True
2022-06-10,909,True,True,True,True
2022-06-17,910,True,True,True,True
2022-06-24,911,True,True,True,True
2022-07-01,912,True,True,True,True
2022-07-08,913,True,True,True,True
2022-07-15,914,True,True,True,True
2022-07-22,915,True,True,True,True
2022-07-29,916,True,True,True,True
2022-08-05,917,True,True,True,True
2022-08-12,918,True,True,True,True
2022-08-19,919,True,True,True,True
2022-08-26,920,True,True,True,True
2022-09-02,921,True,True,True,True
2022-09-09,922,True,True,True,True
2022-09-16,923,True,True,True,True
2022-09-23,924,True,True,True,True
2022-09-30,925,True,True,True,True
2022-10-07,926,True,True,True,True
2022-10-14,927,True,True,True,True
2022-10-21,928,True,True,True,True
2022-10-28,929,True,True,True,True
2022-11-04,930,True,True,True,True
2022-11-11,931,True,True,True,True
2022-11-18,932,True,True,True,True
2022-11-25,933,True,True,True,True
2022-12-02,934,True,True,True,True
2022-12-09,935,True,True,True,True
2022-12-16,936,True,True,True,True
2022-12-23,937,True,True,True,True
2022-12-30,938,True,True,True,True
2023-01-06,939,True,True,True,True
2023-01-13,940,True,True,True,True
2023-01-20,941,True,True,True,True
2023-01-27,942,True,True,True,True
2023-02-03,943,True,True,True,True
2023-02-10,944,True,True,True,True
2023-02-17,945,True,True,True,True
2023-02-24,946,True,True,True,True
2023-03-03,947,True,True,True,True
2023-03-10,948,True,True,True,True
2023-03-17,949,True,True,True,True
2023-03-24,950,True,True,True,True
2023-03-31,951,True,True,True,True
2023-04-07,952,True,True,True,True
2023-04-14,953,True,True,True,True
2023-04-21,954,True,True,True,True
2023-04-28,955,True,True,True,True
2023-05-05,956,True,True,True,True
2023-05-12,957,True,True,True,True
2023-05-19,958,True,True,True,True
2023-05-26,959,True,True,True,True
2023-06-02,960,True,True,True,True
2023-06-09,961,True,True,True,True
2023-06-16,962,True,True,True,True
2023-06-23,963,True,True,True,True
2023-06-30,964,True,True,True,True
2023-07-07,965,True,True,True,True
2023-07-14,966,True,True,True,True
2023-07-21,967,True,True,True,True
2023-07-28,968,True,True,True,True
2023-08-04,969,True,True,True,True
2023-08-11,970,True,True,True,True
2023-08-18,971,True,True,True,True
2023-08-25,972,True,True,True,True
2023-09-01,973,True,True,True,True
2023-09-08,974,True,True,True,True
2023-09-15,975,True,True,True,True
2023-09-22,976,True,True,True,True
2023-09-29,977,True,True,True,True
2023-10-06,978,True,True,True,True
2023-10-13,979,True,True,True,True
2023-10-20,980,True,True,True,True
2023-10-27,981,True,True,True,True
2023-11-03,982,True,True,True,True
2023-11-10,983,True,True,True,True
2023-11-17,984,True,True,True,True
2023-11-24,985,True,True,True,True
2023-12-01,986,True,True,True,True
2023-12-08,987,True,True,True,True
2023-12-15,988,True,True,True,True
2023-12-22,989,True,True,True,True
2023-12-29,990,True,True,True,True
2024-01-05,991,True,True,True,True
2024-01-12,992,True,True,True,True
2024-01-19,993,True,True,True,True
2024-01-26,994,True,True,True,True
2024-02-02,995,True,True,True,True
2024-02-09,996,True,True,True,True
2024-02-16,997,True,True,True,True
2024-02-23,998,True,True,True,True
2024-03-01,999,True,True,True,True
2024-03-08,1000,True,True,True,True
2024-03-15,1001,True,True,True,True
2024-03-22,1002,True,True,True,True
2024-03-29,1003,True,True,True,True
2024-04-05,1004,True,True,True,True
2024-04-12,1005,True,True,True,True
2024-04-19,1006,True,True,True,True
2024-04-26,1007,True,True,True,True
2024-05-03,1008,True,True,True,True
2024-05-10,1009,True,True,True,True
2024-05-17,1010,True,True,True,True
2024-05-24,1011,True,True,True,True
2024-05-31,1012,True,True,True,True
2024-06-07,1013,True,True,True,True
2024-06-14,1014,True,True,True,True
2024-06-21,1015,True,True,True,True
2024-06-28,1016,True,True,True,True
2024-07-05,1017,True,True,True,True
2024-07-12,1018,True,True,True,True
2024-07-19,1019,True,True,True,True
2024-07-26,1020,True,True,True,True
2024-08-02,1021,True,True,True,True
2024-08-09,1022,True,True,True,True
2024-08-16,1023,True,True,True,True
2024-08-23,1024,True,True,True,True
2024-08-30,1025,True,True,True,True
2024-09-06,1026,True,True,True,True
2024-09-13,1027,True,True,True,True
2024-09-20,1028,True,True,True,True
2024-09-27,1029,True,True,True,True
2024-10-04,1030,True,True,True,True
2024-10-11,1031,True,True,True,True
2024-10-18,1032,True,True,True,True
2024-10-25,1033,True,True,True,True
2024-11-01,1034,True,True,True,True
2024-11-08,1035,True,True,True,True
2024-11-15,1036,True,True,True,True
2024-11-22,1037,True,True,True,True
2024-11-29,1038,True,True,True,True
2024-12-06,1039,True,True,True,True
2024-12-13,1040,True,True,True,True
2024-12-20,1041,True,True,True,True
2024-12-27,1042,True,True,True,True
2025-01-03,1043,True,True,True,True
2025-01-10,1044,True,True,True,True
2025-01-17,1045,True,True,True,True
2025-01-24,1046,True,True,True,True
2025-01-31,1047,True,True,True,True
2025-02-07,1048,True,True,True,True
2025-02-14,1049,True,True,True,True
2025-02-21,1050,True,True,True,True
2025-02-28,1051,True,True,True,True
2025-03-07,1052,True,True,True,True
2025-03-14,1053,True,True,True,True
2025-03-21,1054,True,True,True,True
2025-03-28,1055,True,True,True,True
2025-04-04,1056,True,True,True,True
2025-04-11,1057,True,True,True,True
2025-04-18,1058,True,True,True,True
2025-04-25,1059,True,True,True,True
2025-05-02,1060,True,True,True,True
2025-05-09,1061,True,True,True,True
2025-05-16,1062,True,True,True,True
2025-05-23,1063,True,True,True,True
2025-05-30,1064,True,True,True,True
2025-06-06,1065,True,True,True,True
2025-06-13,1066,True,True,True,True
2025-06-20,1067,True,True,True,True
2025-06-27,1068,True,True,True,True
2025-07-04,1069,True,True,True,True
2025-07-11,1070,True,True,True,True
2025-07-18,1071,True,True,True,True
2025-07-25,1072,True,True,True,True
2025-08-01,1073,True,True,True,True
2025-08-08,1074,True,True,True,True
2025-08-15,1075,True,True,True,True
2025-08-22,1076,True,True,True,True
2025-08-29,1077,True,True,True,True
2025-09-05,1078,True,True,True,True
2025-09-12,1079,True,True,True,True
2025-09-19,1080,True,True,True,True
2025-09-26,1081,True,True,True,True
2025-10-03,1082,True,True,True,True
2025-10-10,1083,True,True,True,True
2025-10-17,1084,True,True,True,True
2025-10-24,1085,True,True,True,True
2025-10-31,1086,True,True,True,True
2025-11-07,1087,True,True,True,True
2025-11-14,1088,True,True,True,True
2025-11-21,1089,True,True,True,True
2025-11-28,1090,True,True,True,True
2025-12-05,1091,True,True,True,True
2025-12-12,1092,True,True,True,True
2025-12-19,1093,True,True,True,True
2025-12-26,1094,True,True,True,True
2026-01-02,1095,True,True,True,True
2026-01-09,1096,True,True,True,True
2026-01-16,1097,True,True,True,True
2026-01-23,1098,True,True,True,True
2026-01-30,1099,True,True,True,True
2026-02-06,1100,True,True,True,True
2026-02-13,1101,True,True,True,True
2026-02-20,1102,True,True,True,True
2026-02-27,1103,True,True,True,True
2026-03-06,1104,True,True,True,True
2026-03-13,1105,True,True,True,True
2026-03-20,1106,True,True,True,True
2026-03-27,1107,True,True,True,True
2026-04-03,1108,True,True,True,True
2026-04-10,1109,True,True,True,True
