,selected_config,selection_score
2017-11-24,pp_close,0.1513922746426143
2017-12-01,pp_close,0.1513922746426143
2017-12-08,pp_close,0.1513922746426143
2017-12-15,pp_close,0.1513922746426143
2017-12-22,pp_close,0.1513922746426143
2017-12-29,pp_close,0.3793477206221759
2018-01-05,pp_close,0.3793477206221759
2018-01-12,pp_close,0.3793477206221759
2018-01-19,pp_close,0.3793477206221759
2018-01-26,pp_close,0.3793477206221759
2018-02-02,pp_close,0.3793477206221759
2018-02-09,pp_close,0.3793477206221759
2018-02-16,pp_close,0.3793477206221759
2018-02-23,pp_close,0.3793477206221759
2018-03-02,pp_close,0.3793477206221759
2018-03-09,pp_close,0.3793477206221759
2018-03-16,pp_close,0.3793477206221759
2018-03-23,pp_close,0.3793477206221759
2018-03-30,pp_close,0.3793477206221759
2018-04-06,pp_close,0.3793477206221759
2018-04-13,pp_close,0.3793477206221759
2018-04-20,pp_close,0.3793477206221759
2018-04-27,pp_close,0.3793477206221759
2018-05-04,pp_close,0.3793477206221759
2018-05-11,pp_close,0.3793477206221759
2018-05-18,pp_close,0.3793477206221759
2018-05-25,pp_close,0.3793477206221759
2018-06-01,pp_close,0.3793477206221759
2018-06-08,pp_close,0.3793477206221759
2018-06-15,pp_close,0.3793477206221759
2018-06-22,pp_close,0.3793477206221759
2018-06-29,pp_holdout,0.20284494355945115
2018-07-06,pp_holdout,0.20284494355945115
2018-07-13,pp_holdout,0.20284494355945115
2018-07-20,pp_holdout,0.20284494355945115
2018-07-27,pp_holdout,0.20284494355945115
2018-08-03,pp_holdout,0.20284494355945115
2018-08-10,pp_holdout,0.20284494355945115
2018-08-17,pp_holdout,0.20284494355945115
2018-08-24,pp_holdout,0.20284494355945115
2018-08-31,pp_holdout,0.20284494355945115
2018-09-07,pp_holdout,0.20284494355945115
2018-09-14,pp_holdout,0.20284494355945115
2018-09-21,pp_holdout,0.20284494355945115
2018-09-28,pp_holdout,0.20284494355945115
2018-10-05,pp_holdout,0.20284494355945115
2018-10-12,pp_holdout,0.20284494355945115
2018-10-19,pp_holdout,0.20284494355945115
2018-10-26,pp_holdout,0.20284494355945115
2018-11-02,pp_holdout,0.20284494355945115
2018-11-09,pp_holdout,0.20284494355945115
2018-11-16,pp_holdout,0.20284494355945115
2018-11-23,pp_holdout,0.20284494355945115
2018-11-30,pp_holdout,0.20284494355945115
2018-12-07,pp_holdout,0.20284494355945115
2018-12-14,pp_holdout,0.20284494355945115
2018-12-21,pp_holdout,0.20284494355945115
2018-12-28,pp_upside,-0.5069122306420817
2019-01-04,pp_upside,-0.5069122306420817
2019-01-11,pp_upside,-0.5069122306420817
2019-01-18,pp_upside,-0.5069122306420817
2019-01-25,pp_upside,-0.5069122306420817
2019-02-01,pp_upside,-0.5069122306420817
2019-02-08,pp_upside,-0.5069122306420817
2019-02-15,pp_upside,-0.5069122306420817
2019-02-22,pp_upside,-0.5069122306420817
2019-03-01,pp_upside,-0.5069122306420817
2019-03-08,pp_upside,-0.5069122306420817
2019-03-15,pp_upside,-0.5069122306420817
2019-03-22,pp_upside,-0.5069122306420817
2019-03-29,pp_upside,-0.5069122306420817
2019-04-05,pp_upside,-0.5069122306420817
2019-04-12,pp_upside,-0.5069122306420817
2019-04-19,pp_upside,-0.5069122306420817
2019-04-26,pp_upside,-0.5069122306420817
2019-05-03,pp_upside,-0.5069122306420817
2019-05-10,pp_upside,-0.5069122306420817
2019-05-17,pp_upside,-0.5069122306420817
2019-05-24,pp_upside,-0.5069122306420817
2019-05-31,pp_upside,-0.5069122306420817
2019-06-07,pp_upside,-0.5069122306420817
2019-06-14,pp_upside,-0.5069122306420817
2019-06-21,pp_upside,-0.5069122306420817
2019-06-28,pp_close,0.2578456864288738
2019-07-05,pp_close,0.2578456864288738
2019-07-12,pp_close,0.2578456864288738
2019-07-19,pp_close,0.2578456864288738
2019-07-26,pp_close,0.2578456864288738
2019-08-02,pp_close,0.2578456864288738
2019-08-09,pp_close,0.2578456864288738
2019-08-16,pp_close,0.2578456864288738
2019-08-23,pp_close,0.2578456864288738
2019-08-30,pp_close,0.2578456864288738
2019-09-06,pp_close,0.2578456864288738
2019-09-13,pp_close,0.2578456864288738
2019-09-20,pp_close,0.2578456864288738
2019-09-27,pp_close,0.2578456864288738
2019-10-04,pp_close,0.2578456864288738
2019-10-11,pp_close,0.2578456864288738
2019-10-18,pp_close,0.2578456864288738
2019-10-25,pp_close,0.2578456864288738
2019-11-01,pp_close,0.2578456864288738
2019-11-08,pp_close,0.2578456864288738
2019-11-15,pp_close,0.2578456864288738
2019-11-22,pp_close,0.2578456864288738
2019-11-29,pp_close,0.2578456864288738
2019-12-06,pp_close,0.2578456864288738
2019-12-13,pp_close,0.2578456864288738
2019-12-20,pp_close,0.2578456864288738
2019-12-27,pp_close,0.5940839260496299
2020-01-03,pp_close,0.5940839260496299
2020-01-10,pp_close,0.5940839260496299
2020-01-17,pp_close,0.5940839260496299
2020-01-24,pp_close,0.5940839260496299
2020-01-31,pp_close,0.5940839260496299
2020-02-07,pp_close,0.5940839260496299
2020-02-14,pp_close,0.5940839260496299
2020-02-21,pp_close,0.5940839260496299
2020-02-28,pp_close,0.5940839260496299
2020-03-06,pp_close,0.5940839260496299
2020-03-13,pp_close,0.5940839260496299
2020-03-20,pp_close,0.5940839260496299
2020-03-27,pp_close,0.5940839260496299
2020-04-03,pp_close,0.5940839260496299
2020-04-10,pp_close,0.5940839260496299
2020-04-17,pp_close,0.5940839260496299
2020-04-24,pp_close,0.5940839260496299
2020-05-01,pp_close,0.5940839260496299
2020-05-08,pp_close,0.5940839260496299
2020-05-15,pp_close,0.5940839260496299
2020-05-22,pp_close,0.5940839260496299
2020-05-29,pp_close,0.5940839260496299
2020-06-05,pp_close,0.5940839260496299
2020-06-12,pp_close,0.5940839260496299
2020-06-19,pp_close,0.5940839260496299
2020-06-26,pp_holdout,0.15514342197719952
2020-07-03,pp_holdout,0.15514342197719952
2020-07-10,pp_holdout,0.15514342197719952
2020-07-17,pp_holdout,0.15514342197719952
2020-07-24,pp_holdout,0.15514342197719952
2020-07-31,pp_holdout,0.15514342197719952
2020-08-07,pp_holdout,0.15514342197719952
2020-08-14,pp_holdout,0.15514342197719952
2020-08-21,pp_holdout,0.15514342197719952
2020-08-28,pp_holdout,0.15514342197719952
2020-09-04,pp_holdout,0.15514342197719952
2020-09-11,pp_holdout,0.15514342197719952
2020-09-18,pp_holdout,0.15514342197719952
2020-09-25,pp_holdout,0.15514342197719952
2020-10-02,pp_holdout,0.15514342197719952
2020-10-09,pp_holdout,0.15514342197719952
2020-10-16,pp_holdout,0.15514342197719952
2020-10-23,pp_holdout,0.15514342197719952
2020-10-30,pp_holdout,0.15514342197719952
2020-11-06,pp_holdout,0.15514342197719952
2020-11-13,pp_holdout,0.15514342197719952
2020-11-20,pp_holdout,0.15514342197719952
2020-11-27,pp_holdout,0.15514342197719952
2020-12-04,pp_holdout,0.15514342197719952
2020-12-11,pp_holdout,0.15514342197719952
2020-12-18,pp_holdout,0.15514342197719952
2020-12-25,pp_holdout,0.1876981463020454
2021-01-01,pp_holdout,0.1876981463020454
2021-01-08,pp_holdout,0.1876981463020454
2021-01-15,pp_holdout,0.1876981463020454
2021-01-22,pp_holdout,0.1876981463020454
2021-01-29,pp_holdout,0.1876981463020454
2021-02-05,pp_holdout,0.1876981463020454
2021-02-12,pp_holdout,0.1876981463020454
2021-02-19,pp_holdout,0.1876981463020454
2021-02-26,pp_holdout,0.1876981463020454
2021-03-05,pp_holdout,0.1876981463020454
2021-03-12,pp_holdout,0.1876981463020454
2021-03-19,pp_holdout,0.1876981463020454
2021-03-26,pp_holdout,0.1876981463020454
2021-04-02,pp_holdout,0.1876981463020454
2021-04-09,pp_holdout,0.1876981463020454
2021-04-16,pp_holdout,0.1876981463020454
2021-04-23,pp_holdout,0.1876981463020454
2021-04-30,pp_holdout,0.1876981463020454
2021-05-07,pp_holdout,0.1876981463020454
2021-05-14,pp_holdout,0.1876981463020454
2021-05-21,pp_holdout,0.1876981463020454
2021-05-28,pp_holdout,0.1876981463020454
2021-06-04,pp_holdout,0.1876981463020454
2021-06-11,pp_holdout,0.1876981463020454
2021-06-18,pp_holdout,0.1876981463020454
2021-06-25,pp_close,0.259581851317609
2021-07-02,pp_close,0.259581851317609
2021-07-09,pp_close,0.259581851317609
2021-07-16,pp_close,0.259581851317609
2021-07-23,pp_close,0.259581851317609
2021-07-30,pp_close,0.259581851317609
2021-08-06,pp_close,0.259581851317609
2021-08-13,pp_close,0.259581851317609
2021-08-20,pp_close,0.259581851317609
2021-08-27,pp_close,0.259581851317609
2021-09-03,pp_close,0.259581851317609
2021-09-10,pp_close,0.259581851317609
2021-09-17,pp_close,0.259581851317609
2021-09-24,pp_close,0.259581851317609
2021-10-01,pp_close,0.259581851317609
2021-10-08,pp_close,0.259581851317609
2021-10-15,pp_close,0.259581851317609
2021-10-22,pp_close,0.259581851317609
2021-10-29,pp_close,0.259581851317609
2021-11-05,pp_close,0.259581851317609
2021-11-12,pp_close,0.259581851317609
2021-11-19,pp_close,0.259581851317609
2021-11-26,pp_close,0.259581851317609
2021-12-03,pp_close,0.259581851317609
2021-12-10,pp_close,0.259581851317609
2021-12-17,pp_close,0.259581851317609
2021-12-24,pp_close,0.4201527178477139
2021-12-31,pp_close,0.4201527178477139
2022-01-07,pp_close,0.4201527178477139
2022-01-14,pp_close,0.4201527178477139
2022-01-21,pp_close,0.4201527178477139
2022-01-28,pp_close,0.4201527178477139
2022-02-04,pp_close,0.4201527178477139
2022-02-11,pp_close,0.4201527178477139
2022-02-18,pp_close,0.4201527178477139
2022-02-25,pp_close,0.4201527178477139
2022-03-04,pp_close,0.4201527178477139
2022-03-11,pp_close,0.4201527178477139
2022-03-18,pp_close,0.4201527178477139
2022-03-25,pp_close,0.4201527178477139
2022-04-01,pp_close,0.4201527178477139
2022-04-08,pp_close,0.4201527178477139
2022-04-15,pp_close,0.4201527178477139
2022-04-22,pp_close,0.4201527178477139
2022-04-29,pp_close,0.4201527178477139
2022-05-06,pp_close,0.4201527178477139
2022-05-13,pp_close,0.4201527178477139
2022-05-20,pp_close,0.4201527178477139
2022-05-27,pp_close,0.4201527178477139
2022-06-03,pp_close,0.4201527178477139
2022-06-10,pp_close,0.4201527178477139
2022-06-17,pp_close,0.4201527178477139
2022-06-24,pp_upside,-1.5612446087559315
2022-07-01,pp_upside,-1.5612446087559315
2022-07-08,pp_upside,-1.5612446087559315
2022-07-15,pp_upside,-1.5612446087559315
2022-07-22,pp_upside,-1.5612446087559315
2022-07-29,pp_upside,-1.5612446087559315
2022-08-05,pp_upside,-1.5612446087559315
2022-08-12,pp_upside,-1.5612446087559315
2022-08-19,pp_upside,-1.5612446087559315
2022-08-26,pp_upside,-1.5612446087559315
2022-09-02,pp_upside,-1.5612446087559315
2022-09-09,pp_upside,-1.5612446087559315
2022-09-16,pp_upside,-1.5612446087559315
2022-09-23,pp_upside,-1.5612446087559315
2022-09-30,pp_upside,-1.5612446087559315
2022-10-07,pp_upside,-1.5612446087559315
2022-10-14,pp_upside,-1.5612446087559315
2022-10-21,pp_upside,-1.5612446087559315
2022-10-28,pp_upside,-1.5612446087559315
2022-11-04,pp_upside,-1.5612446087559315
2022-11-11,pp_upside,-1.5612446087559315
2022-11-18,pp_upside,-1.5612446087559315
2022-11-25,pp_upside,-1.5612446087559315
2022-12-02,pp_upside,-1.5612446087559315
2022-12-09,pp_upside,-1.5612446087559315
2022-12-16,pp_upside,-1.5612446087559315
2022-12-23,pp_upside,-3.5421161090790476
2022-12-30,pp_upside,-3.5421161090790476
2023-01-06,pp_upside,-3.5421161090790476
2023-01-13,pp_upside,-3.5421161090790476
2023-01-20,pp_upside,-3.5421161090790476
2023-01-27,pp_upside,-3.5421161090790476
2023-02-03,pp_upside,-3.5421161090790476
2023-02-10,pp_upside,-3.5421161090790476
2023-02-17,pp_upside,-3.5421161090790476
2023-02-24,pp_upside,-3.5421161090790476
2023-03-03,pp_upside,-3.5421161090790476
2023-03-10,pp_upside,-3.5421161090790476
2023-03-17,pp_upside,-3.5421161090790476
2023-03-24,pp_upside,-3.5421161090790476
2023-03-31,pp_upside,-3.5421161090790476
2023-04-07,pp_upside,-3.5421161090790476
2023-04-14,pp_upside,-3.5421161090790476
2023-04-21,pp_upside,-3.5421161090790476
2023-04-28,pp_upside,-3.5421161090790476
2023-05-05,pp_upside,-3.5421161090790476
2023-05-12,pp_upside,-3.5421161090790476
2023-05-19,pp_upside,-3.5421161090790476
2023-05-26,pp_upside,-3.5421161090790476
2023-06-02,pp_upside,-3.5421161090790476
2023-06-09,pp_upside,-3.5421161090790476
2023-06-16,pp_upside,-3.5421161090790476
2023-06-23,pp_upside,-3.2557945035484
2023-06-30,pp_upside,-3.2557945035484
2023-07-07,pp_upside,-3.2557945035484
2023-07-14,pp_upside,-3.2557945035484
2023-07-21,pp_upside,-3.2557945035484
2023-07-28,pp_upside,-3.2557945035484
2023-08-04,pp_upside,-3.2557945035484
2023-08-11,pp_upside,-3.2557945035484
2023-08-18,pp_upside,-3.2557945035484
2023-08-25,pp_upside,-3.2557945035484
2023-09-01,pp_upside,-3.2557945035484
2023-09-08,pp_upside,-3.2557945035484
2023-09-15,pp_upside,-3.2557945035484
2023-09-22,pp_upside,-3.2557945035484
2023-09-29,pp_upside,-3.2557945035484
2023-10-06,pp_upside,-3.2557945035484
2023-10-13,pp_upside,-3.2557945035484
2023-10-20,pp_upside,-3.2557945035484
2023-10-27,pp_upside,-3.2557945035484
2023-11-03,pp_upside,-3.2557945035484
2023-11-10,pp_upside,-3.2557945035484
2023-11-17,pp_upside,-3.2557945035484
2023-11-24,pp_upside,-3.2557945035484
2023-12-01,pp_upside,-3.2557945035484
2023-12-08,pp_upside,-3.2557945035484
2023-12-15,pp_upside,-3.2557945035484
2023-12-22,pp_upside,-1.5499002559568489
2023-12-29,pp_upside,-1.5499002559568489
2024-01-05,pp_upside,-1.5499002559568489
2024-01-12,pp_upside,-1.5499002559568489
2024-01-19,pp_upside,-1.5499002559568489
2024-01-26,pp_upside,-1.5499002559568489
2024-02-02,pp_upside,-1.5499002559568489
2024-02-09,pp_upside,-1.5499002559568489
2024-02-16,pp_upside,-1.5499002559568489
2024-02-23,pp_upside,-1.5499002559568489
2024-03-01,pp_upside,-1.5499002559568489
2024-03-08,pp_upside,-1.5499002559568489
2024-03-15,pp_upside,-1.5499002559568489
2024-03-22,pp_upside,-1.5499002559568489
2024-03-29,pp_upside,-1.5499002559568489
2024-04-05,pp_upside,-1.5499002559568489
2024-04-12,pp_upside,-1.5499002559568489
2024-04-19,pp_upside,-1.5499002559568489
2024-04-26,pp_upside,-1.5499002559568489
2024-05-03,pp_upside,-1.5499002559568489
2024-05-10,pp_upside,-1.5499002559568489
2024-05-17,pp_upside,-1.5499002559568489
2024-05-24,pp_upside,-1.5499002559568489
2024-05-31,pp_upside,-1.5499002559568489
2024-06-07,pp_upside,-1.5499002559568489
2024-06-14,pp_upside,-1.5499002559568489
2024-06-21,pp_upside,-1.4839660938368793
2024-06-28,pp_upside,-1.4839660938368793
2024-07-05,pp_upside,-1.4839660938368793
2024-07-12,pp_upside,-1.4839660938368793
2024-07-19,pp_upside,-1.4839660938368793
2024-07-26,pp_upside,-1.4839660938368793
2024-08-02,pp_upside,-1.4839660938368793
2024-08-09,pp_upside,-1.4839660938368793
2024-08-16,pp_upside,-1.4839660938368793
2024-08-23,pp_upside,-1.4839660938368793
2024-08-30,pp_upside,-1.4839660938368793
2024-09-06,pp_upside,-1.4839660938368793
2024-09-13,pp_upside,-1.4839660938368793
2024-09-20,pp_upside,-1.4839660938368793
2024-09-27,pp_upside,-1.4839660938368793
2024-10-04,pp_upside,-1.4839660938368793
2024-10-11,pp_upside,-1.4839660938368793
2024-10-18,pp_upside,-1.4839660938368793
2024-10-25,pp_upside,-1.4839660938368793
2024-11-01,pp_upside,-1.4839660938368793
2024-11-08,pp_upside,-1.4839660938368793
2024-11-15,pp_upside,-1.4839660938368793
2024-11-22,pp_upside,-1.4839660938368793
2024-11-29,pp_upside,-1.4839660938368793
2024-12-06,pp_upside,-1.4839660938368793
2024-12-13,pp_upside,-1.4839660938368793
2024-12-20,pp_upside,-1.5624889909262705
2024-12-27,pp_upside,-1.5624889909262705
2025-01-03,pp_upside,-1.5624889909262705
2025-01-10,pp_upside,-1.5624889909262705
2025-01-17,pp_upside,-1.5624889909262705
2025-01-24,pp_upside,-1.5624889909262705
2025-01-31,pp_upside,-1.5624889909262705
2025-02-07,pp_upside,-1.5624889909262705
2025-02-14,pp_upside,-1.5624889909262705
2025-02-21,pp_upside,-1.5624889909262705
2025-02-28,pp_upside,-1.5624889909262705
2025-03-07,pp_upside,-1.5624889909262705
2025-03-14,pp_upside,-1.5624889909262705
2025-03-21,pp_upside,-1.5624889909262705
2025-03-28,pp_upside,-1.5624889909262705
2025-04-04,pp_upside,-1.5624889909262705
2025-04-11,pp_upside,-1.5624889909262705
2025-04-18,pp_upside,-1.5624889909262705
2025-04-25,pp_upside,-1.5624889909262705
2025-05-02,pp_upside,-1.5624889909262705
2025-05-09,pp_upside,-1.5624889909262705
2025-05-16,pp_upside,-1.5624889909262705
2025-05-23,pp_upside,-1.5624889909262705
2025-05-30,pp_upside,-1.5624889909262705
2025-06-06,pp_upside,-1.5624889909262705
2025-06-13,pp_upside,-1.5624889909262705
2025-06-20,pp_upside,-0.10320490521749248
2025-06-27,pp_upside,-0.10320490521749248
2025-07-04,pp_upside,-0.10320490521749248
2025-07-11,pp_upside,-0.10320490521749248
2025-07-18,pp_upside,-0.10320490521749248
2025-07-25,pp_upside,-0.10320490521749248
2025-08-01,pp_upside,-0.10320490521749248
2025-08-08,pp_upside,-0.10320490521749248
2025-08-15,pp_upside,-0.10320490521749248
2025-08-22,pp_upside,-0.10320490521749248
2025-08-29,pp_upside,-0.10320490521749248
2025-09-05,pp_upside,-0.10320490521749248
2025-09-12,pp_upside,-0.10320490521749248
2025-09-19,pp_upside,-0.10320490521749248
2025-09-26,pp_upside,-0.10320490521749248
2025-10-03,pp_upside,-0.10320490521749248
2025-10-10,pp_upside,-0.10320490521749248
2025-10-17,pp_upside,-0.10320490521749248
2025-10-24,pp_upside,-0.10320490521749248
2025-10-31,pp_upside,-0.10320490521749248
2025-11-07,pp_upside,-0.10320490521749248
2025-11-14,pp_upside,-0.10320490521749248
2025-11-21,pp_upside,-0.10320490521749248
2025-11-28,pp_upside,-0.10320490521749248
2025-12-05,pp_upside,-0.10320490521749248
2025-12-12,pp_upside,-0.10320490521749248
2025-12-19,pp_holdout,-0.7982304884453048
2025-12-26,pp_holdout,-0.7982304884453048
2026-01-02,pp_holdout,-0.7982304884453048
2026-01-09,pp_holdout,-0.7982304884453048
2026-01-16,pp_holdout,-0.7982304884453048
2026-01-23,pp_holdout,-0.7982304884453048
2026-01-30,pp_holdout,-0.7982304884453048
2026-02-06,pp_holdout,-0.7982304884453048
2026-02-13,pp_holdout,-0.7982304884453048
2026-02-20,pp_holdout,-0.7982304884453048
2026-02-27,pp_holdout,-0.7982304884453048
2026-03-06,pp_holdout,-0.7982304884453048
2026-03-13,pp_holdout,-0.7982304884453048
2026-03-20,pp_holdout,-0.7982304884453048
2026-03-27,pp_holdout,-0.7982304884453048
2026-04-03,pp_holdout,-0.7982304884453048
2026-04-10,pp_holdout,-0.7982304884453048
