ticker,started_at_utc,status,rows,first_observed_date,last_observed_date,history_file,uncompressed_sha256,compressed_sha256,error_type,error_message,completed_at_utc
PACD,2026-08-13T10:05:49.615303+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:49.884683+00:00
PCTI,2026-08-13T10:05:50.072774+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:50.336600+00:00
PDCE,2026-08-13T10:05:50.336621+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:50.547624+00:00
PE,2026-08-13T10:05:50.547648+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:50.798078+00:00
PFGB,2026-08-13T10:05:50.798098+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:50.931556+00:00
PFPT,2026-08-13T10:05:50.931572+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:51.136927+00:00
PHX,2026-08-13T10:05:51.137105+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:51.389627+00:00
PING,2026-08-13T10:05:51.389657+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:51.595814+00:00
PLAN,2026-08-13T10:05:51.595847+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:51.845274+00:00
PLCM,2026-08-13T10:05:51.845295+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:51.981737+00:00
PMCS,2026-08-13T10:05:51.981757+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:52.126108+00:00
POLY,2026-08-13T10:05:52.126131+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:52.368212+00:00
PRCP,2026-08-13T10:05:52.368238+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:52.559405+00:00
PRFT,2026-08-13T10:05:52.559414+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:52.760713+00:00
PRO,2026-08-13T10:05:52.760759+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:53.034525+00:00
PRSP,2026-08-13T10:05:53.034550+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:53.238865+00:00
PSDO,2026-08-13T10:05:53.434039+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:53.633863+00:00
PSMI,2026-08-13T10:05:53.633891+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:53.773663+00:00
PVR,2026-08-13T10:05:53.773685+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:53.940355+00:00
PWAV,2026-08-13T10:05:53.940372+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:54.077569+00:00
PWSC,2026-08-13T10:05:54.077614+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:54.278711+00:00
PXD,2026-08-13T10:05:54.278737+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:54.581013+00:00
PYCR,2026-08-13T10:05:54.823460+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:55.050932+00:00
QEP,2026-08-13T10:05:55.050958+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:55.258390+00:00
QLGC,2026-08-13T10:05:55.258414+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:55.515787+00:00
QLIK,2026-08-13T10:05:55.515807+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:55.650472+00:00
QRE,2026-08-13T10:05:55.650497+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:55.779591+00:00
RDMP,2026-08-13T10:05:56.658638+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:56.787592+00:00
REN,2026-08-13T10:05:56.787601+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:56.988687+00:00
REXX,2026-08-13T10:05:56.988710+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:57.153624+00:00
RICE,2026-08-13T10:05:57.540540+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:57.816563+00:00
ROCC,2026-08-13T10:05:57.816584+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:58.019605+00:00
ROSE,2026-08-13T10:05:58.019626+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:58.277331+00:00
RP,2026-08-13T10:05:58.551098+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:58.795022+00:00
RST,2026-08-13T10:05:58.795043+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:59.046322+00:00
RTN,2026-08-13T10:05:59.046350+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:59.328185+00:00
RVBD,2026-08-13T10:05:59.328205+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:59.457752+00:00
SAAS,2026-08-13T10:05:59.457773+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:59.589661+00:00
SBOW,2026-08-13T10:05:59.807241+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:00.054646+00:00
SCMR,2026-08-13T10:06:00.054728+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:00.232590+00:00
SCPL,2026-08-13T10:06:00.232610+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:00.444793+00:00
SCWX,2026-08-13T10:06:00.444814+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:00.649273+00:00
SEMR,2026-08-13T10:06:01.429413+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:01.654080+00:00
SGY,2026-08-13T10:06:01.654239+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:01.876892+00:00
SHSP,2026-08-13T10:06:01.876918+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:02.076335+00:00
SIGM,2026-08-13T10:06:02.076505+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:02.330665+00:00
SIMG,2026-08-13T10:06:02.330691+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:02.465287+00:00
SKUL,2026-08-13T10:06:02.465308+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:02.644306+00:00
SMAR,2026-08-13T10:06:02.885498+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:03.079558+00:00
SMTX,2026-08-13T10:06:03.079586+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:03.377793+00:00
SNCR,2026-08-13T10:06:03.377916+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:03.583812+00:00
SNDE,2026-08-13T10:06:03.583839+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:03.799306+00:00
SNPO,2026-08-13T10:06:03.799329+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:04.091752+00:00
SPI,2026-08-13T10:06:04.733025+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:05.008582+00:00
SPLK,2026-08-13T10:06:05.008615+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:05.213615+00:00
SPNX,2026-08-13T10:06:05.213636+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:05.473692+00:00
SQI,2026-08-13T10:06:05.648708+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:05.782535+00:00
SQSP,2026-08-13T10:06:05.782554+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:06.065008+00:00
SRCI,2026-08-13T10:06:06.065025+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:06.273716+00:00
SRLP,2026-08-13T10:06:06.273738+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:06.622178+00:00
SSN,2026-08-13T10:06:06.622201+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:06.778676+00:00
SSNI,2026-08-13T10:06:06.778704+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:07.054519+00:00
STEC,2026-08-13T10:06:07.404380+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:07.639249+00:00
STER,2026-08-13T10:06:07.639269+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:07.839619+00:00
SUMO,2026-08-13T10:06:07.839628+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:08.097999+00:00
SWCH,2026-08-13T10:06:08.528957+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:08.819406+00:00
SWI,2026-08-13T10:06:08.819451+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:09.017987+00:00
SWN,2026-08-13T10:06:09.018210+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:09.287475+00:00
SYKE,2026-08-13T10:06:09.287502+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:09.494399+00:00
SYNC,2026-08-13T10:06:09.852752+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:10.042775+00:00
TAT,2026-08-13T10:06:10.462067+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:10.717621+00:00
TECD,2026-08-13T10:06:10.906052+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:11.150289+00:00
TLEO,2026-08-13T10:06:11.555975+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:11.767998+00:00
TLND,2026-08-13T10:06:11.768022+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:11.973169+00:00
TNAV,2026-08-13T10:06:11.973192+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:12.172238+00:00
TQNT,2026-08-13T10:06:12.172261+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:12.355660+00:00
TREC,2026-08-13T10:06:12.355681+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:12.555851+00:00
TRLA,2026-08-13T10:06:12.555994+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:12.687323+00:00
TRUE,2026-08-13T10:06:12.687362+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:12.947541+00:00
TSRA,2026-08-13T10:06:12.947551+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:13.079612+00:00
TSYS,2026-08-13T10:06:13.079620+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:13.223517+00:00
TUBE,2026-08-13T10:06:13.223537+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:13.406572+00:00
TWKS,2026-08-13T10:06:13.406593+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:13.611356+00:00
TWOU,2026-08-13T10:06:13.611382+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:13.865077+00:00
TWTR,2026-08-13T10:06:13.865291+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:14.079007+00:00
TXCC,2026-08-13T10:06:14.079032+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:14.221074+00:00
TYPE,2026-08-13T10:06:14.221099+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:14.453568+00:00
VCRA,2026-08-13T10:06:14.670387+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:14.911965+00:00
VIAS,2026-08-13T10:06:14.911985+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:15.042808+00:00
VMEM,2026-08-13T10:06:15.042832+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:15.180534+00:00
VMEO,2026-08-13T10:06:15.180556+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:15.439682+00:00
VMW,2026-08-13T10:06:15.439706+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:15.645256+00:00
VRTU,2026-08-13T10:06:15.791486+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:16.027422+00:00
VTLE,2026-08-13T10:06:16.190348+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:16.389135+00:00
VTNR,2026-08-13T10:06:16.389159+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:16.681125+00:00
VVNT,2026-08-13T10:06:16.681144+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:16.906008+00:00
VZIO,2026-08-13T10:06:16.906030+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:17.147295+00:00
WLL,2026-08-13T10:06:17.759266+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:17.970506+00:00
WORK,2026-08-13T10:06:17.970533+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:18.241387+00:00
WPT,2026-08-13T10:06:18.241458+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:18.373347+00:00
WPX,2026-08-13T10:06:18.373369+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:18.693121+00:00
XEC,2026-08-13T10:06:19.038120+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:19.292393+00:00
XLNX,2026-08-13T10:06:19.292425+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:19.499270+00:00
XLS,2026-08-13T10:06:19.499455+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:19.699498+00:00
XM,2026-08-13T10:06:19.699521+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:19.946489+00:00
XTLY,2026-08-13T10:06:21.306164+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:21.435126+00:00
YHOO,2026-08-13T10:06:21.435138+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:21.794363+00:00
ZEN,2026-08-13T10:06:21.794407+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:21.998079+00:00
ZIXI,2026-08-13T10:06:21.998100+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:22.254343+00:00
ZNGA,2026-08-13T10:06:22.254378+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:22.459323+00:00
ZUO,2026-08-13T10:06:22.459364+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:22.657753+00:00
ACOM,2026-08-13T10:04:50.686368+00:00,ok,38,2026-06-17,2026-08-12,histories/ACOM.csv.gz,67048f98dcceed20c1c9c5f374b7bcf97518352d4c7f3763c831e5616093f783,e1483de491bc377a3a0d84fd2457adc5a07528d04a31f20ff64203cd780d9e92,,,2026-08-13T10:04:50.838817+00:00
ACTA,2026-08-13T10:04:50.838835+00:00,ok,4707,1999-08-05,2018-04-19,histories/ACTA.csv.gz,5e22f5ebd98e55d2086e4a7ca0393d9de54d162c7adfa43ea51c38a441ea0d04,cb9c1c2b1e312272cc1210c8804c7abff4c749c76ab67dc7917e5097cce1fbf0,,,2026-08-13T10:04:51.173741+00:00
ACTV,2026-08-13T10:04:51.173749+00:00,ok,5,2025-10-27,2025-10-31,histories/ACTV.csv.gz,2d7875c5578fba1353ccd68fa8a9c3d84acec51368305a2d483c57aabbb9c292,61c9c9b2d1c22fa910bb8b0659363ac3fe1bf13216e6a28572634c992a3dea9a,,,2026-08-13T10:04:51.319350+00:00
AKTS,2026-08-13T10:04:52.077703+00:00,ok,147,2026-01-09,2026-08-12,histories/AKTS.csv.gz,44bfc449febc6e26584e812674149a47b9d9b302e58eac5256f56b745345218b,cba24907d9f68241e7f6b19c8930bbc64a99aa65d6707e821d0edd6e9211bebe,,,2026-08-13T10:04:52.227137+00:00
ALOG,2026-08-13T10:04:52.227155+00:00,ok,10898,1973-01-03,2018-06-29,histories/ALOG.csv.gz,090936f9e5ee46d7ba521602cdc273943833ce1756642cab4ddd59ecc6167096,b1493d0d300dd60a742b8493c6b9295dedb76a35267cd7ccdb8f1c68ca6a8374,,,2026-08-13T10:04:52.776126+00:00
APC,2026-08-13T10:04:53.390154+00:00,ok,124,2026-02-12,2026-08-12,histories/APC.csv.gz,a3d8272b2b5a18d91fc7203ff57ab8562eff6b1e0707dd7d1bb927db4a2d58c4,4e400e1cf95f8c7bba8ce4c66b8c1dcde9e4dda59b6469a5b615e7cf65caea9d,,,2026-08-13T10:04:53.550574+00:00
APIC,2026-08-13T10:04:53.550581+00:00,ok,1539,2014-06-30,2022-03-02,histories/APIC.csv.gz,cf65d9cc238b55b4af13ef22751b6e0e15c51232ec1b8915357d7b1e699fd289,a1e99a855f64f73b2e787a5ebad6ae7e6dcc8cf4baf18e9d0e05ffc6e69e0b0c,,,2026-08-13T10:04:53.774344+00:00
APKT,2026-08-13T10:04:53.774351+00:00,ok,1624,2006-10-13,2013-03-28,histories/APKT.csv.gz,679ff2165c27b6368589b60e5b30bfd37f466d920f85501abf225496c5457714,bbf7857e59bc7f8b517d21bd2bcf2541123ecce61d92c3fa0e8250b7daa2d3b7,,,2026-08-13T10:04:53.986653+00:00
APTI,2026-08-13T10:04:53.986669+00:00,ok,583,2016-09-23,2019-01-17,histories/APTI.csv.gz,3cb928c5704cbf994a7ea3ee01ed714420248e9bbdcc53f4840707d0ca22b3c4,10265b93b24cd36067dc179abd544d91d3168861ee3f3aea1be931193dbf8f0f,,,2026-08-13T10:04:54.199594+00:00
ARCX,2026-08-13T10:04:54.761731+00:00,ok,295,2025-06-10,2026-08-12,histories/ARCX.csv.gz,408a16b49d74069eede3827838db3fb19190b8b6e1be55073240017042bb4d4c,f41aeb511e56cb602e4ba258bb5932959798be4dcb028e42f1bb62a03135bd02,,,2026-08-13T10:04:54.918542+00:00
ARIS,2026-08-13T10:04:55.125558+00:00,ok,3984,2010-10-08,2026-08-12,histories/ARIS.csv.gz,09d301a49e5247c503ce6b881a4d46ad46c33cd56959ca0d6232ab4e2c5faea5,e9fe5795a10b01d6f9fe0a0b62249f73a7e587f7ce6c70220c95b7f65752ffa0,,,2026-08-13T10:04:55.453722+00:00
ARP,2026-08-13T10:04:55.453735+00:00,ok,910,2022-12-22,2026-08-12,histories/ARP.csv.gz,8da2b966414212362c680e35d7d397a85075f42cb1d4333da0b7c6487c916e3d,89f7a8b0cce720457792923d9b2476e85342bc483387fe0ecd72d60ad332b33a,,,2026-08-13T10:04:55.661683+00:00
ARX,2026-08-13T10:04:55.886940+00:00,ok,264,2025-07-24,2026-08-12,histories/ARX.csv.gz,41cc0b13b43c0eb1de3580a85f864af58809ca8631eb15a9f1ecf19c0f2ece74,106f4a449b1e91cec2787d4bbc6465f1551f40021842f7991e05cffb1c9fafe2,,,2026-08-13T10:04:56.028655+00:00
ASIA,2026-08-13T10:04:56.156966+00:00,ok,722,2023-09-25,2026-08-12,histories/ASIA.csv.gz,82d72a2914b55300dede161c511383df861f5e8f5d547b4c0c0eb52413e3dd14,901f997928b4a0401b3c6bc0e049d3be4cf9d3dddc3e0f4234bd9e828c5318de,,,2026-08-13T10:04:56.374750+00:00
ATW,2026-08-13T10:04:56.997341+00:00,ok,2434,2012-06-18,2022-03-02,histories/ATW.csv.gz,8a05487f549fa81a976fcb8e756888c45d9c45c205380c9298429bf619618751,76694a906f668f7671805e02f90492b7b0f1b985bd401f7c8b7e25629a939fb5,,,2026-08-13T10:04:57.218381+00:00
AVX,2026-08-13T10:04:58.183969+00:00,ok,1279,2021-07-08,2026-08-12,histories/AVX.csv.gz,fb4eeed1a225e16c8174dbe7d10f03ba5a338ca9851c9f0d1b731d64239657d8,764b5517744973918bda161d814595821b2651349f2b842e253a03d380efd70b,,,2026-08-13T10:04:58.404184+00:00
AWAY,2026-08-13T10:04:58.650478+00:00,ok,1631,2020-02-13,2026-08-12,histories/AWAY.csv.gz,11469d114332a67ddd50366ed4c1b1c4eddcca781595f64c6f4cd0e66ffc7b57,0db816e38056d5baa7bcc2d981318836b7d7655426012c022f11256a4adbedce,,,2026-08-13T10:04:58.930721+00:00
BCOR,2026-08-13T10:05:00.466692+00:00,ok,322,2025-04-30,2026-08-12,histories/BCOR.csv.gz,e9376539883ecec00e15e09c81e3e72953aab08a070525ffc2b451453105ec6e,5a9382d0977b2eb4031f766798556afcda07504f15bcb3ca0b9cf7f332392eb8,,,2026-08-13T10:05:00.639223+00:00
BV,2026-08-13T10:05:02.253389+00:00,ok,2040,2018-06-28,2026-08-12,histories/BV.csv.gz,fe20b331ad0ae0859f8f8e817e465ad482f6195ab3e0163a2d1846157f4bad3b,9ce3acedb791f26ee6875fb1d551bb776513930bb907ef24580c730b76eda4fa,,,2026-08-13T10:05:02.455474+00:00
CAMP,2026-08-13T10:05:02.455484+00:00,ok,458,2024-10-11,2026-08-12,histories/CAMP.csv.gz,0be1b2356e22bf8007ec1f4c22ac1ffb53795670290ff614a56073a9a12755dc,a292b7f7204ad5774112d7c8bc8a4a0721da81b437ff0dc024455c13988fcf20,,,2026-08-13T10:05:02.650708+00:00
CAVM,2026-08-13T10:05:03.141865+00:00,ok,2816,2007-05-02,2018-07-06,histories/CAVM.csv.gz,a6e443a148ea74bddb752437d24a4deb2d5fed0bbcd828fd4899ea355167591c,438a0b55c7e596ba54ebaeba5965ddbe33a34b76611a4f433d57a12e1d41ee58,,,2026-08-13T10:05:03.375831+00:00
CNXR,2026-08-13T10:05:06.886618+00:00,ok,848,2014-12-12,2018-04-27,histories/CNXR.csv.gz,76368d8a516fe033016842a37259cc3cf12c6b0cff273b59d05128a197bfad78,2c04ebec205bcb20cc11ccc8bea2c0d6e1b9d06990c94692c5ec76184faab8bf,,,2026-08-13T10:05:07.096052+00:00
CUB,2026-08-13T10:05:10.226679+00:00,ok,501,2024-08-12,2026-08-12,histories/CUB.csv.gz,b599a5c35229426e33fc3d6d540c6fb75bf8f2aaaec8ca76ba68cc5a175bd7d3,6688fbed0f083303e4c846a674d24fc3a989731f46ddbc29ff795f64b56e6d6f,,,2026-08-13T10:05:10.451333+00:00
CUDA,2026-08-13T10:05:10.451341+00:00,ok,2028,2013-11-06,2022-01-27,histories/CUDA.csv.gz,cffcb99c7ea3b631996883a801efd2543ca69ced68e8731f4bffef11a58bb6f9,f64ba5e1a5633b4e62c1e870b62f157c26599967f56d22980001d8de7a7dfab6,,,2026-08-13T10:05:10.648578+00:00
CVG,2026-08-13T10:05:10.648587+00:00,ok,6899,1998-08-13,2026-08-12,histories/CVG.csv.gz,57627798febf27ebbb5e34603aeb3bd46e2c44c0815bcd09ad07f60694779c45,7b29d5b0d58b1199de26042164602de190abac240fb0f752aa6d53bd723572d6,,,2026-08-13T10:05:11.056291+00:00
CWAN,2026-08-13T10:05:11.254217+00:00,ok,1,2026-07-02,2026-07-02,histories/CWAN.csv.gz,366c23b286c3fd590690981b1123d83cb2bd21b344e9abfd028abf44eba90bfd,e2e8d7e1452214b1d660d3667517b06501c746a3dbf821eaf6b8e8a54539a400,,,2026-08-13T10:05:11.479885+00:00
DMRC,2026-08-13T10:05:12.871416+00:00,ok,6713,1999-12-02,2026-08-12,histories/DMRC.csv.gz,4702c6ea81c9caf9f538413aed5547068632697982dccbe5ad5e9627f4c78d70,5a575abd669639994ea05da4d289a172c991f1837a67eefcd64aa6f96e65292c,,,2026-08-13T10:05:13.212913+00:00
EDGW,2026-08-13T10:05:14.953113+00:00,ok,5549,1996-09-27,2018-11-01,histories/EDGW.csv.gz,b641c0a5bc648ff3d9a5e1f16451914a1c63748bfde2af8f66b4b8b26d619049,2ab1e5c60a01515c479ed8d585cfe9409556feb4c12275c2c702a20dac94d633,,,2026-08-13T10:05:15.308152+00:00
EEQ,2026-08-13T10:05:15.308170+00:00,ok,4077,2002-10-11,2018-12-20,histories/EEQ.csv.gz,c7576c837063fe7427b2b645dbbf541d993295eb7da107860e4ebd8fd9e10974,c9cddbe6727c8dfb42b5cc7f4f017cc7172777154686d0b180e5958e453892e2,,,2026-08-13T10:05:15.633937+00:00
EMC,2026-08-13T10:05:16.258035+00:00,ok,813,2023-05-15,2026-08-12,histories/EMC.csv.gz,67379581c50b0a80bc276ddac2d02d435b9c43cf86958e8e047fa48c6a962e9d,2268e77738e1a006c181de549cff8ab1746917ad9e4571e2802880b22b732c94,,,2026-08-13T10:05:16.438441+00:00
ENTR,2026-08-13T10:05:17.042081+00:00,ok,2179,2017-11-07,2026-07-17,histories/ENTR.csv.gz,94d3ec00f3e6e3f1a8ccec35fcf884945368d1358c10b89e07ff90889372b617,1365f8e1e478717a710630cd9c1cbb07fc37d844ca7223b1a5019c291ee9c9d1,,,2026-08-13T10:05:17.299112+00:00
GLRI,2026-08-13T10:05:23.812276+00:00,ok,3484,2012-10-01,2026-08-12,histories/GLRI.csv.gz,46af542acdad9f1808f716d5c7afafd36e595a1e45905e195da440533be55c81,309f52c6ab44118d7fbde1db24de4f5a3c8c5d595083841137295e67571d5a79,,,2026-08-13T10:05:24.111717+00:00
HAR,2026-08-13T10:05:25.176435+00:00,ok,2285,2013-01-17,2022-03-02,histories/HAR.csv.gz,97c165e80431d7a429e416564f0f747b5ba5e312434264c39de1b1ce12ea8d5a,8e443f520dc64b1c92aff0b1972ab48303acf5cd3ae722425c3382a179b77dea,,,2026-08-13T10:05:25.388669+00:00
HDP,2026-08-13T10:05:25.629372+00:00,ok,1021,2014-12-12,2019-01-03,histories/HDP.csv.gz,f1ccb2d9b3d38dde21deefd6200a6cb329b869a94b0a3f7f7fff072633793c8c,b4a94f1d02a0bb6b8f2c58d35edc4f65f7ac5a3267e17ab869e91336427c41da,,,2026-08-13T10:05:25.824614+00:00
HLTH,2026-08-13T10:05:26.492667+00:00,ok,16,2026-07-21,2026-08-12,histories/HLTH.csv.gz,e66509eab29bd26eba25e687e6a60c2ae3fb7ab0cdfa41fbb5a470f369c6fa6d,b36447e5f0094ea4831885fa92dedc2597e888042499318a7817a95183d29ab6,,,2026-08-13T10:05:26.695997+00:00
IAS,2026-08-13T10:05:27.352217+00:00,ok,1,2025-12-22,2025-12-22,histories/IAS.csv.gz,35886459e01ea5ae070c2c8259b6605f14d55f89e3830392bb6a644febb5f3d9,376d29e6894930f2d2b07e5e0ed18dacef35795c97c9bcaf1a3f2f81c1ce734e,,,2026-08-13T10:05:27.513418+00:00
IMPV,2026-08-13T10:05:28.515108+00:00,ok,1803,2011-11-09,2019-01-11,histories/IMPV.csv.gz,5f1ca0fa5bc25d0d24d81008278185b1d2ea13c71c8bf263e06253d810e995ee,2e1aab2b6814aa072cbfcce994093fca5af6e6713a6e0bdad804783fad2ee280,,,2026-08-13T10:05:28.725623+00:00
IN,2026-08-13T10:05:29.036908+00:00,ok,5102,1997-10-22,2018-03-29,histories/IN.csv.gz,e8025b856fdb5b801eee983972871917241acc099534bbadf0936ecdc173d5d3,d277438ae1942597892880466e60d6b5138546329d34b28718afdbd3a3f7c9ba,,,2026-08-13T10:05:29.374331+00:00
INFO,2026-08-13T10:05:29.823558+00:00,ok,459,2024-10-10,2026-08-12,histories/INFO.csv.gz,d3547adb81275084d5f16b120708c1b0bbeba087fe561563fc421456a030a408,4048a39dc437ae5c8364db2966fb0f586a183c430e7203d9c469a6d2c6297fb0,,,2026-08-13T10:05:29.987639+00:00
INOV,2026-08-13T10:05:29.987655+00:00,ok,695,2023-11-01,2026-08-12,histories/INOV.csv.gz,fa5cd7e5244e39b99973a85b2a1a675eb30f5fbd8e02be6c2da55402baa0c5c0,11c3a50775f9ffe253a4d7b5a50d2190f9dc58bd4b9444a5ab6e9486a42eb501,,,2026-08-13T10:05:30.151767+00:00
