candidate,cap_multiple,breadth_entry,breadth_exit,overlay_entry,overlay_exit,recent_cagr,recent_sharpe,recent_drawdown,full_cagr,severe_recent_cagr,overlay_delay1_recent_cagr,peak_total_stock_weight,annual_one_way_turnover,breadth_transitions,overlay_transitions
cap1.50x__breadth2in1out__overlay2in1out,1.5,2,1,2,1,1.0131321307224987,2.5465489566819253,-0.13954068184970403,0.4122795249893303,0.8906012921417557,1.085926373295941,0.06949108709070234,2.4893617021276597,9,15
cap1.50x__breadth2in2out__overlay2in1out,1.5,2,2,2,1,1.0131321307224987,2.5465489566819253,-0.13954068184970403,0.4122795249893303,0.8906012921417557,1.085926373295941,0.06949108709070234,2.4893617021276597,9,15
cap1.50x__breadth2in3out__overlay2in1out,1.5,2,3,2,1,1.0131321307224987,2.5465489566819253,-0.13954068184970403,0.4122795249893303,0.8906012921417557,1.085926373295941,0.06949108709070234,2.4893617021276597,9,15
cap1.50x__breadth3in1out__overlay2in1out,1.5,3,1,2,1,1.0131321307224987,2.5465489566819253,-0.13954068184970403,0.4122795249893303,0.8906012921417557,1.08592637329594,0.06949108709070234,2.4893617021276597,9,15
cap1.50x__breadth3in2out__overlay2in1out,1.5,3,2,2,1,1.0131321307224987,2.5465489566819253,-0.13954068184970403,0.4122795249893303,0.8906012921417557,1.08592637329594,0.06949108709070234,2.4893617021276597,9,15
cap1.50x__breadth3in3out__overlay2in1out,1.5,3,3,2,1,1.0131321307224987,2.5465489566819253,-0.13954068184970403,0.4122795249893303,0.8906012921417557,1.08592637329594,0.06949108709070234,2.4893617021276597,9,15
cap1.50x__breadth1in1out__overlay2in2out,1.5,1,1,2,2,1.0131321307224983,2.5465489566819235,-0.13954068184970403,0.39754096065309485,0.8906012921417554,1.0859263732959419,0.06949108709070234,2.1021276595744682,13,11
cap1.50x__breadth1in1out__overlay2in1out,1.5,1,1,2,1,1.0131321307224979,2.5465489566819226,-0.1395406818497038,0.4108796222258406,0.8906012921417568,1.08592637329594,0.06949108709070234,2.8212765957446804,13,15
cap1.50x__breadth1in2out__overlay2in1out,1.5,1,2,2,1,1.0131321307224979,2.5465489566819226,-0.1395406818497038,0.4108796222258406,0.8906012921417568,1.08592637329594,0.06949108709070234,2.8212765957446804,11,15
cap1.50x__breadth1in3out__overlay2in1out,1.5,1,3,2,1,1.0131321307224979,2.5465489566819226,-0.1395406818497038,0.4108796222258406,0.8906012921417568,1.08592637329594,0.06949108709070234,2.8212765957446804,11,15
cap1.50x__breadth2in1out__overlay2in2out,1.5,2,1,2,2,1.0131321307224979,2.5465489566819235,-0.1395406818497038,0.39776332146693516,0.8906012921417559,1.0859263732959406,0.06949108709070234,1.9361702127659575,9,11
cap1.50x__breadth2in2out__overlay2in2out,1.5,2,2,2,2,1.0131321307224979,2.5465489566819235,-0.1395406818497038,0.39776332146693516,0.8906012921417559,1.0859263732959406,0.06949108709070234,1.9361702127659575,9,11
cap1.50x__breadth2in3out__overlay2in2out,1.5,2,3,2,2,1.0131321307224979,2.5465489566819235,-0.1395406818497038,0.39776332146693516,0.8906012921417559,1.0859263732959406,0.06949108709070234,1.9361702127659575,9,11
cap1.50x__breadth3in1out__overlay2in2out,1.5,3,1,2,2,1.0131321307224979,2.546548956681922,-0.13954068184970403,0.39771707280199475,0.8906012921417563,1.0859263732959406,0.06949108709070234,1.9361702127659575,9,11
cap1.50x__breadth3in2out__overlay2in2out,1.5,3,2,2,2,1.0131321307224979,2.546548956681922,-0.13954068184970403,0.39771707280199475,0.8906012921417563,1.0859263732959406,0.06949108709070234,1.9361702127659575,9,11
cap1.50x__breadth3in3out__overlay2in2out,1.5,3,3,2,2,1.0131321307224979,2.546548956681922,-0.13954068184970403,0.39771707280199475,0.8906012921417563,1.0859263732959406,0.06949108709070234,1.9361702127659575,9,11
cap1.50x__breadth1in2out__overlay2in2out,1.5,1,2,2,2,1.013132130722497,2.5465489566819226,-0.13954068184970403,0.3983901715681941,0.8906012921417565,1.0859263732959406,0.06949108709070234,2.1021276595744682,11,11
cap1.50x__breadth1in3out__overlay2in2out,1.5,1,3,2,2,1.013132130722497,2.5465489566819226,-0.13954068184970403,0.3983901715681941,0.8906012921417565,1.08592637329594,0.06949108709070234,2.1021276595744682,11,11
cap1.25x__breadth1in2out__overlay2in2out,1.25,1,2,2,2,1.0080618054270123,2.549472657845264,-0.13729949842647182,0.39758895151060614,0.8857114155781236,1.075363762368006,0.06760281644531978,2.1021276595744682,11,11
cap1.25x__breadth1in3out__overlay2in2out,1.25,1,3,2,2,1.0080618054270123,2.549472657845264,-0.13729949842647182,0.39758895151060614,0.8857114155781236,1.0753637623680063,0.06760281644531978,2.1021276595744682,11,11
cap1.25x__breadth2in1out__overlay2in2out,1.25,2,1,2,2,1.0080618054270123,2.5494726578452633,-0.13729949842647182,0.39697789240003,0.8857114155781245,1.075363762368005,0.06760281644531978,1.9361702127659575,9,11
cap1.25x__breadth2in2out__overlay2in2out,1.25,2,2,2,2,1.0080618054270123,2.5494726578452633,-0.13729949842647182,0.39697789240003,0.8857114155781245,1.0753637623680055,0.06760281644531978,1.9361702127659575,9,11
cap1.25x__breadth2in3out__overlay2in2out,1.25,2,3,2,2,1.0080618054270123,2.5494726578452633,-0.13729949842647182,0.39697789240003,0.8857114155781245,1.0753637623680055,0.06760281644531978,1.9361702127659575,9,11
cap1.25x__breadth1in1out__overlay2in2out,1.25,1,1,2,2,1.0080618054270123,2.549472657845264,-0.1372994984264717,0.39675565653484335,0.8857114155781254,1.0753637623680068,0.06760281644531978,2.1021276595744682,13,11
cap1.25x__breadth2in1out__overlay2in1out,1.25,2,1,2,1,1.0080618054270118,2.549472657845263,-0.1372994984264717,0.4116602819910278,0.8857114155781234,1.075363762368005,0.06760281644531978,2.4893617021276597,9,15
cap1.25x__breadth2in2out__overlay2in1out,1.25,2,2,2,1,1.0080618054270118,2.549472657845263,-0.1372994984264717,0.4116602819910278,0.8857114155781234,1.075363762368005,0.06760281644531978,2.4893617021276597,9,15
cap1.25x__breadth2in3out__overlay2in1out,1.25,2,3,2,1,1.0080618054270118,2.549472657845263,-0.1372994984264717,0.4116602819910278,0.8857114155781234,1.075363762368005,0.06760281644531978,2.4893617021276597,9,15
cap1.25x__breadth3in1out__overlay2in1out,1.25,3,1,2,1,1.0080618054270118,2.549472657845263,-0.1372994984264717,0.4116602819910278,0.8857114155781234,1.0753637623680055,0.06760281644531978,2.4893617021276597,9,15
cap1.25x__breadth3in2out__overlay2in1out,1.25,3,2,2,1,1.0080618054270118,2.549472657845263,-0.1372994984264717,0.4116602819910278,0.8857114155781234,1.0753637623680055,0.06760281644531978,2.4893617021276597,9,15
cap1.25x__breadth3in3out__overlay2in1out,1.25,3,3,2,1,1.0080618054270118,2.549472657845263,-0.1372994984264717,0.4116602819910278,0.8857114155781234,1.0753637623680055,0.06760281644531978,2.4893617021276597,9,15
cap1.25x__breadth1in1out__overlay2in1out,1.25,1,1,2,1,1.0080618054270118,2.549472657845263,-0.1372994984264717,0.4102609930436909,0.8857114155781234,1.0753637623680041,0.06760281644531978,2.8212765957446804,13,15
cap1.25x__breadth1in2out__overlay2in1out,1.25,1,2,2,1,1.0080618054270118,2.549472657845263,-0.1372994984264717,0.4102609930436909,0.8857114155781234,1.0753637623680055,0.06760281644531978,2.8212765957446804,11,15
cap1.25x__breadth1in3out__overlay2in1out,1.25,1,3,2,1,1.0080618054270118,2.549472657845263,-0.1372994984264717,0.4102609930436909,0.8857114155781234,1.0753637623680055,0.06760281644531978,2.8212765957446804,11,15
cap1.25x__breadth3in1out__overlay2in2out,1.25,3,1,2,2,1.0080618054270118,2.549472657845263,-0.13729949842647182,0.3969316697230698,0.8857114155781234,1.0753637623680077,0.06760281644531978,1.9361702127659575,9,11
cap1.25x__breadth3in2out__overlay2in2out,1.25,3,2,2,2,1.0080618054270118,2.549472657845263,-0.13729949842647182,0.3969316697230698,0.8857114155781234,1.075363762368006,0.06760281644531978,1.9361702127659575,9,11
cap1.25x__breadth3in3out__overlay2in2out,1.25,3,3,2,2,1.0080618054270118,2.549472657845263,-0.13729949842647182,0.3969316697230698,0.8857114155781234,1.075363762368006,0.06760281644531978,1.9361702127659575,9,11
cap1.00x__breadth2in1out__overlay1in2out,1.0,2,1,1,2,0.9957444917875642,2.5471248740472663,-0.13346675207932657,0.37872906939855766,0.8740702081984995,1.0536729734602863,0.06760281644531978,3.042553191489362,9,19
cap1.00x__breadth2in2out__overlay1in2out,1.0,2,2,1,2,0.9957444917875642,2.5471248740472663,-0.13346675207932657,0.37872906939855766,0.8740702081984995,1.0536729734602877,0.06760281644531978,3.042553191489362,9,19
cap1.00x__breadth2in3out__overlay1in2out,1.0,2,3,1,2,0.9957444917875642,2.5471248740472663,-0.13346675207932657,0.37872906939855766,0.8740702081984995,1.0536729734602877,0.06760281644531978,3.042553191489362,9,19
cap1.00x__breadth3in1out__overlay1in2out,1.0,3,1,1,2,0.9957444917875642,2.5471248740472663,-0.13346675207932657,0.37872906939855766,0.8740702081984995,1.0536729734602872,0.06760281644531978,3.042553191489362,9,19
cap1.00x__breadth3in2out__overlay1in2out,1.0,3,2,1,2,0.9957444917875642,2.5471248740472663,-0.13346675207932657,0.37872906939855766,0.8740702081984995,1.0536729734602885,0.06760281644531978,3.042553191489362,9,19
cap1.00x__breadth3in3out__overlay1in2out,1.0,3,3,1,2,0.9957444917875642,2.5471248740472663,-0.13346675207932657,0.37872906939855766,0.8740702081984995,1.0536729734602885,0.06760281644531978,3.042553191489362,9,19
cap1.00x__breadth1in1out__overlay1in1out,1.0,1,1,1,1,0.9957444917875633,2.547124874047266,-0.13346675207932657,0.39529456747225766,0.874070208198499,1.0536729734602872,0.06760281644531978,3.4851063829787226,13,21
cap1.00x__breadth1in2out__overlay1in1out,1.0,1,2,1,1,0.9957444917875633,2.547124874047266,-0.13346675207932657,0.39529456747225766,0.874070208198499,1.0536729734602863,0.06760281644531978,3.4851063829787226,11,21
cap1.00x__breadth1in3out__overlay1in1out,1.0,1,3,1,1,0.9957444917875633,2.547124874047266,-0.13346675207932657,0.39529456747225766,0.874070208198499,1.0536729734602863,0.06760281644531978,3.4851063829787226,11,21
cap1.00x__breadth1in2out__overlay1in2out,1.0,1,2,1,2,0.9957444917875633,2.547124874047266,-0.13346675207932668,0.3781432346147884,0.874070208198499,1.0536729734602877,0.06760281644531978,3.3744680851063826,11,19
cap1.00x__breadth1in3out__overlay1in2out,1.0,1,3,1,2,0.9957444917875633,2.547124874047266,-0.13346675207932668,0.3781432346147884,0.874070208198499,1.0536729734602863,0.06760281644531978,3.3744680851063826,11,19
cap1.00x__breadth1in1out__overlay1in2out,1.0,1,1,1,2,0.9957444917875629,2.5471248740472645,-0.1334667520793268,0.3774006240176626,0.8740702081985015,1.0536729734602872,0.06760281644531978,3.3744680851063826,13,19
cap1.00x__breadth2in1out__overlay1in1out,1.0,2,1,1,1,0.9957444917875615,2.5471248740472636,-0.1334667520793269,0.39541506552147565,0.8740702081984999,1.0536729734602872,0.06760281644531978,3.3191489361702127,9,21
cap1.00x__breadth2in2out__overlay1in1out,1.0,2,2,1,1,0.9957444917875615,2.5471248740472636,-0.1334667520793269,0.39541506552147565,0.8740702081984999,1.0536729734602872,0.06760281644531978,3.3191489361702127,9,21
cap1.00x__breadth2in3out__overlay1in1out,1.0,2,3,1,1,0.9957444917875615,2.5471248740472636,-0.1334667520793269,0.39541506552147565,0.8740702081984999,1.0536729734602872,0.06760281644531978,3.3191489361702127,9,21
cap1.00x__breadth3in1out__overlay1in1out,1.0,3,1,1,1,0.9957444917875615,2.5471248740472636,-0.1334667520793269,0.39541506552147565,0.8740702081984999,1.0536729734602872,0.06760281644531978,3.3191489361702127,9,21
cap1.00x__breadth3in2out__overlay1in1out,1.0,3,2,1,1,0.9957444917875615,2.5471248740472636,-0.1334667520793269,0.39541506552147565,0.8740702081984999,1.0536729734602872,0.06760281644531978,3.3191489361702127,9,21
cap1.00x__breadth3in3out__overlay1in1out,1.0,3,3,1,1,0.9957444917875615,2.5471248740472636,-0.1334667520793269,0.39541506552147565,0.8740702081984999,1.0536729734602872,0.06760281644531978,3.3191489361702127,9,21
