candidate,lookback,top_k,low_allocation,high_allocation,volatility_target,maximum_leverage,development_cagr,development_sharpe,development_max_drawdown,validation_cagr,validation_sharpe,validation_max_drawdown,locked_test_cagr,locked_test_sharpe,locked_test_max_drawdown,full_cagr,full_sharpe,full_max_drawdown
lb13__k3__a0.10-0.20__vol0.35__cap1.25,13,3,0.1,0.2,0.35,1.25,0.17141637241183472,0.9418082757044424,-0.15529604260761942,0.19805817929868041,0.8547885345568917,-0.25876771759579875,1.2684027405167275,2.6951839690884083,-0.12697480369300496,0.41513583310810187,1.513651098423732,-0.25876771759579864
lb13__k3__a0.10-0.20__vol0.35__cap1.50,13,3,0.1,0.2,0.35,1.5,0.1728624059923145,0.8372457895850831,-0.18528240659827966,0.15355987465652032,0.6428295018627653,-0.3083198960068333,1.43494816668054,2.7209174590472474,-0.1353724481740587,0.428899320067609,1.4069827968368844,-0.3083198960068332
lb13__k3__a0.10-0.20__vol0.50__cap1.00,13,3,0.1,0.2,0.5,1.0,0.16857328398390203,1.084251606184189,-0.12455629500432497,0.18317320895895461,0.9451432355966397,-0.206804378476113,0.9954112534801149,2.694007572450798,-0.11315750961504245,0.3596333290214295,1.5928115654589015,-0.20680437847611333
lb13__k3__a0.10-0.20__vol0.50__cap1.25,13,3,0.1,0.2,0.5,1.25,0.17141637241183472,0.9418082757044424,-0.15529604260761942,0.20189065164057896,0.8648315533319471,-0.25876771759579875,1.2970021034564616,2.635053973507881,-0.14399766108479017,0.42130341899119395,1.5037285302115142,-0.25876771759579864
lb13__k3__a0.10-0.20__vol0.50__cap1.50,13,3,0.1,0.2,0.5,1.5,0.1728624059923145,0.8372457895850831,-0.18528240659827966,0.21768483966871854,0.8112904318221522,-0.3083198960068333,1.6138748923110047,2.5842800848480625,-0.17848991764170574,0.4791695800078595,1.4373847140299802,-0.3083198960068332
lb13__k3__a0.10-0.30__volnone__cap1.00,13,3,0.1,0.3,,1.0,0.15265000282237984,1.013929977480461,-0.12332476228934464,0.16759423636801807,0.9250234423199732,-0.20428604098507575,0.9715832335797876,2.6680503163079803,-0.11315750961504234,0.34191256629328204,1.5626837809126322,-0.20428604098507597
lb13__k3__a0.10-0.30__vol0.35__cap1.00,13,3,0.1,0.3,0.35,1.0,0.15265000282237984,1.013929977480461,-0.12332476228934464,0.16759423636801807,0.9250234423199732,-0.20428604098507575,0.9690704324245738,2.6644252174404923,-0.11428779861140681,0.3414392918774176,1.561344730788456,-0.20428604098507597
lb13__k3__a0.10-0.30__vol0.35__cap1.25,13,3,0.1,0.3,0.35,1.25,0.15169092001419582,0.8664140272468212,-0.15372135193475178,0.18351596565871042,0.8407067445879539,-0.2554896035587432,1.2352500247214193,2.669389284332433,-0.12697480369300485,0.3940141651419258,1.4844053483609356,-0.2554896035587432
lb13__k3__a0.10-0.30__vol0.35__cap1.50,13,3,0.1,0.3,0.35,1.5,0.149435402427454,0.7581236262707169,-0.1833524946661752,0.16908780853604433,0.7090426338811433,-0.30425051757532673,1.4099359201085098,2.704373730098674,-0.14294658304676489,0.4172691782833433,1.4028322741682164,-0.3042505175753265
lb13__k3__a0.10-0.30__vol0.50__cap1.00,13,3,0.1,0.3,0.5,1.0,0.15265000282237984,1.013929977480461,-0.12332476228934464,0.16759423636801807,0.9250234423199732,-0.20428604098507575,0.9715832335797876,2.6680503163079803,-0.11315750961504234,0.34191256629328204,1.5626837809126322,-0.20428604098507597
lb13__k3__a0.10-0.30__vol0.50__cap1.25,13,3,0.1,0.3,0.5,1.25,0.15169092001419582,0.8664140272468212,-0.15372135193475178,0.18313611662094664,0.8392125382730575,-0.2554896035587432,1.263236051412207,2.608630454486163,-0.14399766108479062,0.39869582807072135,1.4714263274305215,-0.2554896035587432
lb13__k3__a0.10-0.30__vol0.50__cap1.50,13,3,0.1,0.3,0.5,1.5,0.149435402427454,0.7581236262707169,-0.1833524946661752,0.19615912607509878,0.7820052689084467,-0.30425051757532673,1.568462775176911,2.557481488926539,-0.17848991764170596,0.4516268745771479,1.4034198229921746,-0.3042505175753265
lb13__k3__a0.10-0.40__volnone__cap1.00,13,3,0.1,0.4,,1.0,0.13650311650120095,0.9319694075706696,-0.12219669342804063,0.1502044587284972,0.8678027837349502,-0.20214172085940219,0.9468278037227595,2.6293870926448157,-0.11315750961504223,0.32332438873524705,1.5105845226539119,-0.20214172085940163
lb13__k3__a0.10-0.40__vol0.35__cap1.00,13,3,0.1,0.4,0.35,1.0,0.13650311650120095,0.9319694075706696,-0.12219669342804063,0.1502044587284972,0.8678027837349502,-0.20214172085940219,0.9443465535929763,2.6257466733753727,-0.11428779861140692,0.3228576701182453,1.509221349193864,-0.20214172085940163
lb13__k3__a0.10-0.40__vol0.35__cap1.25,13,3,0.1,0.4,0.35,1.25,0.1316837025534452,0.7794929126024431,-0.15230578707010178,0.1616669425955155,0.7788875418983049,-0.25272680270841574,1.2004856306376102,2.6296266871364753,-0.12697480369300518,0.3700779810971453,1.4298617531119238,-0.2527268027084154
lb13__k3__a0.10-0.40__vol0.35__cap1.50,13,3,0.1,0.4,0.35,1.5,0.12566451295093084,0.6677354524381716,-0.18525367693323436,0.16607676351072276,0.7076550408950572,-0.3008501342710629,1.3724061772550051,2.666059317129263,-0.15068733220975594,0.3970183301429637,1.3626133334752242,-0.3008501342710628
lb13__k3__a0.10-0.40__vol0.50__cap1.00,13,3,0.1,0.4,0.5,1.0,0.13650311650120095,0.9319694075706696,-0.12219669342804063,0.1502044587284972,0.8678027837349502,-0.20214172085940219,0.9468278037227595,2.6293870926448157,-0.11315750961504223,0.32332438873524705,1.5105845226539119,-0.20214172085940163
lb13__k3__a0.10-0.40__vol0.50__cap1.25,13,3,0.1,0.4,0.5,1.25,0.1316837025534452,0.7794929126024431,-0.15230578707010178,0.1616669425955155,0.7788875418983049,-0.25272680270841574,1.2280363962837928,2.5697440548826416,-0.14399766108479006,0.37480131647812165,1.417825267975165,-0.2527268027084154
lb13__k3__a0.10-0.40__vol0.50__cap1.50,13,3,0.1,0.4,0.5,1.5,0.12566451295093084,0.6677354524381716,-0.18525367693323436,0.17081180339804414,0.7196107140072086,-0.3008501342710629,1.520955104481676,2.5183685623396563,-0.17848991764170563,0.4222777198351564,1.3486838850362242,-0.3008501342710628
lb13__k3__a0.20-0.20__volnone__cap1.00,13,3,0.2,0.2,,1.0,0.174691776501251,1.1471848928442585,-0.11931526792205938,0.2140343143795671,1.0759994058078706,-0.20702230668786348,0.9293558326231737,2.634948242790547,-0.12065057222594444,0.3598292186571692,1.6263801638586566,-0.20702230668786392
lb13__k3__a0.20-0.20__vol0.35__cap1.00,13,3,0.2,0.2,0.35,1.0,0.174691776501251,1.1471848928442585,-0.11931526792205938,0.2140343143795671,1.0759994058078706,-0.20702230668786348,0.9293558326231737,2.634948242790547,-0.12065057222594444,0.3598292186571692,1.6263801638586566,-0.20702230668786392
lb13__k3__a0.20-0.20__vol0.35__cap1.25,13,3,0.2,0.2,0.35,1.25,0.17933505303792208,1.003899738759262,-0.14890959349591604,0.23584851320745748,0.9814331426524222,-0.2590185607275236,1.1803803071539951,2.6104788533613306,-0.1424185548214859,0.4160607580170048,1.539668475141958,-0.2590185607275236
lb13__k3__a0.20-0.20__vol0.35__cap1.50,13,3,0.2,0.2,0.35,1.5,0.18268030406248204,0.8978750066249999,-0.1778136615235435,0.19160144820862457,0.7563840382063639,-0.3085965678735416,1.3494329923592647,2.6399386195659047,-0.1424794044873342,0.4329204475238533,1.4344438849968788,-0.3085965678735413
lb13__k3__a0.20-0.20__vol0.50__cap1.00,13,3,0.2,0.2,0.5,1.0,0.174691776501251,1.1471848928442585,-0.11931526792205938,0.2140343143795671,1.0759994058078706,-0.20702230668786348,0.9293558326231737,2.634948242790547,-0.12065057222594444,0.3598292186571692,1.6263801638586566,-0.20702230668786392
lb13__k3__a0.20-0.20__vol0.50__cap1.25,13,3,0.2,0.2,0.5,1.25,0.17933505303792208,1.003899738759262,-0.14890959349591604,0.24120635422019188,0.9955833552124422,-0.2590185607275236,1.2038208369802335,2.574300408499389,-0.15298477850780645,0.4219556863095868,1.5358012400987335,-0.2590185607275236
lb13__k3__a0.20-0.20__vol0.50__cap1.50,13,3,0.2,0.2,0.5,1.5,0.18268030406248204,0.8978750066249999,-0.1778136615235435,0.26564282419402163,0.9419726548154899,-0.3085965678735416,1.5004266642749182,2.5294909571707653,-0.18664734003245675,0.48233240469449634,1.4711638567449292,-0.3085965678735413
lb13__k3__a0.20-0.30__volnone__cap1.00,13,3,0.2,0.3,,1.0,0.16001251114065806,1.085207914336303,-0.11776876713101092,0.19864866715742924,1.067433990173155,-0.2045040037342033,0.9063164434653783,2.608712424953678,-0.12065057222594455,0.3429785018684848,1.601042230164448,-0.2045040037342032
lb13__k3__a0.20-0.30__vol0.35__cap1.00,13,3,0.2,0.3,0.35,1.0,0.16001251114065806,1.085207914336303,-0.11776876713101092,0.19864866715742924,1.067433990173155,-0.2045040037342033,0.9063164434653783,2.608712424953678,-0.12065057222594455,0.3429785018684848,1.601042230164448,-0.2045040037342032
lb13__k3__a0.20-0.30__vol0.35__cap1.25,13,3,0.2,0.3,0.35,1.25,0.16114139567917452,0.9369006612555939,-0.14694675140864333,0.22301034810755316,0.9830487952582616,-0.2557405859706785,1.148328314453253,2.584029060061152,-0.14241855482148547,0.3964701219937041,1.5163137362878418,-0.2557405859706784
lb13__k3__a0.20-0.30__vol0.35__cap1.50,13,3,0.2,0.3,0.35,1.5,0.16106049531779898,0.8270673359372408,-0.17542432972348965,0.2105117189522281,0.8374653409381158,-0.3045274994338816,1.3208751277897801,2.6188798615343942,-0.14294658304676477,0.42253937084524007,1.4354723279653134,-0.3045274994338817
lb13__k3__a0.20-0.30__vol0.50__cap1.00,13,3,0.2,0.3,0.5,1.0,0.16001251114065806,1.085207914336303,-0.11776876713101092,0.19864866715742924,1.067433990173155,-0.2045040037342033,0.9063164434653783,2.608712424953678,-0.12065057222594455,0.3429785018684848,1.601042230164448,-0.2045040037342032
lb13__k3__a0.20-0.30__vol0.50__cap1.25,13,3,0.2,0.3,0.5,1.25,0.16114139567917452,0.9369006612555939,-0.14694675140864333,0.22260338134029434,0.981510011994949,-0.2557405859706785,1.1714242641672827,2.547548661081439,-0.15298477850780678,0.4004776726485477,1.5081922811614228,-0.2557405859706784
lb13__k3__a0.20-0.30__vol0.50__cap1.50,13,3,0.2,0.3,0.5,1.5,0.16106049531779898,0.8270673359372408,-0.17542432972348965,0.2442042305698504,0.9242273598761447,-0.3045274994338816,1.4569850677731737,2.5023687283938947,-0.18664734003245675,0.4561563432084581,1.441869688449801,-0.3045274994338817
lb13__k3__a0.20-0.40__volnone__cap1.00,13,3,0.2,0.4,,1.0,0.14434598710021307,1.0054507517614508,-0.11663740646747967,0.1819944667416995,1.0211669385677715,-0.20221459707555778,0.8830040837772972,2.570685046156863,-0.12065057222594466,0.3251704254090124,1.5519550031550349,-0.20221459707555733
lb13__k3__a0.20-0.40__vol0.35__cap1.00,13,3,0.2,0.4,0.35,1.0,0.14434598710021307,1.0054507517614508,-0.11663740646747967,0.1819944667416995,1.0211669385677715,-0.20221459707555778,0.8830040837772972,2.570685046156863,-0.12065057222594466,0.3251704254090124,1.5519550031550349,-0.20221459707555733
lb13__k3__a0.20-0.40__vol0.35__cap1.25,13,3,0.2,0.4,0.35,1.25,0.14169582010588333,0.8520515918157823,-0.1455258271020583,0.20194737793692763,0.9321034247153149,-0.25280395836669,1.1157905332153053,2.5451450406007625,-0.1424185548214857,0.3735179695706421,1.4649112098931327,-0.2528039583666897
lb13__k3__a0.20-0.40__vol0.35__cap1.50,13,3,0.2,0.4,0.35,1.5,0.13791503383518777,0.7386086785701325,-0.1737119083973564,0.21224013067203495,0.8538492748397396,-0.30092731471556955,1.2820385060097963,2.578244333198614,-0.15068733220975583,0.4037870347462307,1.3997973945071724,-0.30092731471556966
lb13__k3__a0.20-0.40__vol0.50__cap1.00,13,3,0.2,0.4,0.5,1.0,0.14434598710021307,1.0054507517614508,-0.11663740646747967,0.1819944667416995,1.0211669385677715,-0.20221459707555778,0.8830040837772972,2.570685046156863,-0.12065057222594466,0.3251704254090124,1.5519550031550349,-0.20221459707555733
lb13__k3__a0.20-0.40__vol0.50__cap1.25,13,3,0.2,0.4,0.5,1.25,0.14169582010588333,0.8520515918157823,-0.1455258271020583,0.20194737793692763,0.9321034247153149,-0.25280395836669,1.138536680269183,2.5092674616775703,-0.15298477850780656,0.3775864604340309,1.457537336208758,-0.2528039583666897
lb13__k3__a0.20-0.40__vol0.50__cap1.50,13,3,0.2,0.4,0.5,1.5,0.13791503383518777,0.7386086785701325,-0.1737119083973564,0.21970940561194996,0.8727277488136774,-0.30092731471556955,1.4127348656523289,2.463893684724859,-0.18664734003245642,0.42800268914463224,1.3900987454582525,-0.30092731471556966
lb26__k1__a0.10-0.20__volnone__cap1.00,26,1,0.1,0.2,,1.0,0.16952387712532868,1.037609047495569,-0.137123766071378,0.190228578530502,0.9678226803563846,-0.19904196084139958,1.0191907686630821,2.8017396289284444,-0.1093139847914888,0.3668373508218117,1.6098670848181955,-0.21471596726312503
lb26__k1__a0.10-0.20__vol0.35__cap1.00,26,1,0.1,0.2,0.35,1.0,0.16952387712532868,1.037609047495569,-0.137123766071378,0.190228578530502,0.9678226803563846,-0.19904196084139958,1.0191907686630821,2.8017396289284444,-0.1093139847914888,0.3668373508218117,1.6098670848181955,-0.21471596726312503
lb26__k1__a0.10-0.20__vol0.35__cap1.25,26,1,0.1,0.2,0.35,1.25,0.17208440646084555,0.8998700657339999,-0.17063039616405473,0.20613886350098043,0.8758382631780468,-0.24958238459220705,1.3087674751598408,2.791139295564827,-0.11998767505648378,0.42506601723893755,1.5270296027415682,-0.27580919224180966
lb26__k1__a0.10-0.20__vol0.35__cap1.50,26,1,0.1,0.2,0.35,1.5,0.1730359396125194,0.7998285372850289,-0.20324066599340052,0.16409550204320134,0.6709585101634941,-0.2978984512026045,1.4912458355393658,2.814550800551239,-0.13260814029134482,0.4416777526789708,1.4201641309812902,-0.33382804063999305
lb26__k1__a0.10-0.20__vol0.50__cap1.00,26,1,0.1,0.2,0.5,1.0,0.16952387712532868,1.037609047495569,-0.137123766071378,0.190228578530502,0.9678226803563846,-0.19904196084139958,1.0191907686630821,2.8017396289284444,-0.1093139847914888,0.3668373508218117,1.6098670848181955,-0.21471596726312503
lb26__k1__a0.10-0.20__vol0.50__cap1.25,26,1,0.1,0.2,0.5,1.25,0.17208440646084555,0.8998700657339999,-0.17063039616405473,0.21075576572574728,0.8882372015368954,-0.24958238459220705,1.3325053493928936,2.7412716445871212,-0.13721698228096757,0.43061470444936356,1.5213762726844067,-0.27580919224180966
lb26__k1__a0.10-0.20__vol0.50__cap1.50,26,1,0.1,0.2,0.5,1.5,0.1730359396125194,0.7998285372850289,-0.20324066599340052,0.22835922115931195,0.8351802156572361,-0.2978984512026045,1.6740994097520723,2.695082502265479,-0.1646747976704711,0.4922150018076943,1.4577554861735031,-0.33382804063999305
lb26__k1__a0.10-0.30__volnone__cap1.00,26,1,0.1,0.3,,1.0,0.15901475046090652,0.9794398454109597,-0.14481287549295252,0.17297545304088824,0.9414978912372592,-0.19277210072313378,1.0121375908224857,2.814082435366042,-0.1093139847914889,0.3545371987217856,1.5919471054781262,-0.22082709088738584
lb26__k1__a0.10-0.30__vol0.35__cap1.00,26,1,0.1,0.3,0.35,1.0,0.15901475046090652,0.9794398454109597,-0.14481287549295252,0.17297545304088824,0.9414978912372592,-0.19277210072313378,1.0121375908224857,2.814082435366042,-0.1093139847914889,0.3545371987217856,1.5919471054781262,-0.22082709088738584
lb26__k1__a0.10-0.30__vol0.35__cap1.25,26,1,0.1,0.3,0.35,1.25,0.15890103866424865,0.8402465521611727,-0.17991748940912256,0.18972529536059146,0.8561065594545927,-0.24186195408661915,1.299177913685385,2.8048478342696925,-0.11998767505648344,0.41089315612119925,1.5104891014547577,-0.2824209283446537
lb26__k1__a0.10-0.30__vol0.35__cap1.50,26,1,0.1,0.3,0.35,1.5,0.15718036730044682,0.7394552276082692,-0.21400399027779204,0.17667186044571515,0.7272720932529387,-0.2887823777085953,1.4953118692983591,2.8393018370881338,-0.13880930553534387,0.4378518632326349,1.4269834566659074,-0.3406289572507396
lb26__k1__a0.10-0.30__vol0.50__cap1.00,26,1,0.1,0.3,0.5,1.0,0.15901475046090652,0.9794398454109597,-0.14481287549295252,0.17297545304088824,0.9414978912372592,-0.19277210072313378,1.0121375908224857,2.814082435366042,-0.1093139847914889,0.3545371987217856,1.5919471054781262,-0.22082709088738584
lb26__k1__a0.10-0.30__vol0.50__cap1.25,26,1,0.1,0.3,0.5,1.25,0.15890103866424865,0.8402465521611727,-0.17991748940912256,0.1898655374503162,0.8565802062757547,-0.24186195408661915,1.3228171916731757,2.753000751381873,-0.13721698228096768,0.414936824435179,1.5018859570452787,-0.2824209283446537
lb26__k1__a0.10-0.30__vol0.50__cap1.50,26,1,0.1,0.3,0.5,1.5,0.15718036730044682,0.7394552276082692,-0.21400399027779204,0.2042303581002518,0.7999684163014187,-0.2887823777085953,1.6614414985541752,2.706386368457763,-0.16467479767047144,0.4731181758546652,1.4370957354396678,-0.3406289572507396
lb26__k1__a0.10-0.40__volnone__cap1.00,26,1,0.1,0.4,,1.0,0.1485199096095613,0.9194497771391419,-0.15250198491452682,0.15454836800645144,0.8811187191030855,-0.18676355823701996,1.0044434934008186,2.8123888189055557,-0.1093139847914888,0.3417250901447937,1.5560275076615944,-0.22768134723663858
lb26__k1__a0.10-0.40__vol0.35__cap1.00,26,1,0.1,0.4,0.35,1.0,0.1485199096095613,0.9194497771391419,-0.15250198491452682,0.15454836800645144,0.8811187191030855,-0.18676355823701996,1.0044434934008186,2.8123888189055557,-0.1093139847914888,0.3417250901447937,1.5560275076615944,-0.22768134723663858
lb26__k1__a0.10-0.40__vol0.35__cap1.25,26,1,0.1,0.4,0.35,1.25,0.14573986598827227,0.7790474559739571,-0.18920458265419027,0.16707570587765352,0.7931262586160256,-0.23452936198614238,1.2884486952369651,2.803608406186352,-0.12121482008971263,0.3944630309413335,1.4734701890509068,-0.2901186169879021
lb26__k1__a0.10-0.40__vol0.35__cap1.50,26,1,0.1,0.4,0.35,1.5,0.14135652013553845,0.6777196653128348,-0.22476731456218346,0.1682057890315214,0.709576309037357,-0.28019636975756834,1.4845566403825217,2.8389259409996663,-0.14518346669906756,0.4244790508331675,1.3995942238803911,-0.3488899257881475
lb26__k1__a0.10-0.40__vol0.50__cap1.00,26,1,0.1,0.4,0.5,1.0,0.1485199096095613,0.9194497771391419,-0.15250198491452682,0.15454836800645144,0.8811187191030855,-0.18676355823701996,1.0044434934008186,2.8123888189055557,-0.1093139847914888,0.3417250901447937,1.5560275076615944,-0.22768134723663858
lb26__k1__a0.10-0.40__vol0.50__cap1.25,26,1,0.1,0.4,0.5,1.25,0.14573986598827227,0.7790474559739571,-0.18920458265419027,0.16707570587765352,0.7931262586160256,-0.23452936198614238,1.3119776594573946,2.7509927989037033,-0.1372169822809679,0.39841401734442505,1.4650442971199609,-0.2901186169879021
lb26__k1__a0.10-0.40__vol0.50__cap1.50,26,1,0.1,0.4,0.5,1.5,0.14135652013553845,0.6777196653128348,-0.22476731456218346,0.17727446393977164,0.7344646182913189,-0.28019636975756834,1.646891242917866,2.7041569797897065,-0.164674797670471,0.45273974606052736,1.3996000554827095,-0.3488899257881475
lb26__k1__a0.20-0.20__volnone__cap1.00,26,1,0.2,0.2,,1.0,0.1677119570251322,1.0556800449598032,-0.12612524236496547,0.23311944618937308,1.1386233683118323,-0.1990419608413999,0.9415060773749759,2.7696959013443316,-0.11207507213979362,0.364444156249101,1.6445809551751334,-0.19904196084139936
lb26__k1__a0.20-0.20__vol0.35__cap1.00,26,1,0.2,0.2,0.35,1.0,0.1677119570251322,1.0556800449598032,-0.12612524236496547,0.23311944618937308,1.1386233683118323,-0.1990419608413999,0.9415060773749759,2.7696959013443316,-0.11207507213979362,0.364444156249101,1.6445809551751334,-0.19904196084139936
lb26__k1__a0.20-0.20__vol0.35__cap1.25,26,1,0.2,0.2,0.35,1.25,0.1701283959860842,0.9150797171449206,-0.1572078398581528,0.2592067278339083,1.0445866189294786,-0.2495823845922075,1.2049909285957026,2.714666907215208,-0.13518887062899954,0.4228482774786273,1.5501295422420522,-0.24958238459220727
lb26__k1__a0.20-0.20__vol0.35__cap1.50,26,1,0.2,0.2,0.35,1.5,0.17106911855510742,0.8124157329194407,-0.18751866316115873,0.22303800992873346,0.8389827015266199,-0.2978984512026046,1.3899774382384367,2.731891878776754,-0.1362498026695439,0.4437463257789691,1.445053593503954,-0.2978984512026045
lb26__k1__a0.20-0.20__vol0.50__cap1.00,26,1,0.2,0.2,0.5,1.0,0.1677119570251322,1.0556800449598032,-0.12612524236496547,0.23311944618937308,1.1386233683118323,-0.1990419608413999,0.9415060773749759,2.7696959013443316,-0.11207507213979362,0.364444156249101,1.6445809551751334,-0.19904196084139936
lb26__k1__a0.20-0.20__vol0.50__cap1.25,26,1,0.2,0.2,0.5,1.25,0.1701283959860842,0.9150797171449206,-0.1572078398581528,0.2654118265954226,1.0595387736186752,-0.2495823845922075,1.2232394563280247,2.7062538919146277,-0.14056276003703538,0.42803594826171265,1.5540737169472734,-0.24958238459220727
lb26__k1__a0.20-0.20__vol0.50__cap1.50,26,1,0.2,0.2,0.5,1.5,0.17106911855510742,0.8124157329194407,-0.18751866316115873,0.29504520158060266,1.0068157104899038,-0.2978984512026046,1.5355843635777573,2.6639592189614913,-0.16833864690626654,0.49096367876839864,1.4911035303235978,-0.2978984512026045
lb26__k1__a0.20-0.30__volnone__cap1.00,26,1,0.2,0.3,,1.0,0.15722239359351975,0.9956021036189714,-0.13390839239450514,0.2152563422101479,1.1232924913788076,-0.19277210072313333,0.93472205575867,2.783891267108822,-0.1120750721397934,0.352170444905602,1.6279664109560503,-0.1927721007231331
lb26__k1__a0.20-0.30__vol0.35__cap1.00,26,1,0.2,0.3,0.35,1.0,0.15722239359351975,0.9956021036189714,-0.13390839239450514,0.2152563422101479,1.1232924913788076,-0.19277210072313333,0.93472205575867,2.783891267108822,-0.1120750721397934,0.352170444905602,1.6279664109560503,-0.1927721007231331
lb26__k1__a0.20-0.30__vol0.35__cap1.25,26,1,0.2,0.3,0.35,1.25,0.1569722212105784,0.8533677607642834,-0.16663919444891273,0.24317949578277687,1.0376626487682326,-0.24186195408661904,1.1958285122690295,2.7289392848168537,-0.13518887062899942,0.40904723362134043,1.535058991763126,-0.24982683364917901
lb26__k1__a0.20-0.30__vol0.35__cap1.50,26,1,0.2,0.3,0.35,1.5,0.15524769318217513,0.749851622239787,-0.1984858988839734,0.23692848199984518,0.9050560648615021,-0.2887823777085954,1.3827366408373778,2.7470870612146756,-0.13880930553534376,0.43828026736036585,1.4498049423466204,-0.304372955066862
lb26__k1__a0.20-0.30__vol0.50__cap1.00,26,1,0.2,0.3,0.5,1.0,0.15722239359351975,0.9956021036189714,-0.13390839239450514,0.2152563422101479,1.1232924913788076,-0.19277210072313333,0.93472205575867,2.783891267108822,-0.1120750721397934,0.352170444905602,1.6279664109560503,-0.1927721007231331
lb26__k1__a0.20-0.30__vol0.50__cap1.25,26,1,0.2,0.3,0.5,1.25,0.1569722212105784,0.8533677607642834,-0.16663919444891273,0.2435970560875398,1.0389860643786752,-0.24186195408661904,1.2140012117490606,2.719736947999366,-0.14056276003703538,0.4123942749320537,1.5357731764673188,-0.24982683364917901
lb26__k1__a0.20-0.30__vol0.50__cap1.50,26,1,0.2,0.3,0.5,1.5,0.15524769318217513,0.749851622239787,-0.1984858988839734,0.2696331413152957,0.9827817797119199,-0.2887823777085954,1.5235756867526398,2.676967401926394,-0.16833864690626643,0.4718947045403108,1.4715738748138605,-0.304372955066862
lb26__k1__a0.20-0.40__volnone__cap1.00,26,1,0.2,0.4,,1.0,0.14674709341372538,0.9335496242382428,-0.1416915424240448,0.19617665637507842,1.0695615572965254,-0.18676355823701996,0.9273217996364109,2.7828167559163703,-0.11207507213979351,0.3393856293458257,1.5918036281584926,-0.1998491858262127
lb26__k1__a0.20-0.40__vol0.35__cap1.00,26,1,0.2,0.4,0.35,1.0,0.14674709341372538,0.9335496242382428,-0.1416915424240448,0.19617665637507842,1.0695615572965254,-0.18676355823701996,0.9273217996364109,2.7828167559163703,-0.11207507213979351,0.3393856293458257,1.5918036281584926,-0.1998491858262127
lb26__k1__a0.20-0.40__vol0.35__cap1.25,26,1,0.2,0.4,0.35,1.25,0.14383820416487647,0.7899420250739931,-0.17607054903967279,0.21979632674499316,0.9822526382768101,-0.2345293619861426,1.185577723734811,2.7277992229884207,-0.13518887062899965,0.39273049914343505,1.4980896910841293,-0.25786503627409907
lb26__k1__a0.20-0.40__vol0.35__cap1.50,26,1,0.2,0.4,0.35,1.5,0.13945794002894218,0.6858052352618788,-0.20945313460678816,0.22958752257323667,0.89573037789937,-0.28019636975756856,1.3700603229073618,2.744080769802999,-0.14518346669906745,0.4250077261549421,1.422530211846681,-0.3130760373288235
lb26__k1__a0.20-0.40__vol0.50__cap1.00,26,1,0.2,0.4,0.5,1.0,0.14674709341372538,0.9335496242382428,-0.1416915424240448,0.19617665637507842,1.0695615572965254,-0.18676355823701996,0.9273217996364109,2.7828167559163703,-0.11207507213979351,0.3393856293458257,1.5918036281584926,-0.1998491858262127
lb26__k1__a0.20-0.40__vol0.50__cap1.25,26,1,0.2,0.4,0.5,1.25,0.14383820416487647,0.7899420250739931,-0.17607054903967279,0.21979632674499316,0.9822526382768101,-0.2345293619861426,1.2036655875829032,2.7182954662373993,-0.1405627600370356,0.39590911306533827,1.498607715676792,-0.25786503627409907
lb26__k1__a0.20-0.40__vol0.50__cap1.50,26,1,0.2,0.4,0.5,1.5,0.13945794002894218,0.6858052352618788,-0.20945313460678816,0.2412395656523545,0.9240466922636669,-0.28019636975756856,1.5097728005354045,2.675281273118084,-0.16833864690626654,0.45154505919533294,1.4337242097847847,-0.3130760373288235
lb26__k2__a0.10-0.20__volnone__cap1.00,26,2,0.1,0.2,,1.0,0.184063581777836,1.1264074198248397,-0.12620991967246709,0.18122697139644917,0.9448457946042548,-0.199773238354521,0.9838642253228553,2.731222600619411,-0.1093139847914889,0.3648415064988526,1.616030864907788,-0.20091684980730373
lb26__k2__a0.10-0.20__vol0.35__cap1.00,26,2,0.1,0.2,0.35,1.0,0.184063581777836,1.1264074198248397,-0.12620991967246709,0.18122697139644917,0.9448457946042548,-0.199773238354521,0.9838642253228553,2.731222600619411,-0.1093139847914889,0.3648415064988526,1.616030864907788,-0.20091684980730373
lb26__k2__a0.10-0.20__vol0.35__cap1.25,26,2,0.1,0.2,0.35,1.25,0.1904753124359415,0.9900513384592184,-0.15731323162795796,0.19707478872188977,0.8571970043621117,-0.2503522728195572,1.258476966220409,2.7182878003927375,-0.11998767505648356,0.423326183250466,1.534442128965484,-0.25957625391571537
lb26__k2__a0.10-0.20__vol0.35__cap1.50,26,2,0.1,0.2,0.35,1.5,0.19534262257676938,0.8904143217013369,-0.18764426552699276,0.1617180455357865,0.670367509819629,-0.29866332851223876,1.4279241064116972,2.735747908338569,-0.1326081402913447,0.44273060289637756,1.4337433038800316,-0.3155413134562943
lb26__k2__a0.10-0.20__vol0.50__cap1.00,26,2,0.1,0.2,0.5,1.0,0.184063581777836,1.1264074198248397,-0.12620991967246709,0.18122697139644917,0.9448457946042548,-0.199773238354521,0.9838642253228553,2.731222600619411,-0.1093139847914889,0.3648415064988526,1.616030864907788,-0.20091684980730373
