path,cluster
evidence/sec_growth_mu_cap_sensitivity_v1/path__adverse__mu_uncapped__100bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__adverse__mu_uncapped__200bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__adverse__mu_uncapped__50bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_1.00x__100bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_1.00x__200bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_1.00x__50bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_1.50x__100bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_1.50x__200bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_1.50x__50bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_2.00x__100bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_2.00x__200bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_2.00x__50bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_2.50x__100bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_2.50x__200bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_2.50x__50bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_3.00x__100bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_3.00x__200bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_cap_3.00x__50bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_uncapped__100bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_uncapped__200bps.csv,6
evidence/sec_growth_mu_cap_sensitivity_v1/path__base__mu_uncapped__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_10__cap_1.00x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_10__cap_1.00x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_10__cap_1.00x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_10__cap_1.25x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_10__cap_1.25x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_10__cap_1.25x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_10__cap_1.50x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_10__cap_1.50x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_10__cap_1.50x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_10__uncapped__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_10__uncapped__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_10__uncapped__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_20__cap_1.00x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_20__cap_1.00x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_20__cap_1.00x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_20__cap_1.25x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_20__cap_1.25x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_20__cap_1.25x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_20__cap_1.50x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_20__cap_1.50x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_20__cap_1.50x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_20__uncapped__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_20__uncapped__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_20__uncapped__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_30__cap_1.00x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_30__cap_1.00x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_30__cap_1.00x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_30__cap_1.25x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_30__cap_1.25x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_30__cap_1.25x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_30__cap_1.50x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_30__cap_1.50x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_30__cap_1.50x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_30__uncapped__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_30__uncapped__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__adverse__growth_30__uncapped__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_10__cap_1.00x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_10__cap_1.00x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_10__cap_1.00x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_10__cap_1.25x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_10__cap_1.25x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_10__cap_1.25x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_10__cap_1.50x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_10__cap_1.50x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_10__cap_1.50x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_10__uncapped__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_10__uncapped__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_10__uncapped__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_20__cap_1.00x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_20__cap_1.00x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_20__cap_1.00x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_20__cap_1.25x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_20__cap_1.25x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_20__cap_1.25x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_20__cap_1.50x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_20__cap_1.50x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_20__cap_1.50x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_20__uncapped__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_20__uncapped__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_20__uncapped__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_30__cap_1.00x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_30__cap_1.00x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_30__cap_1.00x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_30__cap_1.25x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_30__cap_1.25x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_30__cap_1.25x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_30__cap_1.50x__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_30__cap_1.50x__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_30__cap_1.50x__50bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_30__uncapped__100bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_30__uncapped__200bps.csv,6
evidence/sec_growth_stock_drift_cap_v1/path__base__growth_30__uncapped__50bps.csv,6
evidence/sec_growth_survivorship_retest_full_v1/path_benchmark__SPY__100bps.csv,9
evidence/sec_growth_survivorship_retest_full_v1/path_benchmark__SPY__200bps.csv,9
evidence/sec_growth_survivorship_retest_full_v1/path_benchmark__SPY__50bps.csv,9
evidence/sec_growth_survivorship_retest_full_v1/path_benchmark__XLE__100bps.csv,6
evidence/sec_growth_survivorship_retest_full_v1/path_benchmark__XLE__200bps.csv,6
evidence/sec_growth_survivorship_retest_full_v1/path_benchmark__XLE__50bps.csv,6
evidence/sec_growth_survivorship_retest_full_v1/path_benchmark__XLK__100bps.csv,9
evidence/sec_growth_survivorship_retest_full_v1/path_benchmark__XLK__200bps.csv,9
evidence/sec_growth_survivorship_retest_full_v1/path_benchmark__XLK__50bps.csv,9
evidence/sec_growth_survivorship_retest_full_v1/path_growth__adverse__100bps.csv,6
evidence/sec_growth_survivorship_retest_full_v1/path_growth__adverse__200bps.csv,6
evidence/sec_growth_survivorship_retest_full_v1/path_growth__adverse__50bps.csv,6
evidence/sec_growth_survivorship_retest_full_v1/path_growth__base__100bps.csv,6
evidence/sec_growth_survivorship_retest_full_v1/path_growth__base__200bps.csv,6
evidence/sec_growth_survivorship_retest_full_v1/path_growth__base__50bps.csv,6
evidence/sec_growth_survivorship_retest_v1/path_benchmark__SPY__100bps.csv,9
evidence/sec_growth_survivorship_retest_v1/path_benchmark__SPY__200bps.csv,9
evidence/sec_growth_survivorship_retest_v1/path_benchmark__SPY__50bps.csv,9
evidence/sec_growth_survivorship_retest_v1/path_benchmark__XLE__100bps.csv,6
evidence/sec_growth_survivorship_retest_v1/path_benchmark__XLE__200bps.csv,6
evidence/sec_growth_survivorship_retest_v1/path_benchmark__XLE__50bps.csv,6
evidence/sec_growth_survivorship_retest_v1/path_benchmark__XLK__100bps.csv,9
evidence/sec_growth_survivorship_retest_v1/path_benchmark__XLK__200bps.csv,9
evidence/sec_growth_survivorship_retest_v1/path_benchmark__XLK__50bps.csv,9
evidence/sec_growth_survivorship_retest_v1/path_growth__adverse__100bps.csv,6
evidence/sec_growth_survivorship_retest_v1/path_growth__adverse__200bps.csv,6
evidence/sec_growth_survivorship_retest_v1/path_growth__adverse__50bps.csv,6
evidence/sec_growth_survivorship_retest_v1/path_growth__base__100bps.csv,6
evidence/sec_growth_survivorship_retest_v1/path_growth__base__200bps.csv,6
evidence/sec_growth_survivorship_retest_v1/path_growth__base__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__binary_10_40_control__monthly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__binary_10_40_control__monthly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__binary_10_40_control__monthly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_50__biweekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_50__biweekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_50__biweekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_50__monthly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_50__monthly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_50__monthly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_50__monthly_with_weekly_2x_emergency__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_50__monthly_with_weekly_2x_emergency__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_50__monthly_with_weekly_2x_emergency__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_50__weekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_50__weekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_50__weekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_60__biweekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_60__biweekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_60__biweekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_60__monthly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_60__monthly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_60__monthly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_60__monthly_with_weekly_2x_emergency__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_60__monthly_with_weekly_2x_emergency__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_60__monthly_with_weekly_2x_emergency__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_60__weekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_60__weekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_concentration60_vol_60__weekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_50__biweekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_50__biweekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_50__biweekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_50__monthly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_50__monthly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_50__monthly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_50__monthly_with_weekly_2x_emergency__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_50__monthly_with_weekly_2x_emergency__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_50__monthly_with_weekly_2x_emergency__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_50__weekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_50__weekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_50__weekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_60__biweekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_60__biweekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_60__biweekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_60__monthly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_60__monthly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_60__monthly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_60__monthly_with_weekly_2x_emergency__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_60__monthly_with_weekly_2x_emergency__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_60__monthly_with_weekly_2x_emergency__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_60__weekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_60__weekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth3_vol_60__weekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_50__biweekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_50__biweekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_50__biweekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_50__monthly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_50__monthly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_50__monthly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_50__monthly_with_weekly_2x_emergency__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_50__monthly_with_weekly_2x_emergency__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_50__monthly_with_weekly_2x_emergency__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_50__weekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_50__weekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_50__weekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_60__biweekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_60__biweekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_60__biweekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_60__monthly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_60__monthly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_60__monthly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_60__monthly_with_weekly_2x_emergency__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_60__monthly_with_weekly_2x_emergency__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_60__monthly_with_weekly_2x_emergency__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_60__weekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_60__weekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__adverse__breadth4_vol_60__weekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__binary_10_40_control__monthly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__binary_10_40_control__monthly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__binary_10_40_control__monthly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_50__biweekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_50__biweekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_50__biweekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_50__monthly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_50__monthly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_50__monthly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_50__monthly_with_weekly_2x_emergency__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_50__monthly_with_weekly_2x_emergency__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_50__monthly_with_weekly_2x_emergency__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_50__weekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_50__weekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_50__weekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_60__biweekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_60__biweekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_60__biweekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_60__monthly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_60__monthly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_60__monthly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_60__monthly_with_weekly_2x_emergency__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_60__monthly_with_weekly_2x_emergency__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_60__monthly_with_weekly_2x_emergency__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_60__weekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_60__weekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_concentration60_vol_60__weekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_50__biweekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_50__biweekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_50__biweekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_50__monthly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_50__monthly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_50__monthly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_50__monthly_with_weekly_2x_emergency__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_50__monthly_with_weekly_2x_emergency__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_50__monthly_with_weekly_2x_emergency__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_50__weekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_50__weekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_50__weekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_60__biweekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_60__biweekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_60__biweekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_60__monthly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_60__monthly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_60__monthly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_60__monthly_with_weekly_2x_emergency__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_60__monthly_with_weekly_2x_emergency__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_60__monthly_with_weekly_2x_emergency__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_60__weekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_60__weekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth3_vol_60__weekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_50__biweekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_50__biweekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_50__biweekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_50__monthly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_50__monthly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_50__monthly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_50__monthly_with_weekly_2x_emergency__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_50__monthly_with_weekly_2x_emergency__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_50__monthly_with_weekly_2x_emergency__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_50__weekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_50__weekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_50__weekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_60__biweekly__100bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_60__biweekly__200bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_60__biweekly__50bps.csv,6
evidence/sec_growth_three_tier_cap_frequency_v1/path__base__breadth4_vol_60__monthly__100bps.csv,6
