label,ann_return,ann_vol,sharpe,sortino,calmar,max_drawdown,avg_drawdown,cvar_5pct,hit_rate,n_weeks,avg_turnover,ann_turnover,ann_cost_drag,state,variant,period,family,tilt_size,bucket_type
stressed_panic,0.075762,0.074457,1.01754,1.132815,2.89249,-0.026193,-0.003695,-0.026193,0.857143,14,0.078601,4.087235,0.004087,stressed_panic,familyD_tilt5pct_data,holdout,D,0.05,data
calm_trend,0.038575,0.077446,0.498087,0.646012,0.272316,-0.141655,-0.061944,-0.026405,0.559567,277,0.071403,3.712931,0.003713,calm_trend,familyD_tilt5pct_intuitive,dev,D,0.05,intuitive
neutral_mixed,0.092922,0.072997,1.272965,1.564001,1.053068,-0.088239,-0.017061,-0.023954,0.533333,435,0.073105,3.801468,0.003801,neutral_mixed,familyD_tilt5pct_intuitive,dev,D,0.05,intuitive
recovery_confirmed,0.003692,0.074995,0.049226,0.067402,0.068357,-0.054006,-0.016719,-0.025075,0.5,34,0.095031,4.941634,0.004942,recovery_confirmed,familyD_tilt5pct_intuitive,dev,D,0.05,intuitive
recovery_fragile,0.058573,0.059985,0.976453,1.300925,1.871233,-0.031302,-0.008479,-0.017121,0.577778,45,0.112552,5.852693,0.005853,recovery_fragile,familyD_tilt5pct_intuitive,dev,D,0.05,intuitive
stressed_panic,0.035193,0.074638,0.471508,0.533935,0.289087,-0.121737,-0.026418,-0.022614,0.553488,215,0.055373,2.87938,0.002879,stressed_panic,familyD_tilt5pct_intuitive,dev,D,0.05,intuitive
calm_trend,0.102546,0.065409,1.567756,2.205641,3.757598,-0.02729,-0.007953,-0.01894,0.555556,18,0.070895,3.686516,0.003687,calm_trend,familyD_tilt5pct_intuitive,holdout,D,0.05,intuitive
neutral_mixed,0.222423,0.093024,2.391024,3.720042,4.565131,-0.048722,-0.006714,-0.025639,0.637931,58,0.082266,4.277827,0.004278,neutral_mixed,familyD_tilt5pct_intuitive,holdout,D,0.05,intuitive
recovery_confirmed,0.108772,0.076377,1.424149,1.931302,6.738928,-0.016141,-0.004542,-0.016141,0.6,10,0.121674,6.327047,0.006327,recovery_confirmed,familyD_tilt5pct_intuitive,holdout,D,0.05,intuitive
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyD_tilt5pct_intuitive,holdout,D,0.05,intuitive
stressed_panic,0.075762,0.074457,1.01754,1.132815,2.89249,-0.026193,-0.003695,-0.026193,0.857143,14,0.078601,4.087235,0.004087,stressed_panic,familyD_tilt5pct_intuitive,holdout,D,0.05,intuitive
calm_trend,0.038542,0.077445,0.497664,0.645136,0.271935,-0.141731,-0.062062,-0.026405,0.555957,277,0.072046,3.746407,0.003746,calm_trend,familyD_tilt7pct_data,dev,D,0.075,data
neutral_mixed,0.094158,0.072922,1.291221,1.583154,1.162519,-0.080995,-0.016658,-0.023966,0.533333,435,0.075768,3.939941,0.00394,neutral_mixed,familyD_tilt7pct_data,dev,D,0.075,data
recovery_confirmed,0.003857,0.075016,0.051418,0.070423,0.071473,-0.053967,-0.0167,-0.025075,0.5,34,0.09185,4.776189,0.004776,recovery_confirmed,familyD_tilt7pct_data,dev,D,0.075,data
recovery_fragile,0.058562,0.059973,0.976477,1.299912,1.87089,-0.031302,-0.0085,-0.017121,0.577778,45,0.112758,5.863432,0.005863,recovery_fragile,familyD_tilt7pct_data,dev,D,0.075,data
stressed_panic,0.035162,0.074634,0.471131,0.533489,0.288808,-0.12175,-0.026423,-0.022616,0.553488,215,0.055952,2.909527,0.00291,stressed_panic,familyD_tilt7pct_data,dev,D,0.075,data
calm_trend,0.10246,0.065406,1.566528,2.203793,3.754449,-0.02729,-0.007953,-0.01894,0.555556,18,0.072547,3.772439,0.003772,calm_trend,familyD_tilt7pct_data,holdout,D,0.075,data
neutral_mixed,0.219725,0.092591,2.373074,3.69198,4.448923,-0.049388,-0.006733,-0.025461,0.637931,58,0.089722,4.665562,0.004666,neutral_mixed,familyD_tilt7pct_data,holdout,D,0.075,data
recovery_confirmed,0.108772,0.076377,1.424149,1.931302,6.738928,-0.016141,-0.004542,-0.016141,0.6,10,0.121674,6.327047,0.006327,recovery_confirmed,familyD_tilt7pct_data,holdout,D,0.075,data
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyD_tilt7pct_data,holdout,D,0.075,data
stressed_panic,0.075762,0.074457,1.01754,1.132815,2.89249,-0.026193,-0.003695,-0.026193,0.857143,14,0.078601,4.087235,0.004087,stressed_panic,familyD_tilt7pct_data,holdout,D,0.075,data
calm_trend,0.038498,0.077444,0.497103,0.644753,0.271658,-0.141714,-0.06202,-0.026405,0.559567,277,0.07289,3.790259,0.00379,calm_trend,familyD_tilt7pct_intuitive,dev,D,0.075,intuitive
neutral_mixed,0.092276,0.072748,1.268427,1.564198,1.03401,-0.089241,-0.01685,-0.023828,0.535632,435,0.07827,4.070054,0.00407,neutral_mixed,familyD_tilt7pct_intuitive,dev,D,0.075,intuitive
recovery_confirmed,0.003593,0.074983,0.047913,0.065594,0.0665,-0.054026,-0.016731,-0.025075,0.5,34,0.096936,5.040649,0.005041,recovery_confirmed,familyD_tilt7pct_intuitive,dev,D,0.075,intuitive
recovery_fragile,0.058471,0.059982,0.974816,1.299146,1.86798,-0.031302,-0.008495,-0.017121,0.577778,45,0.11451,5.954529,0.005955,recovery_fragile,familyD_tilt7pct_intuitive,dev,D,0.075,intuitive
stressed_panic,0.035161,0.074636,0.471101,0.533456,0.288777,-0.121759,-0.026426,-0.022616,0.553488,215,0.055977,2.91078,0.002911,stressed_panic,familyD_tilt7pct_intuitive,dev,D,0.075,intuitive
calm_trend,0.102475,0.065406,1.566737,2.204108,3.754985,-0.02729,-0.007953,-0.01894,0.555556,18,0.072266,3.757822,0.003758,calm_trend,familyD_tilt7pct_intuitive,holdout,D,0.075,intuitive
neutral_mixed,0.222518,0.093347,2.383759,3.717034,4.529285,-0.049129,-0.006644,-0.025667,0.637931,58,0.088445,4.599141,0.004599,neutral_mixed,familyD_tilt7pct_intuitive,holdout,D,0.075,intuitive
recovery_confirmed,0.108772,0.076377,1.424149,1.931302,6.738928,-0.016141,-0.004542,-0.016141,0.6,10,0.121674,6.327047,0.006327,recovery_confirmed,familyD_tilt7pct_intuitive,holdout,D,0.075,intuitive
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyD_tilt7pct_intuitive,holdout,D,0.075,intuitive
stressed_panic,0.075762,0.074457,1.01754,1.132815,2.89249,-0.026193,-0.003695,-0.026193,0.857143,14,0.078601,4.087235,0.004087,stressed_panic,familyD_tilt7pct_intuitive,holdout,D,0.075,intuitive
calm_trend,0.038482,0.077443,0.496902,0.644162,0.27139,-0.141795,-0.06215,-0.026405,0.555957,277,0.073196,3.806175,0.003806,calm_trend,familyD_tilt10pct_data,dev,D,0.1,data
neutral_mixed,0.094062,0.072717,1.293544,1.589931,1.187819,-0.079189,-0.016406,-0.023856,0.528736,435,0.079834,4.151378,0.004151,neutral_mixed,familyD_tilt10pct_data,dev,D,0.1,data
recovery_confirmed,0.003852,0.075015,0.051355,0.070336,0.071385,-0.053967,-0.0167,-0.025075,0.5,34,0.091941,4.780945,0.004781,recovery_confirmed,familyD_tilt10pct_data,dev,D,0.1,data
recovery_fragile,0.058505,0.059968,0.975605,1.298638,1.869057,-0.031302,-0.008516,-0.017121,0.577778,45,0.113862,5.920805,0.005921,recovery_fragile,familyD_tilt10pct_data,dev,D,0.1,data
stressed_panic,0.035139,0.074632,0.470821,0.533126,0.288561,-0.121772,-0.026431,-0.022618,0.553488,215,0.05641,2.933326,0.002933,stressed_panic,familyD_tilt10pct_data,dev,D,0.1,data
calm_trend,0.102388,0.065403,1.565493,2.202236,3.751797,-0.02729,-0.007953,-0.01894,0.555556,18,0.073939,3.844818,0.003845,calm_trend,familyD_tilt10pct_data,holdout,D,0.1,data
neutral_mixed,0.218893,0.09269,2.361556,3.706978,4.387867,-0.049886,-0.006694,-0.025421,0.655172,58,0.096245,5.00473,0.005005,neutral_mixed,familyD_tilt10pct_data,holdout,D,0.1,data
recovery_confirmed,0.108772,0.076377,1.424149,1.931302,6.738928,-0.016141,-0.004542,-0.016141,0.6,10,0.121674,6.327047,0.006327,recovery_confirmed,familyD_tilt10pct_data,holdout,D,0.1,data
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyD_tilt10pct_data,holdout,D,0.1,data
stressed_panic,0.075762,0.074457,1.01754,1.132815,2.89249,-0.026193,-0.003695,-0.026193,0.857143,14,0.078601,4.087235,0.004087,stressed_panic,familyD_tilt10pct_data,holdout,D,0.1,data
calm_trend,0.038413,0.077442,0.496017,0.64307,0.270943,-0.141774,-0.06211,-0.026405,0.555957,277,0.074527,3.875425,0.003875,calm_trend,familyD_tilt10pct_intuitive,dev,D,0.1,intuitive
neutral_mixed,0.091618,0.072555,1.262734,1.560855,1.015236,-0.090243,-0.016692,-0.023703,0.533333,435,0.083809,4.358074,0.004358,neutral_mixed,familyD_tilt10pct_intuitive,dev,D,0.1,intuitive
recovery_confirmed,0.003481,0.074972,0.046426,0.063548,0.064403,-0.054046,-0.016745,-0.025075,0.5,34,0.09909,5.152678,0.005153,recovery_confirmed,familyD_tilt10pct_intuitive,dev,D,0.1,intuitive
recovery_fragile,0.058358,0.059978,0.972988,1.297171,1.86436,-0.031302,-0.008512,-0.017121,0.577778,45,0.116689,6.067823,0.006068,recovery_fragile,familyD_tilt10pct_intuitive,dev,D,0.1,intuitive
stressed_panic,0.035129,0.074634,0.47068,0.53296,0.288457,-0.121781,-0.026434,-0.022619,0.553488,215,0.056603,2.943345,0.002943,stressed_panic,familyD_tilt10pct_intuitive,dev,D,0.1,intuitive
calm_trend,0.102402,0.065403,1.565699,2.202546,3.752325,-0.02729,-0.007953,-0.01894,0.555556,18,0.073662,3.830411,0.00383,calm_trend,familyD_tilt10pct_intuitive,holdout,D,0.1,intuitive
neutral_mixed,0.222591,0.093723,2.374991,3.71184,4.492975,-0.049542,-0.006575,-0.025696,0.637931,58,0.095031,4.94162,0.004942,neutral_mixed,familyD_tilt10pct_intuitive,holdout,D,0.1,intuitive
recovery_confirmed,0.108772,0.076377,1.424149,1.931302,6.738928,-0.016141,-0.004542,-0.016141,0.6,10,0.121674,6.327047,0.006327,recovery_confirmed,familyD_tilt10pct_intuitive,holdout,D,0.1,intuitive
recovery_fragile,0.157405,0.032087,,,86.422024,-0.001821,-0.000596,,,4,0.182906,9.511104,0.009511,recovery_fragile,familyD_tilt10pct_intuitive,holdout,D,0.1,intuitive
stressed_panic,0.075762,0.074457,1.01754,1.132815,2.89249,-0.026193,-0.003695,-0.026193,0.857143,14,0.078601,4.087235,0.004087,stressed_panic,familyD_tilt10pct_intuitive,holdout,D,0.1,intuitive
