decision_at,event_time,cik10,company_name_as_filed,sector,market_cap,score
2025-11-21,2025-11-08 00:00:00+00:00,0001694426,"DELEK US HOLDINGS, INC.",energy,1941118201.4255867,0.28020723347614107
2025-11-21,2025-11-06 00:00:00+00:00,0000821483,"PAR PACIFIC HOLDINGS, INC.",energy,1799856120.4955292,0.2678381086700415
2025-11-21,2025-10-31 00:00:00+00:00,0001517228,"COMMSCOPE HOLDING COMPANY, INC.",technology,3429217842.953579,0.2607733795024371
2025-11-21,2025-10-29 00:00:00+00:00,0000315852,RANGE RESOURCES CORP,energy,8965512369.299698,0.2573083400026678
2025-11-21,2025-10-24 00:00:00+00:00,0000866829,HELIX ENERGY SOLUTIONS GROUP INC,energy,964225350.469418,0.2512519843472225
2025-11-21,2025-11-06 00:00:00+00:00,0001831915,"CYTEK BIOSCIENCES, INC.",technology,441466513.2999014,0.25115374269486523
2025-11-21,2025-10-31 00:00:00+00:00,0000097210,"TERADYNE, INC",technology,21894880847.38922,0.22974940091750784
2025-11-21,2025-11-06 00:00:00+00:00,0001840502,TABOOLA.COM LTD.,technology,1146470014.726982,0.220264284939643
2025-11-21,2025-11-06 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,energy,3178320734.48822,0.21905837548694693
2025-11-21,2025-10-24 00:00:00+00:00,0001035002,VALERO ENERGY CORP/TX,energy,52891564226.97901,0.2169355089355089
2025-11-21,2025-11-06 00:00:00+00:00,0000733269,"LIVERAMP HOLDINGS, INC.",technology,1780531004.4776309,0.21477962868664563
2025-11-21,2025-11-05 00:00:00+00:00,0001408710,FABRINET,technology,13027719649.759155,0.2115810654306213
2025-11-21,2025-11-07 00:00:00+00:00,0001564408,SNAP INC,technology,13322317235.915184,0.2094068772540168
2025-11-21,2025-11-11 00:00:00+00:00,0001503274,QUANTERIX CORP,technology,252309910.47359705,0.20310078649022062
2025-11-21,2025-11-07 00:00:00+00:00,0001090012,DEVON ENERGY CORP/DE,energy,22256088871.765137,0.18372938499409086
2025-11-21,2025-11-06 00:00:00+00:00,0001691303,"WARRIOR MET COAL, INC.",energy,3345513147.354217,0.17979278735581253
2025-11-21,2025-11-05 00:00:00+00:00,0001510295,MARATHON PETROLEUM CORP,energy,58596876026.69344,0.16939830524284305
2025-11-28,2025-10-31 00:00:00+00:00,0000912093,VIAVI SOLUTIONS INC.,technology,2832990567.672286,0.555940029559651
2025-11-28,2025-11-12 23:59:59+00:00,0001828161,"FTC SOLAR, INC.",technology,104867321.68714236,0.5047713104882627
2025-11-28,2025-10-31 00:00:00+00:00,0001070412,CNX RESOURCES CORP,energy,4542363996.148682,0.478302695694
2025-11-28,2025-11-06 00:00:00+00:00,0001633978,LUMENTUM HOLDINGS INC.,technology,11373429469.299316,0.3837887475822154
2025-11-28,2025-11-06 23:59:59+00:00,0001340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,technology,134408052.9967463,0.36922574849702194
2025-11-28,2025-10-31 00:00:00+00:00,0001517228,"COMMSCOPE HOLDING COMPANY, INC.",technology,3429217842.953579,0.3510688928442646
2025-11-28,2025-11-13 23:59:59+00:00,0001051627,AXT INC,technology,207100947.5928402,0.3219363022905313
2025-11-28,2025-11-06 00:00:00+00:00,0000821483,"PAR PACIFIC HOLDINGS, INC.",energy,1799856120.4955292,0.3157648830283102
2025-11-28,2025-11-11 00:00:00+00:00,0001503274,QUANTERIX CORP,technology,252309910.47359705,0.3054267267595624
2025-11-28,2025-11-01 00:00:00+00:00,0001137789,SEAGATE TECHNOLOGY HOLDINGS PLC,technology,50204574119.4486,0.29047338790090316
2025-11-28,2025-11-06 00:00:00+00:00,0000002488,ADVANCED MICRO DEVICES INC,technology,262559869547.753,0.27593449557176636
2025-11-28,2025-11-06 00:00:00+00:00,0001831915,"CYTEK BIOSCIENCES, INC.",technology,441466513.2999014,0.2622805834605504
2025-11-28,2025-11-08 00:00:00+00:00,0001694426,"DELEK US HOLDINGS, INC.",energy,1941118201.4255867,0.2579101205699671
2025-11-28,2025-11-01 00:00:00+00:00,0000106040,WESTERN DIGITAL CORP,technology,41651469600.58216,0.2535142489804486
2025-11-28,2025-10-31 00:00:00+00:00,0001274494,"FIRST SOLAR, INC.",technology,23651324344.112457,0.25006100944433707
2025-11-28,2025-11-14 23:59:59+00:00,0001992243,"FREYR BATTERY, INC. /DE/",technology,339945050.96999073,0.24389128886696038
2025-11-28,2025-11-07 00:00:00+00:00,0001724965,TALOS ENERGY INC.,energy,1674970419.2706983,0.22973001233870796
2025-11-28,2025-11-05 00:00:00+00:00,0001594805,SHOPIFY INC.,technology,192858041282.58133,0.22533670444922158
2025-11-28,2025-11-01 00:00:00+00:00,0001110803,"ILLUMINA, INC.",technology,14596889187.62207,0.2216611877616712
2025-11-28,2025-11-05 00:00:00+00:00,0001408710,FABRINET,technology,13027719649.759155,0.2188846519889862
2025-11-28,2025-11-06 00:00:00+00:00,0001840502,TABOOLA.COM LTD.,technology,1146470014.726982,0.21502165523249256
2025-11-28,2025-11-06 00:00:00+00:00,0000874499,GULFPORT ENERGY CORP,energy,3178320734.48822,0.20264759395194176
2025-11-28,2025-11-06 00:00:00+00:00,0000733269,"LIVERAMP HOLDINGS, INC.",technology,1780531004.4776309,0.20034522624117063
2025-11-28,2025-11-06 00:00:00+00:00,0001563190,"COMPASS, INC.",technology,4222699125.968785,0.17423139040142713
2025-11-28,2025-10-31 00:00:00+00:00,0000097210,"TERADYNE, INC",technology,21894880847.38922,0.17371887522444004
2025-11-28,2025-11-06 00:00:00+00:00,0001691303,"WARRIOR MET COAL, INC.",energy,3345513147.354217,0.16382771817554426
2025-11-28,2025-11-06 00:00:00+00:00,0001582961,"DIGITALOCEAN HOLDINGS, INC.",technology,3109840917.78878,0.1445694889358815
2025-11-28,2025-11-05 00:00:00+00:00,0000023194,COMSTOCK RESOURCES INC,energy,5811515018.240775,0.09366038905680849
2025-11-28,2025-11-10 23:59:59+00:00,0000788965,HALLADOR ENERGY CO,energy,680312926.1211778,0.08885862645453438
2025-11-28,2025-11-01 00:00:00+00:00,0001163739,NABORS INDUSTRIES LTD,energy,595707494.721508,0.03994752051018034
