section,item,metric,value,notes
feature_missingness,regime_recent_stress_26w,missingness,0.0009009009009009009,family=regime_numeric_context; lag=market-level source shifted 1 week(s)
feature_missingness,regime_avg_corr_risk_off_z,missingness,0.036036036036036036,family=regime_numeric_context; lag=market-level source shifted 1 week(s)
feature_missingness,regime_google_fear_z_tradable,missingness,0.06846846846846846,family=regime_numeric_context; lag=market-level source shifted 1 week(s)
feature_missingness,regime_transition_persistence_prob,missingness,0.04594594594594595,family=regime_numeric_context; lag=market-level source shifted 1 week(s)
feature_missingness,regime_transition_good_state_prob,missingness,0.04594594594594595,family=regime_numeric_context; lag=market-level source shifted 1 week(s)
feature_missingness,regime_transition_non_stress_prob,missingness,0.04594594594594595,family=regime_numeric_context; lag=market-level source shifted 1 week(s)
feature_missingness,market_state,missingness,0.0,family=regime_state_label; lag=state label/context; lagged variant provided; current label used only for validation grouping
feature_missingness,market_state_lag1,missingness,0.0009009009009009009,family=regime_state_label; lag=state label/context; lagged variant provided; current label used only for validation grouping
feature_missingness,risk_state_lag1,missingness,0.0009009009009009009,family=regime_state_label; lag=state label/context; lagged variant provided; current label used only for validation grouping
leakage_checks,all_constructed_characteristics_lagged,passed,True,rolling ETF features are shifted one week
leakage_checks,layer1_values_lagged_again,passed,True,source tradable Layer 1 values are shifted one additional week
leakage_checks,ooo_values_lagged,passed,True,OOO market-level signals/events are shifted one week
leakage_checks,no_forward_returns_as_features,passed,True,forward returns are never saved into characteristic panel
leakage_checks,no_centered_rolling_windows,passed,True,all rolling windows are trailing
leakage_checks,no_random_train_test_split,passed,True,PCA/IPCA validation uses full diagnostic or expanding/walk-forward windows
leakage_checks,production_pins_unchanged,passed,True,production=improved_phase2b_regime_confidence_boost; shadow=improved_phase2b_combo_abc; GGG1 remains candidate
dropped_features,none_at_manifest_stage,reason,,
