cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256,legacy_symbols,legacy_status,instance_document,instance_sha256
0001661920,LONESTAR RESOURCES US INC.,energy,0001661920-19-000088,2019-11-13 00:00:00+00:00,,no_explicit_symbol_tag,lone9301910q.htm,c22035e71f9a7da9c9d17b42f0e9c736803239f49078f4d6afbaa6bb71dc1237,,instance_has_no_explicit_symbol,,
0001681714,WILDHORSE RESOURCE DEVELOPMENT CORP,energy,0001558370-18-009023,2018-11-09 00:00:00+00:00,,no_explicit_symbol_tag,wrd-20180930x10q.htm,e7a1349e5f62918e9aaeb9246af6d47511c18b3dc891275b35266f3ff2019ec9,,instance_has_no_explicit_symbol,,
0001690769,"ALTA MESA RESOURCES, INC. /DE",energy,0001690769-19-000082,2019-11-13 00:00:00+00:00,,no_explicit_symbol_tag,amr-093019x10q.htm,ab11abdfd7b5ab83ab26dae096eb8df9e243a1392565a6b4506907b617a81afe,,instance_has_no_explicit_symbol,,
0001735828,LEGACY RESERVES INC.,energy,0001735828-19-000038,2019-11-13 00:00:00+00:00,,no_explicit_symbol_tag,lgcy-20190930.htm,7c5d273e0f5188f33dd78238434a9f6a1e08bae57748362f9bbd42094fd775fd,,instance_has_no_explicit_symbol,,
0001737204,"RIVIERA RESOURCES, INC.",energy,0001564590-20-049644,2020-11-03 00:00:00+00:00,,no_explicit_symbol_tag,rvra-10q_20200930.htm,737615c908ba8ff2fd1aea3140c77462731aa7eef2e86488538475252921734c,,instance_has_no_explicit_symbol,,
0000002491,"BALLY TECHNOLOGIES, INC.",technology,0001104659-14-075599,2014-11-01 00:00:00+00:00,,no_explicit_symbol_tag,a14-22449_110q.htm,0483fbae04f6a4b3ae8d24838524a11be916c4426dc558b37807eb4da1803bae,,instance_has_no_explicit_symbol,,
0000006314,ANAREN INC,technology,0001437749-14-001124,2014-01-29 00:00:00+00:00,,no_explicit_symbol_tag,anen20131231_10q.htm,920fada33efa19ae71a47889e00c8691b9b57fe18293b20f7358f600131f4752,,instance_has_no_explicit_symbol,,
0000023082,COMPUTER SCIENCES CORP,technology,0000023082-17-000058,2017-05-27 00:00:00+00:00,,no_explicit_symbol_tag,cscfy1710-k.htm,18ca0d07f4927315918eedbb4f22c5ebf54be559ea084673ed9a395e566f6892,,instance_has_no_explicit_symbol,,
0000030822,DYNAMICS RESEARCH CORP,technology,0001171843-13-004325,2013-11-01 00:00:00+00:00,,no_explicit_symbol_tag,f10q_110113.htm,fdcbff3aba96da4230913b7ab7e31f52165ea0bbd4368c962752f224eb54becf,,instance_has_no_explicit_symbol,,
0000031347,ECHELON CORP,technology,0000031347-15-000038,2015-11-10 00:00:00+00:00,,no_explicit_symbol_tag,elon-20150930x10q.htm,0b97acde4b9681108933452a05fc0e2adcce893043f1331ff9b93a1ff24d629a,,instance_has_no_explicit_symbol,,
0000055772,KIMBALL INTERNATIONAL INC,technology,0000055772-14-000066,2014-11-08 00:00:00+00:00,,no_explicit_symbol_tag,kbalb09302014q110q.htm,12c1e235c2dba2f72eea4aa46c97c43f99f99b2a415f965ceeb398e8b05fbfbb,,instance_has_no_explicit_symbol,,
0000092679,SPARTON CORP,technology,0000092679-19-000010,2019-02-07 00:00:00+00:00,,no_explicit_symbol_tag,spa-12302018x10xq.htm,97d4ab837edcc9d3c36bfc4961179a7874549424276b8520ab6f62fe9942bd7f,,instance_has_no_explicit_symbol,,
0000093384,STANDARD MICROSYSTEMS CORP,technology,0001140361-12-032255,2012-07-04 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,14128365661caeebe87e150e09d3478a5eaffeca21c1eedec7124082669e4e91,,instance_has_no_explicit_symbol,,
0000096763,PULSE ELECTRONICS CORP,technology,0001140361-13-040718,2013-11-06 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,87d982965f02d8e7f7a4a90ede590dcd2b846839cad95cd36e89cfed318b5567,,instance_has_no_explicit_symbol,,
0000215419,CHECKPOINT SYSTEMS INC,technology,0001628280-16-015737,2016-05-06 00:00:00+00:00,,no_explicit_symbol_tag,ckp-20160327x10q.htm,1fa642a5db11ce2c547b2ee2be39d1fd744e284e443dac9a7ca1989d490ca978,,instance_has_no_explicit_symbol,,
0000225263,NEWPORT CORP,technology,0001104659-16-101715,2016-03-03 00:00:00+00:00,,no_explicit_symbol_tag,a15-23450_110k.htm,d0c55f04ce6e59dc93735b4d80560b65b4ed4653d0222183f1547a79f80e1e13,,instance_has_no_explicit_symbol,,
0000315449,UQM TECHNOLOGIES INC,technology,0000315449-13-000006,2013-02-01 00:00:00+00:00,,no_explicit_symbol_tag,uqm-20121231x10q.htm,16c74473f334f87034a6092294ebc4e98341e7ddbcdab49fbbf1b760aefb5a29,,instance_has_no_explicit_symbol,,
0000316793,INTERNATIONAL RECTIFIER CORP /DE/,technology,0000316793-14-000028,2014-10-30 00:00:00+00:00,,no_explicit_symbol_tag,form10-q.htm,b9d871002c80bc8a9a0cd69dc476db36b3c3cb99f6945db226a7d0b6782987d6,,instance_has_no_explicit_symbol,,
0000319240,IRIS INTERNATIONAL INC,technology,0001193125-12-345002,2012-08-10 00:00:00+00:00,,no_explicit_symbol_tag,d350732d10q.htm,dddeb83a88f53b2506dcc1068d9591596d53f3c8dcfb11e385f830f4614033c9,,instance_has_no_explicit_symbol,,
0000320345,MICROS SYSTEMS INC,technology,0000320345-14-000012,2014-08-23 00:00:00+00:00,,no_explicit_symbol_tag,mcrsfy201410-k.htm,e1e21c00c9d863e63cfab28dcda424768facda34bff50ad999c24cb1586f74c2,,instance_has_no_explicit_symbol,,
0000355777,LOJACK CORP,technology,0000355777-16-000067,2016-03-12 00:00:00+00:00,,no_explicit_symbol_tag,lojn201510-k.htm,d15f75bf1f715536794dfbcf0b4bb5c68c35926cec3e7ae4c46052a956baf598,,instance_has_no_explicit_symbol,,
0000356028,"CA, INC.",technology,0000356028-18-000159,2018-11-08 00:00:00+00:00,,no_explicit_symbol_tag,ca-20180930x10q.htm,20382fe5fbe0c55d1fcad4cfd3fde55c722fb75a07ed7b8e4046e6f1f75adc05,,instance_has_no_explicit_symbol,,
0000703361,INTEGRATED DEVICE TECHNOLOGY INC,technology,0001628280-19-001035,2019-02-07 00:00:00+00:00,,no_explicit_symbol_tag,idti-12302018x10q.htm,808802816a39053346a8e7fb6596508ae63e8b7d5a35598fa61c0e070b2cbe23,,instance_has_no_explicit_symbol,,
0000711065,APPLIED MICRO CIRCUITS CORP,technology,0001628280-16-020637,2016-11-03 00:00:00+00:00,,no_explicit_symbol_tag,amcc09-30x201610xq.htm,1424bfa00f3e8e9dea611f1093b5278e4bbcc33c5d9f6e51a4d2ecdecf786879,,instance_has_no_explicit_symbol,,
0000714603,DST SYSTEMS INC,technology,0000714603-18-000013,2018-03-01 00:00:00+00:00,,no_explicit_symbol_tag,dst10k2017.htm,bc979fcbcab9f432987072ba86baed34672bed636f31166c4aa048e79fa2044a,,instance_has_no_explicit_symbol,,
0000730716,ZYGO CORP,technology,0000930413-14-002439,2014-05-13 00:00:00+00:00,,no_explicit_symbol_tag,c77496_10q.htm,42511c96ef6493a059dfdfba3cdb0a91eb0ddecd28f8723ea30ad25b14c17c47,,instance_has_no_explicit_symbol,,
0000752431,NETWORK EQUIPMENT TECHNOLOGIES INC,technology,0001140361-12-006369,2012-02-09 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,7f14e0bf9477e1e595ae882512e3bf25714c9c603a8a1d76b054012529d8b4cc,,instance_has_no_explicit_symbol,,
0000768251,ALTERA CORP,technology,0000768251-15-000042,2015-10-23 00:00:00+00:00,,no_explicit_symbol_tag,altera_2015q310-q.htm,7f6a43d051ebdb601045884c612dff6c5e74737be075872fe2695218c5830874,,instance_has_no_explicit_symbol,,
0000768411,CYBEROPTICS CORP,technology,0000897101-20-000134,2020-03-13 00:00:00+00:00,,no_explicit_symbol_tag,cybe-20191231.htm,d57051e8879cbe7e76bad8d4eb75eca20a4737588eba42b5d921363b74f79595,,instance_has_no_explicit_symbol,,
0000790818,X RITE INC,technology,0001193125-12-225505,2012-05-11 00:00:00+00:00,,no_explicit_symbol_tag,d324353d10q.htm,40f35d687f1952a142a964bbf6f75fb10a5eb56ad736e3f40307cbc673b6d573,,instance_has_no_explicit_symbol,,
0000791907,LINEAR TECHNOLOGY CORP /CA/,technology,0000791907-17-000019,2017-02-01 00:00:00+00:00,,no_explicit_symbol_tag,lltc-20170101x10q.htm,74359939fe72231c5cbfc3e3b1952044a74a89dbcacf994fc2497138adcb7e69,,instance_has_no_explicit_symbol,,
0000792130,DATAWATCH CORP,technology,0001144204-18-064355,2018-12-14 00:00:00+00:00,,no_explicit_symbol_tag,tv508536_10k.htm,f40bb1387901973dd9e83b7a01bf84a7e7b935f87b57f16878f3b5f69179342e,,instance_has_no_explicit_symbol,,
0000803014,COMVERSE TECHNOLOGY INC/NY/,technology,0000803014-12-000027,2012-12-15 00:00:00+00:00,,no_explicit_symbol_tag,cmvt-10312012x10q1.htm,14b8d20fb6ba42eaf8168b8fe871f50f53b35ba4efd1174337118ba1c5c6b8c4,,instance_has_no_explicit_symbol,,
0000820736,ORBITAL SCIENCES CORP /DE/,technology,0000820736-14-000073,2014-10-25 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,04488bd9007d35fe422ddaba6c83b724e41c6f798259244fcecc794b3da7661c,,instance_has_no_explicit_symbol,,
0000826083,DELL INC,technology,0000826083-13-000028,2013-08-29 00:00:00+00:00,,no_explicit_symbol_tag,dellq2fy1410q.htm,43be498f7464830751ceaee7590f68a58308be2626999abdd03387f0861f4e06,,instance_has_no_explicit_symbol,,
0000835729,BMC SOFTWARE INC,technology,0001193125-13-319198,2013-08-06 00:00:00+00:00,,no_explicit_symbol_tag,d558131d10q.htm,0ab6852fa714d762f87a559055260c253baefe5cf99190834a41a1a5ebb1ef40,,instance_has_no_explicit_symbol,,
0000849502,RAMTRON INTERNATIONAL CORP,technology,0001193125-12-463188,2012-11-10 00:00:00+00:00,,no_explicit_symbol_tag,d398323d10q.htm,6f67435c6e37ecb87e7a4292b885eb83e337b75f70b21c15c4ff7d40b6c483b7,,instance_has_no_explicit_symbol,,
0000849547,BLACK BOX CORP,technology,0000849547-18-000037,2018-07-17 00:00:00+00:00,,no_explicit_symbol_tag,form10-k_masterx4q18.htm,62e2ccd98be7766900085e3b137373c91d31dc9ec21fa134c637d59571388847,,instance_has_no_explicit_symbol,,
0000850579,PLX TECHNOLOGY INC,technology,0000850579-14-000035,2014-08-08 00:00:00+00:00,,no_explicit_symbol_tag,plx_body10q-q214.htm,e2e48b7deb2b99740a4885f8ee3add8031d92cce8863b76bc70d2f052e239d57,,instance_has_no_explicit_symbol,,
0000854701,INTEGRATED SILICON SOLUTION INC,technology,0000854701-15-000009,2015-08-01 00:00:00+00:00,,no_explicit_symbol_tag,issi-10qx6302015.htm,bef3c4d7f8cd0bf9f1646f1c0ad7cfcd595292e1969683f59ecdb7a6afa251d3,,instance_has_no_explicit_symbol,,
0000859014,COMPUWARE CORP,technology,0001140361-14-040552,2014-11-07 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,ba3a7502c9b91a85af1ac7cf09204647355e0c322a04c0bd1cbef51ca33ce9f4,,instance_has_no_explicit_symbol,,
0000865570,THQ INC,technology,0000865570-12-000062,2012-11-14 00:00:00+00:00,,no_explicit_symbol_tag,thq10-q93012.htm,87e56ede78899102ddef36ebf4bcc795434ce699ec5731fe09e96662208547ea,,instance_has_no_explicit_symbol,,
0000872448,ATMEL CORP,technology,0000872448-16-000043,2016-03-01 00:00:00+00:00,,no_explicit_symbol_tag,atml-201510k.htm,a9fb5013ff84503ba7a6f796496b58cf0424817804bb9ece5c757dabfe91cb4f,,instance_has_no_explicit_symbol,,
0000873044,RADISYS CORP,technology,0000873044-18-000062,2018-05-05 00:00:00+00:00,,no_explicit_symbol_tag,a03311810-q.htm,eed65a741f8e0a181be5f2b857823a54c9ff8aec80232408d2656f7ca50322b1,,instance_has_no_explicit_symbol,,
0000880432,MISONIX INC,technology,0001213900-20-011661,2020-05-12 00:00:00+00:00,,no_explicit_symbol_tag,f10q0320_misonixinc.htm,1187f7e1c046305bfb970139a0c214054f9977bdedf6d0d7ea316724eb6310d2,,instance_has_no_explicit_symbol,,
0000880446,VITESSE SEMICONDUCTOR CORP,technology,0000880446-15-000010,2015-02-04 00:00:00+00:00,,no_explicit_symbol_tag,vtss-20141231x10qq1.htm,e1feb7a01194c911e8baa6a2947adab558f3b9782a38037f2804eb2bf018af64,,instance_has_no_explicit_symbol,,
0000881890,ABAXIS INC,technology,0001140361-18-026304,2018-05-31 00:00:00+00:00,,no_explicit_symbol_tag,h10054101x1_10k.htm,a048ea57835e405eb8f0f65bc8f8608ba0fae8812c61b9f65b232767fb5f945b,,instance_has_no_explicit_symbol,,
0000887969,MRV COMMUNICATIONS INC,technology,0000887969-17-000052,2017-08-03 00:00:00+00:00,,no_explicit_symbol_tag,mrv2017063010-q.htm,a1b44b21a06eb223d518119f590658b7a0ef8d0c9b34df765c100147618a338e,,instance_has_no_explicit_symbol,,
0000889423,SATCON TECHNOLOGY CORP,technology,0001104659-12-035966,2012-05-11 00:00:00+00:00,,no_explicit_symbol_tag,a12-8717_110q.htm,c13f283f724d9355372b3197d777b6cd4b7197eb818db00a5e8b1d40ffaa6a0a,,instance_has_no_explicit_symbol,,
0000892482,QUMU CORP,technology,0000892482-16-000062,2016-11-09 00:00:00+00:00,,no_explicit_symbol_tag,qumu10qq32016.htm,b0e3ab3e2510ca5b552c89727803e39ff40a0ad76a07836b18715cd2a6dfe0ee,,instance_has_no_explicit_symbol,,
0000894738,EASYLINK SERVICES INTERNATIONAL CORP,technology,0000894738-12-000009,2012-05-31 00:00:00+00:00,,no_explicit_symbol_tag,esic-2012430x10q.htm,0e9c0d408ad30ff0dbc11e3f7ede5d0841a204b711c55b330268cd54e955402d,,instance_has_no_explicit_symbol,,
0000911160,RF MICRO DEVICES INC,technology,0000911160-14-000169,2014-11-01 00:00:00+00:00,,no_explicit_symbol_tag,rfmd2014927-10q.htm,d09ab42d7654bb89cc2b5063a6ad4c7db3b50ddb3c71447ca487a6ea8093e711,,instance_has_no_explicit_symbol,,
0000913077,AFFYMETRIX INC,technology,0000913077-16-000033,2016-02-19 00:00:00+00:00,,no_explicit_symbol_tag,affx1231201510-k.htm,204f1894468180db3617c162e03ec17001d2a8dcadbb4138f2b1aec666a91103,,instance_has_no_explicit_symbol,,
0000914329,FEI CO,technology,0000914329-16-000225,2016-08-05 00:00:00+00:00,,no_explicit_symbol_tag,feic-10qx07032016.htm,64b776be24e55f005b56ca3e9f8fb706bc3c8d51f2b3599c99f0f06b8acca037,,instance_has_no_explicit_symbol,,
0000915324,TELULAR CORP,technology,0001437749-13-005738,2013-05-11 00:00:00+00:00,,no_explicit_symbol_tag,wrls_10q-033113.htm,df77537d56ac88af78d58245f3241275c8da07c9519e96187213756a54eea900,,instance_has_no_explicit_symbol,,
0000918581,CIBER INC,technology,0000918581-16-000256,2016-11-10 00:00:00+00:00,,no_explicit_symbol_tag,a93016-10qxciber.htm,42eff593fdfd04fee43c28c9b5f8822b82d33193ed12c02a70a6e0cbf4f1ddef,,instance_has_no_explicit_symbol,,
0000919013,WAVE SYSTEMS CORP,technology,0001104659-13-082852,2013-11-09 00:00:00+00:00,,no_explicit_symbol_tag,a13-19550_110q.htm,48042c3acc05fe7cfe5cd431cdce5772927ca7129d0440e2639898a7e4f3b505,,instance_has_no_explicit_symbol,,
0000922521,FALCONSTOR SOFTWARE INC,technology,0000922521-16-000065,2016-11-04 00:00:00+00:00,,no_explicit_symbol_tag,a10q-q32016.htm,fdcbc63c43d92a3304594b3bd2bca630ddb7c079a5c2a8ee7c027917cceeacd3,,instance_has_no_explicit_symbol,,
0000932111,MICREL INC,technology,0000932111-15-000013,2015-04-24 00:00:00+00:00,,no_explicit_symbol_tag,mcrl-2015331x10q.htm,9da3a461a3b48c1f1b074de4a6c17558caeab724680a1de0dd9349e63afb1dd5,,instance_has_no_explicit_symbol,,
0000941685,IMAGEWARE SYSTEMS INC,technology,0001654954-20-005674,2020-05-16 00:00:00+00:00,,no_explicit_symbol_tag,iwsy10k_dec312019.htm,71cb4626171168c2586bfad36d6287d0225c37db4c156360cbc768c47fa44172,,instance_has_no_explicit_symbol,,
0000944765,MERGE HEALTHCARE INC,technology,0001140361-15-028823,2015-07-29 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,79584d6fd3b74908220846c3c25cdf3cb8db2294fdcf31a7d32512c6e7650a4c,,instance_has_no_explicit_symbol,,
0001000180,SANDISK CORP,technology,0001000180-16-000094,2016-05-03 00:00:00+00:00,,no_explicit_symbol_tag,sndk2016-q110xq.htm,bb0aeba366ebd566660463d314c2886f9b331c2424ac479b89288fb8f1c36a5c,,instance_has_no_explicit_symbol,,
0001001288,LEXMARK INTERNATIONAL INC /KY/,technology,0001001288-16-000088,2016-11-05 00:00:00+00:00,,no_explicit_symbol_tag,thirdqtr201610q.htm,4ada5dc1c2ff01dee328ac54042e9585cb130545d67996c4470312c08ba9dd21,,instance_has_no_explicit_symbol,,
0001001426,PERICOM SEMICONDUCTOR CORP,technology,0001206774-15-003374,2015-11-03 00:00:00+00:00,,no_explicit_symbol_tag,pericom_10q.htm,11313601b6c30b30ede26cf434a22baa4b5787da42249dc3cd71cf634fa0b961,,instance_has_no_explicit_symbol,,
0001002135,WESTELL TECHNOLOGIES INC,technology,0001002135-16-000062,2016-02-06 00:00:00+00:00,,no_explicit_symbol_tag,wstl-20151231x10q.htm,6b6662f10cbd6ecdf1e854231d111c6e1ce9e7858af0c92668ac3ece4ba31276,,instance_has_no_explicit_symbol,,
0001002225,ADVENT SOFTWARE INC /DE/,technology,0001104659-15-035591,2015-05-08 00:00:00+00:00,,no_explicit_symbol_tag,a15-7327_110q.htm,bd2fc0b13d8bbb60684adca75e2991f64ada6718a8d3205e1fe9dcb63d59ba73,,instance_has_no_explicit_symbol,,
0001002388,"ACCELRYS, INC.",technology,0001002388-14-000006,2014-03-11 00:00:00+00:00,,no_explicit_symbol_tag,accl-201312311310xkxasofq4.htm,cf2c8a3caf0857213549c0985a2b4b67364a29bf013658efea93b2081ff07691,,instance_has_no_explicit_symbol,,
0001006892,JDA SOFTWARE GROUP INC,technology,0001006892-12-000040,2012-11-02 00:00:00+00:00,,no_explicit_symbol_tag,jdas-9302012x10q.htm,0ac9cd2e3ec5e4ce207e88a0b5710e62f34a85fd3a8fe4d18c8dd120ed710497,,instance_has_no_explicit_symbol,,
0001008586,STREAMLINE HEALTH SOLUTIONS INC.,technology,0001008586-15-000004,2015-12-11 00:00:00+00:00,,no_explicit_symbol_tag,strm2015103110q.htm,3a070f0afd7507388ab53cfdf2f079d63c1ad30d337cece94c99f5e2f8b6a6e7,,instance_has_no_explicit_symbol,,
0001008817,SAPIENT CORP,technology,0001008817-14-000011,2014-11-07 00:00:00+00:00,,no_explicit_symbol_tag,q314form10-q.htm,ad4905c0d2f3f55969a3561cb425b0d7dd4920b17dd92852e7ed30cec124a68a,,instance_has_no_explicit_symbol,,
0001009626,BROCADE COMMUNICATIONS SYSTEMS INC,technology,0001009626-17-000082,2017-09-02 00:00:00+00:00,,no_explicit_symbol_tag,brcd-10qxfy17q3.htm,74ca661896ccc9a997895692f26985703ebac7ad9d0afddd6843c1ea55f07ba2,,instance_has_no_explicit_symbol,,
0001011452,"MEDICAL INFORMATION TECHNOLOGY, INC.",technology,0001011452-18-000003,2018-02-01 00:00:00+00:00,,no_explicit_symbol_tag,tenk.htm,10fb02f69c9bffd5b2aa1757c1096b5a9416306ace936e513f6ba64f96d190c4,,instance_has_no_explicit_symbol,,
0001016125,ULTIMATE SOFTWARE GROUP INC,technology,0001016125-19-000057,2019-05-02 00:00:00+00:00,,no_explicit_symbol_tag,ulti03312019q1.htm,6017034ca2292d09498ed13d081cd27772a414f2916bddee9b8a5666c4bf4fb5,,instance_has_no_explicit_symbol,,
0001022225,OPLINK COMMUNICATIONS INC,technology,0001022225-14-000049,2014-11-08 00:00:00+00:00,,no_explicit_symbol_tag,form10-q.htm,1d650115a32305021c5ac2bbcbb6ee44d14433fcfb264b975869f8797ad11358,,instance_has_no_explicit_symbol,,
0001027207,EPIQ SYSTEMS INC,technology,0001104659-16-138312,2016-08-10 00:00:00+00:00,,no_explicit_symbol_tag,a16-11586_110q.htm,ff63c3d243a241dafd4cbe5c6a6d29f3f38cdbca033edb5531d29c1a524f7d31,,instance_has_no_explicit_symbol,,
0001029299,"DELTEK, INC",technology,0001193125-12-347867,2012-08-10 00:00:00+00:00,,no_explicit_symbol_tag,d351897d10q.htm,bb7f39c83b1c9e6bcfdca63606fad98f5f12d3f59992e8fdf4d1e41c72896efb,,instance_has_no_explicit_symbol,,
0001035748,CALLIDUS SOFTWARE INC,technology,0001035748-18-000007,2018-03-01 00:00:00+00:00,,no_explicit_symbol_tag,cald-12312017x10k.htm,f3cfe9e0668807ec1a13140785a611310be0b67ca1177bf677f4d1e7e23a74c0,,instance_has_no_explicit_symbol,,
0001039101,"L3 TECHNOLOGIES, INC.",technology,0001039101-19-000013,2019-05-02 00:00:00+00:00,,no_explicit_symbol_tag,lll-032919x10q.htm,f318f5cdddb796f9c979d74ac512af82b68f5c05da70554189e06ce331cb54ee,,instance_has_no_explicit_symbol,,
0001042783,DOT HILL SYSTEMS CORP,technology,0001042783-15-000047,2015-08-07 00:00:00+00:00,,no_explicit_symbol_tag,hill-2015630xq2.htm,ce177a03558d423703bec5cea9a483db1303e4742fd7d21d9f0cb4720e80cdcb,,instance_has_no_explicit_symbol,,
0001042825,POWER ONE INC,technology,0001047469-13-005903,2013-05-11 00:00:00+00:00,,no_explicit_symbol_tag,a2215130z10-q.htm,a96aa5a628edc04303b07b4b7c96bd6d2040d854e37c057b03b6e3be5c365aa7,,instance_has_no_explicit_symbol,,
0001045150,"OFFICIAL PAYMENTS HOLDINGS, INC.",technology,0001045150-12-000072,2012-12-15 00:00:00+00:00,,no_explicit_symbol_tag,form10k.htm,a5b26dd8447986eb66ee73445c7898f9139084f781f3b590d2d076dcb7d53ced,,instance_has_no_explicit_symbol,,
0001046327,REALNETWORKS INC,technology,0001046327-19-000041,2019-11-01 00:00:00+00:00,,no_explicit_symbol_tag,q310q2019.htm,c7dc8b23a7f4e4004cedf575419054c26c1773117b0ca8ae41e94cd8fd6453cd,,instance_has_no_explicit_symbol,,
0001046995,EMAGIN CORP,technology,0001013762-12-002045,2012-11-09 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,bf82c9926a26dc67e80a3773a3176f32e1c87dd434909648070dbe2c665a14ad,,instance_has_no_explicit_symbol,,
0001050550,VOLTERRA SEMICONDUCTOR CORP,technology,0001193125-13-319146,2013-08-06 00:00:00+00:00,,no_explicit_symbol_tag,d559419d10q.htm,f0ae823df502caba6bf3f44aaa17faefdc624d98cf9621ddfafd4c84480c0467,,instance_has_no_explicit_symbol,,
0001053374,IPASS INC,technology,0001053374-18-000079,2018-11-14 00:00:00+00:00,,no_explicit_symbol_tag,ipas-20180930x10q.htm,93643fe47e9232b63d16fdcab8de5c938ecd38d829310a4776eaba1afa71d15b,,instance_has_no_explicit_symbol,,
0001054374,BROADCOM CORP,technology,0001054374-15-000124,2015-10-27 00:00:00+00:00,,no_explicit_symbol_tag,a20150930-10q.htm,ff559ba619f6bdfa4a362579e8ba4819c1ddd3e20cc557dee9a580522377e908,,instance_has_no_explicit_symbol,,
0001056386,INTERNAP CORP,technology,0001628280-20-007086,2020-05-09 00:00:00+00:00,,no_explicit_symbol_tag,inap-123119x10k.htm,71f63626ed3d69bba5515d09f24317997fd26fd7411c275730e9614a78db930e,,instance_has_no_explicit_symbol,,
0001056923,DATALINK CORP,technology,0001104659-16-155765,2016-11-10 00:00:00+00:00,,no_explicit_symbol_tag,a16-17118_110q.htm,b61d28d1faf874b4c3ae93a7e1b731808831045f7eb7b4289c635268e1cb967c,,instance_has_no_explicit_symbol,,
0001059786,MIPS TECHNOLOGIES INC,technology,0001103969-13-000015,2013-02-06 00:00:00+00:00,,no_explicit_symbol_tag,f10qfy13q2.htm,5a03f220a784bb724f3c1d7ae3d5dfb50a0fdc2710269b455492ab1602c8feb7,,instance_has_no_explicit_symbol,,
0001062530,DIGITAL RIVER INC /DE,technology,0001558370-14-000246,2014-11-01 00:00:00+00:00,,no_explicit_symbol_tag,driv-20140930x10q.htm,e45c9e797432971da6be63d185a8ad999e387301726d4fcbe4bce8783a818685,,instance_has_no_explicit_symbol,,
0001066026,CONCUR TECHNOLOGIES INC,technology,0001066026-14-000019,2014-11-19 00:00:00+00:00,,no_explicit_symbol_tag,cnqr-2014x10k.htm,a334ebc687767dc265926941fbbe13b86b981eae030c48c8733306a6eb210dda,,instance_has_no_explicit_symbol,,
0001070380,SABA SOFTWARE INC,technology,0001193125-12-004960,2012-01-07 00:00:00+00:00,,no_explicit_symbol_tag,d255973d10q.htm,6a68b9ffea47daeaa3759f3ec1febd21ae8dbcf2f13270feb3e193d582882bd4,,instance_has_no_explicit_symbol,,
0001076481,SEQUENOM INC,technology,0001076481-16-000083,2016-08-06 00:00:00+00:00,,no_explicit_symbol_tag,sqnm2016q210q.htm,a9a81b00d401986205cf63894dee99a36bf7d5563a99a7a17d9d74ae2383cc16,,instance_has_no_explicit_symbol,,
0001084384,PARETEUM CORP,technology,0001628280-21-016441,2021-08-11 00:00:00+00:00,,no_explicit_symbol_tag,teum-20200930.htm,dc2b6a9f4e46fa4314f5778b6e2394ed258bc6b3784758094590ffb32d5ec9f1,,instance_has_no_explicit_symbol,,
0001085280,TIBCO SOFTWARE INC,technology,0001085280-14-000169,2014-10-09 00:00:00+00:00,,no_explicit_symbol_tag,tibx831201410q.htm,93c399a2741f96eca8501811e278ee8b1fd8002f2ba898d6aa07beffbe17d944,,instance_has_no_explicit_symbol,,
0001086909,"BROADSOFT, INC.",technology,0001086909-17-000024,2017-11-07 00:00:00+00:00,,no_explicit_symbol_tag,bsft-2017930x10q.htm,748eaab19effad600b044a85fbcb86e80543394c54ba266dc9b1f542254b3644,,instance_has_no_explicit_symbol,,
0001087423,RED HAT INC,technology,0001087423-19-000017,2019-06-29 00:00:00+00:00,,no_explicit_symbol_tag,rht-10qq1fy20.htm,e6ab76b91c2d24c2203eaaae47db4877214a7f6b16cc8e5669d2e068b044f7d4,,instance_has_no_explicit_symbol,,
0001094392,RUDOLPH TECHNOLOGIES INC,technology,0001564590-19-041872,2019-11-08 00:00:00+00:00,,no_explicit_symbol_tag,rtec-10q_20190930.htm,597a559960a9554ec1c129e2c3ae93a6e5b9e84ab00a33bb8fd2f4735938ac99,,instance_has_no_explicit_symbol,,
0001094739,FINISAR CORP,technology,0001094739-19-000078,2019-09-05 00:00:00+00:00,,no_explicit_symbol_tag,fnsr10qq1fy20.htm,ad52537d50872a13eb914df3ae6f7c017b97e37085ffa013b6ae9fd3e881143b,,instance_has_no_explicit_symbol,,
0001095277,INTERSECTIONS INC,technology,0001193125-14-195021,2014-05-13 00:00:00+00:00,,no_explicit_symbol_tag,d689247d10q.htm,10158e077d987bc5df975ed856e6edfb32ebadbf12037dd4e02e2bfb6ae11bea,,instance_has_no_explicit_symbol,,
0001096738,EPOCRATES INC,technology,0001096738-13-000002,2013-03-12 00:00:00+00:00,,no_explicit_symbol_tag,epoc2012form10-k.htm,2e3df4516a8549e46ca02e9a81a0ccc62519b79bff7d05155d5c8d745ca42708,,instance_has_no_explicit_symbol,,
